"icd10_code","icd10_name","icd10am_code","icd10am_name","file_seq","icd10_seq","icd10_max"
"T86.0","Bone-marrow transplant rejection","T86.0","Bone marrow transplant rejection",14037,1,1
"T86.1","Kidney transplant failure and rejection","T86.1","Kidney transplant failure and rejection",14038,1,1
"T86.2","Heart transplant failure and rejection","T86.2","Heart transplant failure and rejection",14039,1,1
"T86.3","Heart-lung transplant failure and rejection","T86.3","Heart-lung transplant failure and rejection",14040,1,1
"T86.4","Liver transplant failure and rejection","T86.4","Liver transplant failure and rejection",14041,1,1
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.83","Intestinal graft failure and rejection",14042,1,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.84","Bone graft failure and rejection",14043,2,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.85","Corneal graft failure and rejection",14044,3,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.86","Skin graft and flap failure and rejection",14045,4,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.89","Other complications of transplanted organs and tissues, not elsewhere classified",14046,5,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.88","Failure and rejection of transplanted organs and tissues, not elsewhere classified",14047,6,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.81","Lung transplant failure and rejection",14048,7,8
"T86.8","Failure and rejection of other transplanted organs and tissues","T86.82","Pancreas or pancreatic islet cell transplant failure and rejection",14049,8,8
"T86.9","Failure and rejection of unspecified transplanted organ and tissue","T86.88","Failure and rejection of transplanted organs and tissues, not elsewhere classified",14050,1,1
"T87.0","Complications of reattached (part of) upper extremity","T87.0","Complications of reattached (part of) upper extremity",14051,1,1
"T87.1","Complications of reattached (part of) lower extremity","T87.1","Complications of reattached (part of) lower extremity",14052,1,1
"T87.2","Complications of other reattached body part","T87.2","Complications of other reattached body part",14053,1,1
"T87.3","Neuroma of amputation stump","T87.3","Neuroma of amputation stump",14054,1,1
"T87.4","Infection of amputation stump","T87.4","Infection of amputation stump",14055,1,1
"T87.5","Necrosis of amputation stump","T87.5","Necrosis of amputation stump",14056,1,1
"T87.6","Other and unspecified complications of amputation stump","T87.60","Complication of amputation stump, unspecified",14057,1,4
"T87.6","Other and unspecified complications of amputation stump","T87.61","Haemorrhage and haematoma of amputation stump",14058,2,4
"T87.6","Other and unspecified complications of amputation stump","T87.62","Disruption of amputation stump",14059,3,4
"T87.6","Other and unspecified complications of amputation stump","T87.69","Other complications of amputation stump",14060,4,4
"T88.0","Infection following immunization","T88.0","Infection following immunisation",14061,1,1
"T88.1","Other complications following immunization, not elsewhere classified","T88.1","Other complications following immunisation, not elsewhere classified",14062,1,1
"T88.2","Shock due to anaesthesia","T88.2","Shock due to anaesthesia",14063,1,1
"T88.3","Malignant hyperthermia due to anaesthesia","T88.3","Malignant hyperthermia due to anaesthesia",14064,1,1
"T88.4","Failed or difficult intubation","T88.41","Failed intubation",14065,1,2
"T88.4","Failed or difficult intubation","T88.42","Difficult intubation",14066,2,2
"T88.5","Other complications of anaesthesia","T88.59","Complications of anaesthesia, not elsewhere classified",14067,1,4
"T88.5","Other complications of anaesthesia","T88.51","Hypothermia following anaesthesia",14068,2,4
"T88.5","Other complications of anaesthesia","T88.52","Headache due to anaesthesia",14069,3,4
"T88.5","Other complications of anaesthesia","T88.53","Failed anaesthesia",14070,4,4
"T88.6","Anaphylactic shock due to adverse effect of correct drug or medicament properly administered","T88.6","Anaphylaxis and anaphylactic shock due to adverse effect of correct drug or medicament properly administered",14071,1,1
"T88.7","Unspecified adverse effect of drug or medicament","T88.7","Unspecified adverse effect of drug or medicament",14072,1,1
"T88.8","Other specified complications of surgical and medical care, not elsewhere classified","T88.8","Other specified complications of surgical and medical care, not elsewhere classified",14073,1,1
"T88.9","Complication of surgical and medical care, unspecified","T88.9","Complication of surgical and medical care, unspecified",14074,1,1
"T90.0","Sequelae of superficial injury of head","T90.0","Sequelae of superficial injury of head",14075,1,1
"T90.1","Sequelae of open wound of head","T90.1","Sequelae of open wound of head",14076,1,1
"T90.2","Sequelae of fracture of skull and facial bones","T90.2","Sequelae of fracture of skull and facial bones",14077,1,1
"T90.3","Sequelae of injury of cranial nerves","T90.3","Sequelae of injury of cranial nerves",14078,1,1
"T90.4","Sequelae of injury of eye and orbit","T90.4","Sequelae of injury of eye and orbit",14079,1,1
"T90.5","Sequelae of intracranial injury","T90.5","Sequelae of intracranial injury",14080,1,1
"T90.8","Sequelae of other specified injuries of head","T90.8","Sequelae of other specified injuries of head",14081,1,1
"T90.9","Sequelae of unspecified injury of head","T90.9","Sequelae of unspecified injury of head",14082,1,1
"T91.0","Sequelae of superficial injury and open wound of neck and trunk","T91.0","Sequelae of superficial injury and open wound of neck and trunk",14083,1,1
"T91.1","Sequelae of fracture of spine","T91.1","Sequelae of fracture of spine",14084,1,1
"T91.2","Sequelae of other fracture of thorax and pelvis","T91.2","Sequelae of other fracture of thorax and pelvis",14085,1,1
"T91.3","Sequelae of injury of spinal cord","T91.3","Sequelae of injury of spinal cord",14086,1,1
"T91.4","Sequelae of injury of intrathoracic organs","T91.4","Sequelae of injury of intrathoracic organs",14087,1,1
"T91.5","Sequelae of injury of intra-abdominal and pelvic organs","T91.5","Sequelae of injury of intra-abdominal and pelvic organs",14088,1,1
"T91.8","Sequelae of other specified injuries of neck and trunk","T91.8","Sequelae of other specified injuries of neck and trunk",14089,1,1
"T91.9","Sequelae of unspecified injury of neck and trunk","T91.9","Sequelae of unspecified injury of neck and trunk",14090,1,1
"T92.0","Sequelae of open wound of upper limb","T92.0","Sequelae of open wound of upper limb",14091,1,1
"T92.1","Sequelae of fracture of arm","T92.1","Sequelae of fracture of forearm and upper arm",14092,1,1
"T92.2","Sequelae of fracture at wrist and hand level","T92.2","Sequelae of fracture at wrist and hand level",14093,1,1
"T92.3","Sequelae of dislocation, sprain and strain of upper limb","T92.3","Sequelae of dislocation, sprain and strain of upper limb",14094,1,1
"T92.4","Sequelae of injury of nerve of upper limb","T92.4","Sequelae of injury of nerve of upper limb",14095,1,1
"T92.5","Sequelae of injury of muscle and tendon of upper limb","T92.5","Sequelae of injury of muscle and tendon of upper limb",14096,1,1
"T92.6","Sequelae of crushing injury and traumatic amputation of upper limb","T92.6","Sequelae of crushing injury and traumatic amputation of upper limb",14097,1,1
"T92.8","Sequelae of other specified injuries of upper limb","T92.8","Sequelae of other specified injuries of upper limb",14098,1,1
"T92.9","Sequelae of unspecified injury of upper limb","T92.9","Sequelae of unspecified injury of upper limb",14099,1,1
"T93.0","Sequelae of open wound of lower limb","T93.0","Sequelae of open wound of lower limb",14100,1,1
"T93.1","Sequelae of fracture of femur","T93.1","Sequelae of fracture of femur",14101,1,1
"T93.2","Sequelae of other fractures of lower limb","T93.2","Sequelae of other fractures of lower limb",14102,1,1
"T93.3","Sequelae of dislocation, sprain and strain of lower limb","T93.3","Sequelae of dislocation, sprain and strain of lower limb",14103,1,1
"T93.4","Sequelae of injury of nerve of lower limb","T93.4","Sequelae of injury of nerve of lower limb",14104,1,1
"T93.5","Sequelae of injury of muscle and tendon of lower limb","T93.5","Sequelae of injury of muscle and tendon of lower limb",14105,1,1
"T93.6","Sequelae of crushing injury and traumatic amputation of lower limb","T93.6","Sequelae of crushing injury and traumatic amputation of lower limb",14106,1,1
"T93.8","Sequelae of other specified injuries of lower limb","T93.8","Sequelae of other specified injuries of lower limb",14107,1,1
"T93.9","Sequelae of unspecified injury of lower limb","T93.9","Sequelae of unspecified injury of lower limb",14108,1,1
"T94.0","Sequelae of injuries involving multiple body regions","T94.0","Sequelae of injuries involving multiple body regions",14109,1,1
"T94.1","Sequelae of injuries, not specified by body region","T94.1","Sequelae of injuries, not specified by body region",14110,1,1
"T95.0","Sequelae of burn, corrosion and frostbite of head and neck","T95.0","Sequelae of burn and frostbite of head and neck",14111,1,1
"T95.1","Sequelae of burn, corrosion and frostbite of trunk","T95.1","Sequelae of burn and frostbite of trunk",14112,1,1
"T95.2","Sequelae of burn, corrosion and frostbite of upper limb","T95.2","Sequelae of burn and frostbite of upper limb",14113,1,1
"T95.3","Sequelae of burn, corrosion and frostbite of lower limb","T95.3","Sequelae of burn and frostbite of lower limb",14114,1,1
"T95.4","Sequelae of burn and corrosion classifiable only according to extent of body surface involved","T95.4","Sequelae of burn classifiable only according to extent of body surface involved",14115,1,1
"T95.8","Sequelae of other specified burn, corrosion and frostbite","T95.8","Sequelae of other specified burn and frostbite",14116,1,1
"T95.9","Sequelae of unspecified burn, corrosion and frostbite","T95.9","Sequelae of unspecified burn and frostbite",14117,1,1
"T96","Sequelae of poisoning by drugs, medicaments and biological substances","T96","Sequelae of poisoning by drugs, medicaments and biological substances",14118,1,1
"T97","Sequelae of toxic effects of substances chiefly nonmedicinal as to source","T97","Sequelae of toxic effects of substances chiefly nonmedicinal as to source",14119,1,1
"T98.0","Sequelae of effects of foreign body entering through natural orifice","T98.0","Sequelae of effects of foreign body entering through natural orifice",14120,1,1
"T98.1","Sequelae of other and unspecified effects of external causes","T98.1","Sequelae of other and unspecified effects of external causes",14121,1,1
"T98.2","Sequelae of certain early complications of trauma","T98.2","Sequelae of certain early complications of trauma",14122,1,1
"T98.3","Sequelae of complications of surgical and medical care, not elsewhere classified","T98.3","Sequelae of complications of surgical and medical care, not elsewhere classified",14123,1,1
"U04.9","Severe acute respiratory syndrome [SARS], unspecified","U04.9","Severe acute respiratory syndrome [SARS]",14124,1,1
"U07.0","Vaping-related disorder","U07.0","Vaping related disorder",14125,1,1
"U07.1","COVID-19, virus identified","U07.11","Coronavirus disease 2019 [COVID-19], virus identified, asymptomatic",14126,1,2
"U07.1","COVID-19, virus identified","U07.12","Coronavirus disease 2019 [COVID-19], virus identified, symptomatic",14127,2,2
"U07.2","COVID-19, virus not identified","U07.2","Coronavirus disease 2019 [COVID-19], virus not identified",14128,1,1
"U08.9","Personal history of COVID-19, unspecified","U07.3","Personal history of coronavirus disease 2019 [COVID-19]",14129,1,1
"U09.9","Post COVID-19 condition, unspecified","U07.4","Post coronavirus disease 2019 [COVID-19] condition",14130,1,1
"U10.9","Multisystem inflammatory syndrome associated with COVID-19, unspecified","U07.5","Multisystem inflammatory syndrome associated with coronavirus disease 2019 [COVID-19]",14131,1,1
"U11.9","Need for immunization against COVID-19, unspecified","Z25.2","Need for immunisation against coronavirus disease 2019 [COVID-19]",14132,1,1
"U12.9","COVID-19 vaccines causing adverse effects in therapeutic use, unspecified","U07.70","Coronavirus disease 2019 [COVID-19] vaccines, not elsewhere classified, causing adverse effect in therapeutic use",14133,1,5
"U12.9","COVID-19 vaccines causing adverse effects in therapeutic use, unspecified","U07.71","Coronavirus disease 2019 [COVID-19] vaccine, using viral vector, causing adverse effect in therapeutic use",14134,2,5
"U12.9","COVID-19 vaccines causing adverse effects in therapeutic use, unspecified","U07.72","Coronavirus disease 2019 [COVID-19] vaccine, using whole virus, causing adverse effect in therapeutic use",14135,3,5
"U12.9","COVID-19 vaccines causing adverse effects in therapeutic use, unspecified","U07.73","Coronavirus disease 2019 [COVID-19] vaccine, using subunit, causing adverse effect in therapeutic use",14136,4,5
"U12.9","COVID-19 vaccines causing adverse effects in therapeutic use, unspecified","U07.74","Coronavirus disease 2019 [COVID-19] vaccine, using nucleic acid, causing adverse effect in therapeutic use",14137,5,5
"U13.9","Emergency use of U13.9","U13.9","Emergency use of U13.9",14138,1,1
"U14.9","Emergency use of U14.9","U14.9","Emergency use of U14.9",14139,1,1
"U15.9","Emergency use of U15.9","U15.9","Emergency use of U15.9",14140,1,1
"U16.9","Emergency use of U16.9","U16.9","Emergency use of U16.9",14141,1,1
"U17.9","Emergency use of U17.9","U17.9","Emergency use of U17.9",14142,1,1
"U18.9","Emergency use of U18.9","U18.9","Emergency use of U18.9",14143,1,1
"U19.9","Emergency use of U19.9","U19.9","Emergency use of U19.9",14144,1,1
"U20.9","Emergency use of U20.9","U20.9","Emergency use of U20.9",14145,1,1
"U21.9","Emergency use of U21.9","U21.9","Emergency use of U21.9",14146,1,1
"U22.9","Emergency use of U22.9","U22.9","Emergency use of U22.9",14147,1,1
"U23.9","Emergency use of U23.9","U23.9","Emergency use of U23.9",14148,1,1
"U24.9","Emergency use of U24.9","U24.9","Emergency use of U24.9",14149,1,1
"U25.9","Emergency use of U25.9","U25.9","Emergency use of U25.9",14150,1,1
"U26.9","Emergency use of U26.9","U26.9","Emergency use of U26.9",14151,1,1
"U27.9","Emergency use of U27.9","U27.9","Emergency use of U27.9",14152,1,1
"U28.9","Emergency use of U28.9","U28.9","Emergency use of U28.9",14153,1,1
"U29.9","Emergency use of U29.9","U29.9","Emergency use of U29.9",14154,1,1
"U30.9","Emergency use of U30.9","U30.9","Emergency use of U30.9",14155,1,1
"U31.9","Emergency use of U31.9","U31.9","Emergency use of U31.9",14156,1,1
"U32.9","Emergency use of U32.9","U32.9","Emergency use of U32.9",14157,1,1
"U33.9","Emergency use of U33.9","U33.9","Emergency use of U33.9",14158,1,1
"U34.9","Emergency use of U34.9","U34.9","Emergency use of U34.9",14159,1,1
"U35.9","Emergency use of U35.9","U35.9","Emergency use of U35.9",14160,1,1
"U36.9","Emergency use of U36.9","U36.9","Emergency use of U36.9",14161,1,1
"U37.9","Emergency use of U37.9","U37.9","Emergency use of U37.9",14162,1,1
"U38.9","Emergency use of U38.9","U38.9","Emergency use of U38.9",14163,1,1
"U39.9","Emergency use of U39.9","U39.9","Emergency use of U39.9",14164,1,1
"U40.9","Emergency use of U40.9","U40.9","Emergency use of U40.9",14165,1,1
"U41.9","Emergency use of U41.9","U41.9","Emergency use of U41.9",14166,1,1
"U42.9","Emergency use of U42.9","U42.9","Emergency use of U42.9",14167,1,1
"U43.9","Emergency use of U43.9","U43.9","Emergency use of U43.9",14168,1,1
"U44.9","Emergency use of U44.9","U44.9","Emergency use of U44.9",14169,1,1
"U45.9","Emergency use of U45.9","U45.9","Emergency use of U45.9",14170,1,1
"U46.9","Emergency use of U46.9","U46.9","Emergency use of U46.9",14171,1,1
"U47.9","Emergency use of U47.9","U47.9","Emergency use of U47.9",14172,1,1
"U48.9","Emergency use of U48.9","U48.9","Emergency use of U48.9",14173,1,1
"U49.9","Emergency use of U49.9","U49.9","Emergency use of U49.9",14174,1,1
"U82.0","Resistance to penicillin","Z14.01","Resistance to beta-lactamase sensitive [first generation] penicillins",14175,1,4
"U82.0","Resistance to penicillin","Z14.11","Resistance to aminopenicillins",14176,2,4
"U82.0","Resistance to penicillin","Z14.12","Resistance to carboxypenicillins",14177,3,4
"U82.0","Resistance to penicillin","Z14.13","Resistance to ureidopenicillins",14178,4,4
"U82.1","Resistance to methicillin","Z14.02","Resistance to beta-lactamase resistant [second generation] penicillins",14179,1,1
"U82.2","Extended spectrum betalactamase (ESBL) resistance","U93","Extended spectrum beta-lactamase [ESBL] producing organism",14180,1,1
"U82.8","Resistance to other betalactam antibiotics","Z14.8","Resistance to other beta-lactam antibiotics",14181,1,10
"U82.8","Resistance to other betalactam antibiotics","Z14.21","Resistance to first generation cephalosporins",14182,2,10
"U82.8","Resistance to other betalactam antibiotics","Z14.22","Resistance to second generation cephalosporins",14183,3,10
"U82.8","Resistance to other betalactam antibiotics","Z14.23","Resistance to third generation cephalosporins",14184,4,10
"U82.8","Resistance to other betalactam antibiotics","Z14.24","Resistance to fourth generation cephalosporins",14185,5,10
"U82.8","Resistance to other betalactam antibiotics","Z14.25","Resistance to fifth generation cephalosporins",14186,6,10
"U82.8","Resistance to other betalactam antibiotics","Z14.31","Resistance to carbapenems",14187,7,10
"U82.8","Resistance to other betalactam antibiotics","Z14.32","Resistance to penems",14188,8,10
"U82.8","Resistance to other betalactam antibiotics","Z14.33","Resistance to monobactams",14189,9,10
"U82.8","Resistance to other betalactam antibiotics","Z14.4","Resistance to penicillin-based antibiotic with beta-lactamase inhibitor",14190,10,10
"U82.9","Resistance to betalactam antibiotics, unspecified","Z14.9","Resistance to beta-lactam antibiotic, unspecified",14191,1,1
"U83.0","Resistance to vancomycin","Z15.41","Resistance to vancomycin",14192,1,1
"U83.1","Resistance to other vancomycin related antibiotics","Z15.49","Resistance to other specified glycopeptides",14193,1,1
"U83.2","Resistance to quinolones","Z15.30","Resistance to quinolones, unspecified",14194,1,3
"U83.2","Resistance to quinolones","Z15.31","Resistance to fluoroquinolones",14195,2,3
"U83.2","Resistance to quinolones","Z15.39","Resistance to other specified quinolones",14196,3,3
"U83.7","Resistance to multiple antibiotics","Z15.7","Resistance to multiple antibiotics",14197,1,1
"U83.8","Resistance to other single specified antibiotic","Z15.0","Resistance to sulphonamides and trimethoprim",14198,1,8
"U83.8","Resistance to other single specified antibiotic","Z15.1","Resistance to macrolides, lincosamides and streptogramins",14199,2,8
"U83.8","Resistance to other single specified antibiotic","Z15.2","Resistance to aminoglycosides",14200,3,8
"U83.8","Resistance to other single specified antibiotic","Z15.81","Resistance to polymyxins",14201,4,8
"U83.8","Resistance to other single specified antibiotic","Z15.82","Resistance to tetracyclines",14202,5,8
"U83.8","Resistance to other single specified antibiotic","Z15.83","Resistance to imidazole derivatives",14203,6,8
"U83.8","Resistance to other single specified antibiotic","Z15.84","Resistance to oxazolidinones",14204,7,8
"U83.8","Resistance to other single specified antibiotic","Z15.89","Resistance to other specified antibiotics",14205,8,8
"U83.9","Resistance to unspecified antibiotic","Z15.9","Resistance to antibiotic, unspecified",14206,1,1
"U84.0","Resistance to antiparasitic drug(s)","Z16.30","Resistance to antiparasitic drugs, unspecified",14207,1,4
"U84.0","Resistance to antiparasitic drug(s)","Z16.31","Resistance to anthelmintic drugs",14208,2,4
"U84.0","Resistance to antiparasitic drug(s)","Z16.32","Resistance to antimalarial drugs",14209,3,4
"U84.0","Resistance to antiparasitic drug(s)","Z16.39","Resistance to other specified antiparasitic drugs",14210,4,4
"U84.1","Resistance to antifungal drug(s)","Z16.0","Resistance to antimycotics",14211,1,1
"U84.2","Resistance to antiviral drug(s)","Z16.2","Resistance to antivirals",14212,1,1
"U84.3","Resistance to tuberculostatic drug(s)","Z16.1","Resistance to antimycobacterials",14213,1,1
"U84.7","Resistance to multiple antimicrobial drugs","Z16.7","Resistance to multiple antimicrobials",14214,1,1
"U84.8","Resistance to other specified antimicrobial drug","Z16.8","Resistance to other specified antimicrobials",14215,1,1
"U84.9","Resistance to unspecified antimicrobial drugs","Z16.9","Resistance to antimicrobial, unspecified",14216,1,1
"U85","Resistance to antineoplastic drugs","Z07","Resistance to antineoplastic drugs",14217,1,1
"V01.0","Pedestrian injured in collision with pedal cycle : nontraffic accident","V01.0","Pedestrian injured in collision with pedal cycle, nontraffic accident",14218,1,1
"V01.1","Pedestrian injured in collision with pedal cycle : traffic accident","V01.1","Pedestrian injured in collision with pedal cycle, traffic accident",14219,1,1
"V01.9","Pedestrian injured in collision with pedal cycle : unspecified whether traffic or nontraffic accident","V01.9","Pedestrian injured in collision with pedal cycle, unspecified whether traffic or nontraffic accident",14220,1,1
"V02.0","Pedestrian injured in collision with two- or three-wheeled motor vehicle : nontraffic accident","V02.0","Pedestrian injured in collision with two- or three-wheeled motor vehicle, nontraffic accident",14221,1,1
"V02.1","Pedestrian injured in collision with two- or three-wheeled motor vehicle : traffic accident","V02.1","Pedestrian injured in collision with two- or three-wheeled motor vehicle, traffic accident",14222,1,1
"V02.9","Pedestrian injured in collision with two- or three-wheeled motor vehicle : unspecified whether traffic or nontraffic accident","V02.9","Pedestrian injured in collision with two- or three-wheeled motor vehicle, unspecified whether traffic or nontraffic accident",14223,1,1
"V03.0","Pedestrian injured in collision with car, pick-up truck or van : nontraffic accident","V03.0","Pedestrian injured in collision with car, pick-up truck or van, nontraffic accident",14224,1,1
"V03.1","Pedestrian injured in collision with car, pick-up truck or van : traffic accident","V03.1","Pedestrian injured in collision with car, pick-up truck or van, traffic accident",14225,1,1
"V03.9","Pedestrian injured in collision with car, pick-up truck or van : unspecified whether traffic or nontraffic accident","V03.9","Pedestrian injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident",14226,1,1
"V04.0","Pedestrian injured in collision with heavy transport vehicle or bus : nontraffic accident","V04.0","Pedestrian injured in collision with heavy transport vehicle or bus, nontraffic accident",14227,1,1
"V04.1","Pedestrian injured in collision with heavy transport vehicle or bus : traffic accident","V04.1","Pedestrian injured in collision with heavy transport vehicle or bus, traffic accident",14228,1,1
"V04.9","Pedestrian injured in collision with heavy transport vehicle or bus : unspecified whether traffic or nontraffic accident","V04.9","Pedestrian injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident",14229,1,1
"V05.0","Pedestrian injured in collision with railway train or railway vehicle : nontraffic accident","V05.0","Pedestrian injured in collision with railway train or railway vehicle, nontraffic accident",14230,1,1
"V05.1","Pedestrian injured in collision with railway train or railway vehicle : traffic accident","V05.1","Pedestrian injured in collision with railway train or railway vehicle, traffic accident",14231,1,1
"V05.9","Pedestrian injured in collision with railway train or railway vehicle : unspecified whether traffic or nontraffic accident","V05.9","Pedestrian injured in collision with railway train or railway vehicle, unspecified whether traffic or nontraffic accident",14232,1,1
"V06.0","Pedestrian injured in collision with other nonmotor vehicle : nontraffic accident","V06.0","Pedestrian injured in collision with other nonmotor vehicle, nontraffic accident",14233,1,1
"V06.1","Pedestrian injured in collision with other nonmotor vehicle : traffic accident","V06.1","Pedestrian injured in collision with other nonmotor vehicle, traffic accident",14234,1,1
"V06.9","Pedestrian injured in collision with other nonmotor vehicle : unspecified whether traffic or nontraffic accident","V06.9","Pedestrian injured in collision with other nonmotor vehicle, unspecified whether traffic or nontraffic accident",14235,1,1
"V09.0","Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles","V09.0","Pedestrian injured in nontraffic accident involving other and unspecified motor vehicles",14236,1,1
"V09.1","Pedestrian injured in unspecified nontraffic accident","V09.1","Pedestrian injured in unspecified nontraffic accident",14237,1,1
"V09.2","Pedestrian injured in traffic accident involving other and unspecified motor vehicles","V09.2","Pedestrian injured in traffic accident involving other and unspecified motor vehicles",14238,1,1
"V09.3","Pedestrian injured in unspecified traffic accident","V09.3","Pedestrian injured in unspecified traffic accident",14239,1,1
"V09.9","Pedestrian injured in unspecified transport accident","V09.9","Pedestrian injured in unspecified transport accident",14240,1,1
"V10.0","Pedal cyclist injured in collision with pedestrian or animal : driver injured in nontraffic accident","V10.0","Pedal cyclist injured in collision with pedestrian or animal, driver, nontraffic accident",14241,1,1
"V10.1","Pedal cyclist injured in collision with pedestrian or animal : passenger injured in nontraffic accident","V10.1","Pedal cyclist injured in collision with pedestrian or animal, passenger, nontraffic accident",14242,1,1
"V10.2","Pedal cyclist injured in collision with pedestrian or animal : unspecified pedal cyclist injured in nontraffic accident","V10.2","Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, nontraffic accident",14243,1,1
"V10.3","Pedal cyclist injured in collision with pedestrian or animal : person injured while boarding or alighting","V10.3","Pedal cyclist injured in collision with pedestrian or animal, while boarding or alighting",14244,1,1
"V10.4","Pedal cyclist injured in collision with pedestrian or animal : driver injured in traffic accident","V10.4","Pedal cyclist injured in collision with pedestrian or animal, driver, traffic accident",14245,1,1
"V10.5","Pedal cyclist injured in collision with pedestrian or animal : passenger injured in traffic accident","V10.5","Pedal cyclist injured in collision with pedestrian or animal, passenger, traffic accident",14246,1,1
"V10.9","Pedal cyclist injured in collision with pedestrian or animal : unspecified pedal cyclist injured in traffic accident","V10.9","Pedal cyclist injured in collision with pedestrian or animal, unspecified pedal cyclist, traffic accident",14247,1,1
"V11.0","Pedal cyclist injured in collision with other pedal cycle : driver injured in nontraffic accident","V11.0","Pedal cyclist injured in collision with other pedal cycle, driver, nontraffic accident",14248,1,1
"V11.1","Pedal cyclist injured in collision with other pedal cycle : passenger injured in nontraffic accident","V11.1","Pedal cyclist injured in collision with other pedal cycle, passenger, nontraffic accident",14249,1,1
"V11.2","Pedal cyclist injured in collision with other pedal cycle : unspecified pedal cyclist injured in nontraffic accident","V11.2","Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist, nontraffic accident",14250,1,1
"V11.3","Pedal cyclist injured in collision with other pedal cycle : person injured while boarding or alighting","V11.3","Pedal cyclist injured in collision with other pedal cycle, while boarding or alighting",14251,1,1
"V11.4","Pedal cyclist injured in collision with other pedal cycle : driver injured in traffic accident","V11.4","Pedal cyclist injured in collision with other pedal cycle, driver, traffic accident",14252,1,1
"V11.5","Pedal cyclist injured in collision with other pedal cycle : passenger injured in traffic accident","V11.5","Pedal cyclist injured in collision with other pedal cycle, passenger, traffic accident",14253,1,1
"V11.9","Pedal cyclist injured in collision with other pedal cycle : unspecified pedal cyclist injured in traffic accident","V11.9","Pedal cyclist injured in collision with other pedal cycle, unspecified pedal cyclist, traffic accident",14254,1,1
"V12.0","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident","V12.0","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",14255,1,1
"V12.1","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident","V12.1","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",14256,1,1
"V12.2","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in nontraffic accident","V12.2","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, unspecified pedal cyclist, nontraffic accident",14257,1,1
"V12.3","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting","V12.3","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",14258,1,1
"V12.4","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident","V12.4","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",14259,1,1
"V12.5","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident","V12.5","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",14260,1,1
"V12.9","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in traffic accident","V12.9","Pedal cyclist injured in collision with two- or three-wheeled motor vehicle, unspecified pedal cyclist, traffic accident",14261,1,1
"V13.0","Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in nontraffic accident","V13.0","Pedal cyclist injured in collision with car, pick-up truck or van, driver, nontraffic accident",14262,1,1
"V13.1","Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident","V13.1","Pedal cyclist injured in collision with car, pick-up truck or van, passenger, nontraffic accident",14263,1,1
"V13.2","Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in nontraffic accident","V13.2","Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist, nontraffic accident",14264,1,1
"V13.3","Pedal cyclist injured in collision with car, pick-up truck or van : person injured while boarding or alighting","V13.3","Pedal cyclist injured in collision with car, pick-up truck or van, while boarding or alighting",14265,1,1
"V13.4","Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in traffic accident","V13.4","Pedal cyclist injured in collision with car, pick-up truck or van, driver, traffic accident",14266,1,1
"V13.5","Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in traffic accident","V13.5","Pedal cyclist injured in collision with car, pick-up truck or van, passenger, traffic accident",14267,1,1
"V13.9","Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in traffic accident","V13.9","Pedal cyclist injured in collision with car, pick-up truck or van, unspecified pedal cyclist, traffic accident",14268,1,1
"V14.0","Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident","V14.0","Pedal cyclist injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",14269,1,1
