"","icd10am_code","icd10am_name","epcc_code","epcc_name","chapter_groups","block","block_desc","chapter_range","chapter_desc","epcc_code_source","in_drt"
"13736","V22.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13737","V22.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13738","V22.08","Driver of other specified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13739","V22.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13740","V22.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13741","V22.11","Passenger of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13742","V22.12","Passenger of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13743","V22.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13744","V22.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13745","V22.20","Unspecified rider of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13746","V22.21","Unspecified rider of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13747","V22.22","Unspecified rider of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13748","V22.28","Unspecified rider of other specified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13749","V22.29","Unspecified rider of unspecified motorcycle injured in nontraffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13750","V22.30","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, motor-scooter, moped or motorised bicycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13751","V22.31","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, motorcycle designed primarily for on-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13752","V22.32","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, motorcycle designed primarily for off-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13753","V22.38","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, other specified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13754","V22.39","Motorcycle rider injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting, unspecified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13755","V22.40","Driver of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13756","V22.41","Driver of motorcycle designed primarily for on-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13757","V22.42","Driver of motorcycle designed primarily for off-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13758","V22.48","Driver of other specified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13759","V22.49","Driver of unspecified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13760","V22.50","Passenger of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13761","V22.51","Passenger of motorcycle designed primarily for on-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13762","V22.52","Passenger of motorcycle designed primarily for off-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13763","V22.58","Passenger of other specified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13764","V22.59","Passenger of unspecified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13765","V22.90","Unspecified rider of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13766","V22.91","Unspecified rider of motorcycle designed primarily for on-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13767","V22.92","Unspecified rider of motorcycle designed primarily for off-road use injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13768","V22.98","Unspecified rider of other specified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13769","V22.99","Unspecified rider of unspecified motorcycle injured in traffic accident, collision with two- or three-wheeled motor vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13770","V23.00","Driver of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13771","V23.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13772","V23.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13773","V23.08","Driver of other specified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13774","V23.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13775","V23.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13776","V23.11","Passenger of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13777","V23.12","Passenger of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13778","V23.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13779","V23.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13780","V23.20","Unspecified rider of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13781","V23.21","Unspecified rider of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13782","V23.22","Unspecified rider of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13783","V23.28","Unspecified rider of other specified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13784","V23.29","Unspecified rider of unspecified motorcycle injured in nontraffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13785","V23.30","Motorcycle rider injured in collision with car, pick-up truck or van, while boarding or alighting, motor-scooter, moped or motorised bicycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13786","V23.31","Motorcycle rider injured in collision with car, pick-up truck or van, while boarding or alighting, motorcycle designed primarily for on-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13787","V23.32","Motorcycle rider injured in collision with car, pick-up truck or van, while boarding or alighting, motorcycle designed primarily for off-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13788","V23.38","Motorcycle rider injured in collision with car, pick-up truck or van, while boarding or alighting, other specified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13789","V23.39","Motorcycle rider injured in collision with car, pick-up truck or van, while boarding or alighting, unspecified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13790","V23.40","Driver of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13791","V23.41","Driver of motorcycle designed primarily for on-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13792","V23.42","Driver of motorcycle designed primarily for off-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13793","V23.48","Driver of other specified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13794","V23.49","Driver of unspecified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13795","V23.50","Passenger of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13796","V23.51","Passenger of motorcycle designed primarily for on-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13797","V23.52","Passenger of motorcycle designed primarily for off-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13798","V23.58","Passenger of other specified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13799","V23.59","Passenger of unspecified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13800","V23.90","Unspecified rider of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13801","V23.91","Unspecified rider of motorcycle designed primarily for on-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13802","V23.92","Unspecified rider of motorcycle designed primarily for off-road use injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13803","V23.98","Unspecified rider of other specified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13804","V23.99","Unspecified rider of unspecified motorcycle injured in traffic accident, collision with car, pick-up truck or van",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13805","V24.00","Driver of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13806","V24.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13807","V24.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13808","V24.08","Driver of other specified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13809","V24.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13810","V24.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13811","V24.11","Passenger of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13812","V24.12","Passenger of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13813","V24.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13814","V24.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13815","V24.20","Unspecified rider of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13816","V24.21","Unspecified rider of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13817","V24.22","Unspecified rider of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13818","V24.28","Unspecified rider of other specified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13819","V24.29","Unspecified rider of unspecified motorcycle injured in nontraffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13820","V24.30","Motorcycle rider injured in collision with heavy transport vehicle or bus, while boarding or alighting, motor-scooter, moped or motorised bicycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13821","V24.31","Motorcycle rider injured in collision with heavy transport vehicle or bus, while boarding or alighting, motorcycle designed primarily for on-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13822","V24.32","Motorcycle rider injured in collision with heavy transport vehicle or bus, while boarding or alighting, motorcycle designed primarily for off-road use",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13823","V24.38","Motorcycle rider injured in collision with heavy transport vehicle or bus, while boarding or alighting, other specified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13824","V24.39","Motorcycle rider injured in collision with heavy transport vehicle or bus, while boarding or alighting, unspecified motorcycle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13825","V24.40","Driver of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13826","V24.41","Driver of motorcycle designed primarily for on-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13827","V24.42","Driver of motorcycle designed primarily for off-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13828","V24.48","Driver of other specified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13829","V24.49","Driver of unspecified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13830","V24.50","Passenger of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13831","V24.51","Passenger of motorcycle designed primarily for on-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13832","V24.52","Passenger of motorcycle designed primarily for off-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13833","V24.58","Passenger of other specified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13834","V24.59","Passenger of unspecified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13835","V24.90","Unspecified rider of motor-scooter, moped or motorised bicycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13836","V24.91","Unspecified rider of motorcycle designed primarily for on-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13837","V24.92","Unspecified rider of motorcycle designed primarily for off-road use injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13838","V24.98","Unspecified rider of other specified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13839","V24.99","Unspecified rider of unspecified motorcycle injured in traffic accident, collision with heavy transport vehicle or bus",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13840","V25.00","Driver of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13841","V25.01","Driver of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13842","V25.02","Driver of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13843","V25.08","Driver of other specified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13844","V25.09","Driver of unspecified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13845","V25.10","Passenger of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13846","V25.11","Passenger of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13847","V25.12","Passenger of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13848","V25.18","Passenger of other specified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13849","V25.19","Passenger of unspecified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13850","V25.20","Unspecified rider of motor-scooter, moped or motorised bicycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13851","V25.21","Unspecified rider of motorcycle designed primarily for on-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13852","V25.22","Unspecified rider of motorcycle designed primarily for off-road use injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13853","V25.28","Unspecified rider of other specified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
"13854","V25.29","Unspecified rider of unspecified motorcycle injured in nontraffic accident, collision with railway train or railway vehicle",,,"other","V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)",,FALSE
