"icd10am_code","icd10am_name","epcc_code","epcc_name","epcc_code_source","chapter_groups","epcc_code_multiple","epcc_code_all","epcc_code_first","epcc_code_ks1","epcc_code_ks2","block","block_desc","chapter_range","chapter_desc"
"V67.5","Occupant of heavy transport vehicle injured in collision with fixed or stationary object, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V67.6","Occupant of heavy transport vehicle injured in collision with fixed or stationary object, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V67.7","Occupant of heavy transport vehicle injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V67.9","Occupant of heavy transport vehicle injured in collision with fixed or stationary object, unspecified occupant of heavy transport vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.0","Occupant of heavy transport vehicle injured in noncollision transport accident, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.1","Occupant of heavy transport vehicle injured in noncollision transport accident, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.2","Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.3","Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.4","Occupant of heavy transport vehicle injured in noncollision transport accident, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.5","Occupant of heavy transport vehicle injured in noncollision transport accident, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.6","Occupant of heavy transport vehicle injured in noncollision transport accident, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.7","Occupant of heavy transport vehicle injured in noncollision transport accident, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V68.9","Occupant of heavy transport vehicle injured in noncollision transport accident, unspecified occupant of heavy transport vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.0","Driver of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.1","Passenger of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.2","Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.3","Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.4","Driver of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.5","Passenger of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.6","Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.8","Occupant [any] of heavy transport vehicle injured in other specified transport accidents",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V69.9","Occupant [any] of heavy transport vehicle injured in unspecified traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.0","Bus occupant injured in collision with pedestrian or animal, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.1","Bus occupant injured in collision with pedestrian or animal, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.2","Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.3","Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.4","Bus occupant injured in collision with pedestrian or animal, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.5","Bus occupant injured in collision with pedestrian or animal, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.6","Bus occupant injured in collision with pedestrian or animal, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.7","Bus occupant injured in collision with pedestrian or animal, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V70.9","Bus occupant injured in collision with pedestrian or animal, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.0","Bus occupant injured in collision with pedal cycle, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.1","Bus occupant injured in collision with pedal cycle, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.2","Bus occupant injured in collision with pedal cycle, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.3","Bus occupant injured in collision with pedal cycle, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.4","Bus occupant injured in collision with pedal cycle, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.5","Bus occupant injured in collision with pedal cycle, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.6","Bus occupant injured in collision with pedal cycle, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.7","Bus occupant injured in collision with pedal cycle, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V71.9","Bus occupant injured in collision with pedal cycle, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.0","Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.1","Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.2","Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.3","Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.4","Bus occupant injured in collision with two- or three-wheeled motor vehicle, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.5","Bus occupant injured in collision with two- or three-wheeled motor vehicle, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.6","Bus occupant injured in collision with two- or three-wheeled motor vehicle, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.7","Bus occupant injured in collision with two- or three-wheeled motor vehicle, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V72.9","Bus occupant injured in collision with two- or three-wheeled motor vehicle, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.0","Bus occupant injured in collision with car, pick-up truck or van, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.1","Bus occupant injured in collision with car, pick-up truck or van, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.2","Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.3","Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.4","Bus occupant injured in collision with car, pick-up truck or van, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.5","Bus occupant injured in collision with car, pick-up truck or van, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.6","Bus occupant injured in collision with car, pick-up truck or van, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.7","Bus occupant injured in collision with car, pick-up truck or van, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V73.9","Bus occupant injured in collision with car, pick-up truck or van, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.0","Bus occupant injured in collision with heavy transport vehicle or bus, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.1","Bus occupant injured in collision with heavy transport vehicle or bus, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.2","Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.3","Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.4","Bus occupant injured in collision with heavy transport vehicle or bus, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.5","Bus occupant injured in collision with heavy transport vehicle or bus, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.6","Bus occupant injured in collision with heavy transport vehicle or bus, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.7","Bus occupant injured in collision with heavy transport vehicle or bus, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V74.9","Bus occupant injured in collision with heavy transport vehicle or bus, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.0","Bus occupant injured in collision with railway train or railway vehicle, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.1","Bus occupant injured in collision with railway train or railway vehicle, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.2","Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.3","Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.4","Bus occupant injured in collision with railway train or railway vehicle, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.5","Bus occupant injured in collision with railway train or railway vehicle, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.6","Bus occupant injured in collision with railway train or railway vehicle, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.7","Bus occupant injured in collision with railway train or railway vehicle, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V75.9","Bus occupant injured in collision with railway train or railway vehicle, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.0","Bus occupant injured in collision with other nonmotor vehicle, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.1","Bus occupant injured in collision with other nonmotor vehicle, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.2","Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.3","Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.4","Bus occupant injured in collision with other nonmotor vehicle, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.5","Bus occupant injured in collision with other nonmotor vehicle, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.6","Bus occupant injured in collision with other nonmotor vehicle, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.7","Bus occupant injured in collision with other nonmotor vehicle, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V76.9","Bus occupant injured in collision with other nonmotor vehicle, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.0","Bus occupant injured in collision with fixed or stationary object, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.1","Bus occupant injured in collision with fixed or stationary object, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.2","Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.3","Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.4","Bus occupant injured in collision with fixed or stationary object, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.5","Bus occupant injured in collision with fixed or stationary object, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.6","Bus occupant injured in collision with fixed or stationary object, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.7","Bus occupant injured in collision with fixed or stationary object, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V77.9","Bus occupant injured in collision with fixed or stationary object, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.0","Bus occupant injured in noncollision transport accident, driver, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.1","Bus occupant injured in noncollision transport accident, passenger, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.2","Bus occupant injured in noncollision transport accident, person on outside of vehicle, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.3","Bus occupant injured in noncollision transport accident, unspecified bus occupant, nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.4","Bus occupant injured in noncollision transport accident, while boarding or alighting",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.5","Bus occupant injured in noncollision transport accident, driver, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.6","Bus occupant injured in noncollision transport accident, passenger, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.7","Bus occupant injured in noncollision transport accident, person on outside of vehicle, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V78.9","Bus occupant injured in noncollision transport accident, unspecified bus occupant, traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.0","Driver of bus injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.1","Passenger of bus injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.2","Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.3","Bus occupant [any] injured in unspecified nontraffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.4","Driver of bus injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.5","Passenger of bus injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.6","Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.8","Bus occupant [any] injured in other specified transport accidents",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V79.9","Bus occupant [any] injured in unspecified traffic accident",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.00","Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.01","Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.09","Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.10","Rider or occupant injured in collision with pedestrian or animal, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.11","Rider or occupant injured in collision with pedestrian or animal, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.19","Rider or occupant injured in collision with pedestrian or animal, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.20","Rider or occupant injured in collision with pedal cycle, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.21","Rider or occupant injured in collision with pedal cycle, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.29","Rider or occupant injured in collision with pedal cycle, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.30","Rider or occupant injured in collision with two- or three-wheeled motor vehicle, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.31","Rider or occupant injured in collision with two- or three-wheeled motor vehicle, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.39","Rider or occupant injured in collision with two- or three-wheeled motor vehicle, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.40","Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.41","Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.49","Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.50","Rider or occupant injured in collision with other specified motor vehicle, rider of horse",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.51","Rider or occupant injured in collision with other specified motor vehicle, rider of other animal",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
"V80.59","Rider or occupant injured in collision with other specified motor vehicle, occupant of animal-drawn vehicle",,,,"other",,,,,,"V00-X59","Accidents","U50-U73, V00-Y98","External causes of morbidity and mortality (U50-U73, V00-Y98)"
