"","epcc_name","epcc_code","icd_9","icd_9_additional","icd_10","icd_10_additional","sts_name","section_name","section_seq","icd10_seq","icd10_seq_max"
"1010","Oesophageal procedure,","12.80.01",NA,NA,NA,NA,"Thoracic and-or mediastinal procedure, Other","Thorax, lung and gastrointestinal procedures","28",390,531
"1011","Diaphragm procedure,","12.32.29",NA,NA,NA,NA,"Diaphragm procedure, Other","Thorax, lung and gastrointestinal procedures","29",391,531
"1012","Intestinal procedure,","12.80.10",NA,NA,NA,NA,"Miscellaneous procedure, Other","Thorax, lung and gastrointestinal procedures","30",392,531
"1013","Percutaneous feeding gastrostomy tube placement (PEG),","12.80.37",NA,NA,NA,NA,"Miscellaneous procedure, Other","Thorax, lung and gastrointestinal procedures","31",393,531
"1014","Laparotomy,","12.80.38",NA,NA,NA,NA,"Miscellaneous procedure, Other","Thorax, lung and gastrointestinal procedures","32",394,531
"1015","Non-cardiothoracic-vascular procedure,","12.33.52",NA,NA,NA,NA,"Miscellaneous procedure, Other","Thorax, lung and gastrointestinal procedures","33",395,531
"1016","Non-cardiothoracic-vascular procedure on cardiac patient under cardiac anaesthesia,","12.33.53",NA,NA,NA,NA,"Non-cardiovascular, Non-thoracic procedure on cardiac patient with cardiac","Thorax, lung and gastrointestinal procedures","34",396,531
"1017","Hybrid approach (combined surgical & transluminal),","12.41.30",NA,NA,NA,NA,"Cardiac procedure, Other","Hybrid procedures: operative & transcatheter approaches","2",397,531
"1018","Transapical aortic valve implantation (hybrid approach),","12.13.84",NA,NA,NA,NA,"Stent placement","Hybrid procedures: operative & transcatheter approaches","3",398,531
"1019","Intraoperative ventricular septal defect (VSD) closure with transluminal device (hybrid approach),","12.08.28",NA,NA,NA,NA,"VSD repair, Device","Hybrid procedures: operative & transcatheter approaches","4",399,531
"1020","Hypoplastic left heart syndrome hybrid approach (transcatheter & surgery),","12.20.21",NA,NA,NA,NA,"Cardiac procedure, Other","Hybrid procedures: operative & transcatheter approaches","5",400,531
"1021","Hypoplastic left heart syndrome hybrid approach (transcatheter & surgery): stage 1,","12.20.20",NA,NA,NA,NA,"Hybrid Approach ""Stage 1""","Hybrid procedures: operative & transcatheter approaches","6",401,531
"1022","Application of bilateral pulmonary arterial bands & transcatheter placement of stent in arterial duct,","12.10.04",NA,NA,NA,NA,"Cardiac procedure, Other","Hybrid procedures: operative & transcatheter approaches","7",402,531
"1023","Hypoplastic left heart syndrome hybrid approach (transcatheter & surgery) 'stage 2': aortopulmonary amalgamation + superior cavopulmonary anastomosis(es) + debanding of pulmonary arteries + arch repair,","12.20.23",NA,NA,NA,NA,"Cavopulmonary anastomosis(es) + PA Debanding + Aortic arch repair (Norwood [Stage 1] + Superior Cavopulmonary anastomosis(es) + PA Debanding)","Hybrid procedures: operative & transcatheter approaches","2",403,531
"1024","Hypoplastic left heart syndrome hybrid approach (transcatheter & surgery) 'stage 2': aortopulmonary amalgamation + superior cavopulmonary anastomosis(es) + debanding of pulmonary arteries,","12.20.22",NA,NA,NA,NA,"Hybrid approach ""Stage 2"", Aortopulmonary amalgamation + Superior Cavopulmonary anastomosis(es) + PA Debanding + Without aortic arch repair","Hybrid procedures: operative & transcatheter approaches","4",404,531
"1025","Cardiovascular catheter procedure,","12.45.00",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","2",405,531
"1026","Therapeutic cardiovascular catheter procedure,","12.45.28",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","3",406,531
"1027","Diagnostic cardiovascular catheterisation procedure,","13.05.01",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Diagnostic","Transcatheter procedures","4",407,531
"1028","Diagnostic cardiovascular catheterisation procedure: angiographic data obtained,","13.05.05",NA,NA,NA,NA,"obtained","Transcatheter procedures","5",408,531
"1029","Diagnostic cardiovascular catheterisation procedure with haemodynamic alteration (challenge),","13.05.07",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Diagnostic, Hemodynamic alteration","Transcatheter procedures","6",409,531
"1030","Diagnostic cardiovascular catheterisation procedure: haemodynamic data obtained,","13.05.06",NA,NA,NA,NA,"obtained","Transcatheter procedures","7",410,531
"1031","Transluminal diagnostic test occlusion,","12.45.07",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Diagnostic, Transluminal test occlusion","Transcatheter procedures","8",411,531
"1032","Transluminal procedure using adjunctive therapy,","12.45.59",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Adjunctive therapy","Transcatheter procedures","9",412,531
"1033","Electrophysiological study (EPS),","13.05.12",NA,NA,NA,NA,"Cardiovascular electrophysiological catheterization procedure","Transcatheter procedures","10",413,531
"1034","Electrophysiological study (EPS) with three dimensional mapping,","13.05.17",NA,NA,NA,NA,"Cardiovascular electrophysiological catheterization procedure","Transcatheter procedures","11",414,531
"1035","Diagnostic cardiovascular catheterisation procedure with electrophysiological alteration (challenge),","13.05.08",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Diagnostic, Electrophysiology alteration","Transcatheter procedures","12",415,531
"1036","Catheterisation study for pulmonary hypertension evaluation,","13.05.13",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Diagnostic","Transcatheter procedures","13",416,531
"1037","Transcatheter procedure undertaken with x-ray guidance,","13.05.14",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","14",417,531
"1038","Transcatheter procedure undertaken with magnetic resonance imaging guidance,","13.05.15",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","15",418,531
"1039","Transcatheter procedure undertaken with x-ray & magnetic resonance imaging guidance,","13.05.16",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","16",419,531
"1040","Transcatheter intervention with intracardiac echo guidance (ICE),","13.01.23",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","17",420,531
"1041","Catheterisation transeptal approach with transeptal puncture,","12.45.01",NA,NA,NA,NA,"Cardiovascular catheterization procedure","Transcatheter procedures","18",421,531
"1042","Transluminal retrieval of device or foreign body,","12.45.04",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","19",422,531
"1043","Repeat cardiovascular catheter procedure for residual or recurrent lesion,","12.45.06",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","20",423,531
"1044","Balloon dilation of pulmonary vein or pathway,","12.00.24",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","21",424,531
"1045","Balloon dilation of pulmonary vein,","12.00.21",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","22",425,531
"1046","Balloon dilation of pulmonary vein using cutting balloon,","12.00.23",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","23",426,531
"1047","Stent placement in pulmonary vein or pathway,","12.00.25",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","24",427,531
"1048","Stent placement in pulmonary vein,","12.00.22",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","25",428,531
"1049","Balloon dilation of systemic vein or pathway,","12.00.43",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","26",429,531
"1050","Stent placement in systemic vein or pathway,","12.00.44",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","27",430,531
"1051","Stent placement in superior caval vein (SVC),","12.00.36",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","28",431,531
"1052","Balloon atrial septostomy by pull back (Rashkind),","12.01.41",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Septostomy","Transcatheter procedures","29",432,531
"1053","Blade atrial septostomy,","12.01.44",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Septostomy","Transcatheter procedures","30",433,531
"1054","Transluminal fenestration of atrial septum-tunnel,","12.01.47",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","31",434,531
"1055","Transluminal interatrial communication creation,","12.30.74",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","32",435,531
"1056","Interatrial communication closure with transluminal device,","12.01.98",NA,NA,NA,NA,"ASD repair, Device","Transcatheter procedures","33",436,531
"1057","Atrial septal defect (ASD) secundum closure with transluminal device,","12.01.06",NA,NA,NA,NA,"ASD repair, Device","Transcatheter procedures","34",437,531
"1058","Patent foramen ovale (PFO) closure with transluminal device,","12.01.07",NA,NA,NA,NA,"ASD repair, Device","Transcatheter procedures","35",438,531
"1059","Right atrial septum-tunnel fenestration closure with transluminal device,","12.30.21",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","36",439,531
"1060","Transluminal left atrial appendage occlusion with device,","12.38.25",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","37",440,531
"1061","Balloon dilation of mitral valve,","12.03.10",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon valvotomy","Transcatheter procedures","38",441,531
"1062","Transluminal prosthetic valve leak closure using device,","12.45.19",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","39",442,531
"1063","Transluminal mitral valve repair,","12.03.97",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","40",443,531
"1064","Transluminal right ventricular biopsy,","12.06.25",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","41",444,531
"1065","Balloon dilation of right ventricular outflow tract,","12.06.05",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","42",445,531
"1066","Stent placement in right ventricular outflow tract,","12.06.18",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","43",446,531
"1067","Balloon dilation of left ventricular outflow tract,","12.07.07",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","44",447,531
"1068","Ventricular septal defect (VSD) closure with transluminal device,","12.08.07",NA,NA,NA,NA,"VSD repair, Device","Transcatheter procedures","45",448,531
"1069","Transluminal fenestration of ventricular septal defect (VSD) patch,","12.08.20",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","46",449,531
"1070","Transluminal interventricular communication creation,","12.08.65",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","47",450,531
"1071","Balloon dilation of pulmonary valve,","12.13.05",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon valvotomy","Transcatheter procedures","48",451,531
"1072","Pulmonary valvar transluminal perforation & dilation,","12.13.09",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","49",452,531
"1073","Balloon dilation of aortic valve,","12.16.05",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon valvotomy","Transcatheter procedures","50",453,531
"1074","Aortic valvar transluminal perforation & dilation,","12.16.25",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","51",454,531
"1075","Transluminal pulmonary valvar insertion with stent mounted valve,","12.13.51",NA,NA,NA,NA,"of valve","Transcatheter procedures","52",455,531
"1076","Transluminal aortic valvar insertion with stent mounted valve,","12.13.81",NA,NA,NA,NA,"of valve","Transcatheter procedures","53",456,531
"1077","Balloon dilation of pulmonary tree with cutting balloon,","12.15.53",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","54",457,531
"1078","Stent placement in pulmonary tree,","12.15.50",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","55",458,531
"1079","Balloon dilation of pulmonary trunk,","12.14.05",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","56",459,531
"1080","Balloon dilation of right pulmonary artery,","12.15.03",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","57",460,531
"1081","Balloon dilation of left pulmonary artery,","12.15.04",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","58",461,531
"1082","Stent placement in right pulmonary artery,","12.15.13",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","59",462,531
"1083","Stent placement in left pulmonary artery,","12.15.14",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","60",463,531
"1084","Pulmonary trunk flow restriction using transcatheter implanted device,","12.15.25",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","61",464,531
"1085","Transluminal embolectomy from pulmonary tree,","12.15.49",NA,NA,NA,NA,"Pulmonary embolectomy","Transcatheter procedures","62",465,531
"1086","Aortopulmonary window closure with transcatheter device,","12.12.08",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","63",466,531
"1087","Aortic coarctation transluminal obstruction relief,","12.18.27",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","64",467,531
"1088","Balloon dilation of native aortic coarctation-hypoplasia,","12.18.04",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","65",468,531
"1089","Balloon dilation of aortic recoarctation,","12.18.08",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","66",469,531
"1090","Stent placement at site of aortic coarctation,","12.18.17",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","67",470,531
"1091","Stent placement at site of native aortic coarctation-hypoplasia,","12.18.48",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","68",471,531
"1092","Stent placement at site of aortic recoarctation,","12.18.22",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","69",472,531
"1093","Thoracic aorta aneurysm transcatheter stent implantation,","12.18.70",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","70",473,531
"1094","Stent placement in arterial duct (PDA),","12.10.14",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","71",474,531
"1095","Arterial duct (PDA) closure with transluminal device,","12.24.04",NA,NA,NA,NA,"PDA closure, Device","Transcatheter procedures","72",475,531
"1096","Arterial duct (PDA) closure with transluminal coil,","12.24.21",NA,NA,NA,NA,"PDA closure, Device","Transcatheter procedures","73",476,531
"1097","Arterial duct (PDA) closure with transluminal Amplatzer plug,","12.24.22",NA,NA,NA,NA,"PDA closure, Device","Transcatheter procedures","74",477,531
"1098","Transluminal procedure to systemic-to-pulmonary collateral artery (MAPCA(s)),","12.25.19",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","75",478,531
"1099","Balloon dilation of systemic-to-pulmonary collateral artery(ies) (MAPCA(s)),","12.25.72",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","76",479,531
"1100","Stent placement in systemic-to-pulmonary collateral artery (MAPCA(s)),","12.25.62",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","77",480,531
"1101","Transluminal occlusion of systemic-to-pulmonary collateral artery(ies) (MAPCA(s)) with coil-device,","12.25.65",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","78",481,531
"1102","Arteriovenous fistula occlusion,","12.25.02",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Coil implantation","Transcatheter procedures","79",482,531
"1103","Venovenous collateral occlusion with device,","12.70.08",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","80",483,531
"1104","Completion of total cavopulmonary connection (TCPC) using transcatheter inferior to superior caval vein covered stent,","12.30.60",NA,NA,NA,NA,"completion","Transcatheter procedures","81",484,531
"1105","Balloon dilation of systemic-to-pulmonary arterial shunt,","12.31.19",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","82",485,531
"1106","Occlusion of systemic-to-pulmonary arterial shunt by transluminal device-embolus,","12.31.34",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","83",486,531
"1107","Balloon dilation of cardiac conduit,","12.36.14",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","84",487,531
"1108","Stent placement in cardiac conduit,","12.36.23",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","85",488,531
"1109","Pericardiocentesis: percutaneous transcatheter,","12.32.43",NA,NA,NA,NA,"Pericardial drainage procedure","Transcatheter procedures","86",489,531
"1110","Transluminal procedure for arrhythmia,","12.35.57",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","87",490,531
"1111","Transluminal ablation procedure for arrhythmia,","12.38.40",NA,NA,NA,NA,"ablation","Transcatheter procedures","88",491,531
"1112","Transluminal cryoablation procedure for arrhythmia,","12.35.46",NA,NA,NA,NA,"ablation","Transcatheter procedures","89",492,531
"1113","Transluminal radiofrequency ablation procedure for arrhythmia,","12.35.48",NA,NA,NA,NA,"ablation","Transcatheter procedures","90",493,531
"1114","Transluminal procedure for atrial arrhythmia,","12.35.82",NA,NA,NA,NA,"ablation","Transcatheter procedures","91",494,531
"1115","Transluminal procedure for ventricular arrhythmia,","12.35.83",NA,NA,NA,NA,"ablation","Transcatheter procedures","92",495,531
"1116","Transluminal ablation procedure with pulmonary vein exclusion,","12.35.84",NA,NA,NA,NA,"ablation","Transcatheter procedures","93",496,531
"1117","Automatic cardioverter & defibrillator (ICD) transluminal implantation,","12.42.33",NA,NA,NA,NA,"ICD (AICD) Implantation","Transcatheter procedures","94",497,531
"1118","Automatic cardioverter & defibrillator (ICD) transluminal removal,","12.42.35",NA,NA,NA,NA,"ICD (AICD) ([Automatic] implantable cardioverter defibrillator) procedure","Transcatheter procedures","95",498,531
"1119","Stent redilation,","12.45.10",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent re-dilation","Transcatheter procedures","96",499,531
"1120","Stent placement,","12.45.11",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Stent insertion","Transcatheter procedures","97",500,531
"1121","Balloon dilation,","12.45.12",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon dilation","Transcatheter procedures","98",501,531
"1122","Balloon dilation of valve,","12.45.21",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Balloon valvotomy","Transcatheter procedures","99",502,531
"1123","Transluminal device implantation,","12.45.13",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Device implantation","Transcatheter procedures","100",503,531
"1124","Transluminal therapeutic perforation to establish interchamber and/or intervessel communication,","12.45.58",NA,NA,NA,NA,"interchamber and/or intervessel communication)","Transcatheter procedures","101",504,531
"1125","Transluminal implantation of valve,","12.45.15",NA,NA,NA,NA,"of valve","Transcatheter procedures","102",505,531
"1126","Cardiovascular catherisation occlusion procedure with coil,","12.45.14",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic, Coil implantation","Transcatheter procedures","103",506,531
"1127","Transluminal procedure for catheterisation complication,","12.45.30",NA,NA,NA,NA,"Cardiovascular catheterization procedure, Therapeutic","Transcatheter procedures","104",507,531
"1128","No postprocedural complications,","15.90.03",NA,NA,NA,NA,"None","Procedure related complications","2",508,531
"1129","Procedure related complication,","15.90.14","998.9",NA,"T81.8",NA,"Other postoperative complication","Procedure related complications","3",3,8
"1130","Postprocedural complication,","15.90.01","998.9",NA,"T81.8",NA,"Other postoperative complication","Procedure related complications","4",4,8
"1131","Complication during period of anaesthetic care,","15.90.20","995.2",NA,"T88.5",NA,"Other postoperative complication","Procedure related complications","5",1,1
"1132","Medication related complication or error,","15.59.00","E858.9",NA,"Y63.9",NA,"Other postoperative complication","Procedure related complications","6",1,1
"1133","Complication related to echocardiographic procedure,","15.58.01","E879.8",NA,"Y84.8",NA,"Other postoperative complication","Procedure related complications","7",1,1
"1134","Vascular line (access) related complication,","15.88.00","E876.9",NA,"Y65.8",NA,"Other postoperative complication","Procedure related complications","8",1,1
"1135","Intraoperative death,","12.33.31",NA,NA,NA,NA,"Intraoperative death","Procedure related complications","9",509,531
"1136","Death within 30 days of procedure,","12.33.33",NA,NA,NA,NA,NA,"Procedure related complications","10",510,531
"1137","Death unrelated to cardiac procedure,","12.33.34",NA,NA,NA,NA,NA,"Procedure related complications","11",511,531
"1138","Death attributable to complications following premature birth,","15.90.85",NA,NA,NA,NA,NA,"Procedure related complications","12",512,531
"1139","Death attributable to complication(s) following congenital cardiac procedure,","15.90.86",NA,NA,NA,NA,NA,"Procedure related complications","13",513,531
"1140","Cardiac arrest during procedure,","15.00.01","997.1",NA,"T81.8",NA,"Arrhythmia","Procedure related complications","14",5,8
"1141","Cardiac arrest following procedure,","15.00.02","997.1",NA,"I97.8",NA,"Postoperative cardiac arrest","Procedure related complications","15",9,13
"1142","Postprocedural low cardiac output,","15.00.03","997.1",NA,"I97.1",NA,"Postoperative low cardiac output","Procedure related complications","16",1,2
"1143","Cardiopulmonary bypass complication,","15.77.00","996.1",NA,"T82.8",NA,"Other postoperative complication","Procedure related complications","17",6,9
"1144","Postprocedural requirement for mechanical circulatory support,","15.00.09","997.1",NA,"I97.8",NA,"Postoperative mechanical circulatory support (IABP, VAD, ECMO, or CPS)","Procedure related complications","18",10,13
"1145","Myocardial infarction following procedure,","15.00.05","997.1","410","I97.8","I21","Myocardial infarction","Procedure related complications","19",11,13
"1146","Postprocedural hypovolaemia,","15.00.30","998.0",NA,"T81.1",NA,"Other postoperative complication","Procedure related complications","20",1,2
"1147","Arrhythmia following procedure,","15.60.02","997.1",NA,"I97.8","I49.9","Postoperative arrhythmia","Procedure related complications","21",12,13
"1148","Postprocedural complete atrioventricular block,","11.06.17","997.1",NA,"I44.2",NA,"Arrhythmia, Heart block, Acquired","Procedure related complications","22",4,6
"1149","Procedure related complete atrioventricular block requiring temporary pacing,","11.06.32","997.1",NA,"I44.2","Y83.8","Postoperative complete AV block requiring temporary pacemaker","Procedure related complications","23",5,6
"1150","Procedure related complete atrioventricular block requiring permanent pacemaker system,","11.06.33","997.1",NA,"I44.2","Y83.8","Postoperative complete AV block requiring permanent pacemaker","Procedure related complications","24",6,6
"1151","Junctional ectopic tachycardia (His bundle): post-op,","11.04.12","997.1",NA,"I97.1",NA,"Postoperative arrhythmia","Procedure related complications","25",2,2
"1152","Postprocedural haemorrhage,","15.02.00","998.1",NA,"T81.0",NA,"Postoperative bleeding","Procedure related complications","26",1,3
"1153","Postprocedural haemorrhage requiring reoperation,","15.02.65","998.1",NA,"T81.0",NA,"Postoperative bleeding","Procedure related complications","27",2,3
"1154","Postprocedural coagulopathy,","15.02.03","286.9","E878.8","D68.9","Y83.8","Other postoperative complication","Procedure related complications","28",2,2
"1155","Postprocedural haemolysis,","15.02.07","283.1","E878.8","D59.8","Y83.8","Other postoperative complication","Procedure related complications","29",1,1
"1156","General systemic complication of cardiac procedure,","15.80.00","998.9",NA,"T81.8",NA,"Other postoperative complication","Procedure related complications","30",6,8
"1157","Multiple organ dysfunction syndrome (MODS),","15.80.16","998.9",NA,"T81.8",NA,"Other postoperative complication","Procedure related complications","31",7,8
"1158","Postprocedural metabolic derangement,","15.80.01","277.9","E878.8","E88.9","Y83.8","Other postoperative complication","Procedure related complications","32",1,1
"1159","Postprocedural acidosis,","15.80.15","276.2","E878.8","E87.2","Y83.8","Postoperative acidosis","Procedure related complications","33",1,1
"1160","Postprocedural septicaemia,","15.80.05","998.5",NA,"T81.4",NA,"Postoperative septicemia","Procedure related complications","34",1,5
"1161","Capillary leak syndrome,","15.80.06","998.8",NA,"T81.8",NA,"Other postoperative complication","Procedure related complications","35",8,8
"1162","Systemic inflammatory response syndrome (SIRS),","15.80.19","998.0",NA,"T81.1",NA,"Other postoperative complication","Procedure related complications","36",2,2
"1163","Respiratory complication after cardiac procedure,","15.80.20","997.3",NA,"J95.9",NA,"Other postoperative complication","Pulmonary and thoracic complications","2",1,1
"1164","Postprocedural requirement for mechanical respiratory support more than 7 days,","15.80.32","518.5",NA,"J95.3",NA,"days","Pulmonary and thoracic complications","3",1,2
"1165","Postprocedural requirement for reintubation,","15.80.33","518.5",NA,"J95.1",NA,"Postoperative respiratory insufficiency requiring reintubation","Pulmonary and thoracic complications","4",1,1
"1166","Postprocedural pulmonary infection,","15.80.21","997.3",NA,"J95.8","J22","Pneumonia","Pulmonary and thoracic complications","5",4,5
"1167","Postprocedural lung collapse (atelectasis),","15.80.31","518.0","E878.8","J98.1","Y83.8","Other postoperative complication","Pulmonary and thoracic complications","6",1,1
"1168","Residual pulmonary hypertension after relief of left to right shunt,","15.22.31","416.8","E878.8","I27.8","Y83.8","Other postoperative complication","Pulmonary and thoracic complications","7",8,9
"1169","Postprocedural pulmonary hypertensive crises,","15.80.22","416.8","E878.8","I27.8","Y83.8","Postoperative pulmonary hypertension crises (PA pressure > systemic pressure)","Pulmonary and thoracic complications","8",9,9
"1170","Postprocedural pleural effusion,","15.80.50","511.9","E878.8","J90","Y83.8","Pleural effusion","Pulmonary and thoracic complications","9",2,5
"1171","Postprocedural right pleural effusion,","15.80.51","511.9","E878.8","J90","Y83.8","Pleural effusion","Pulmonary and thoracic complications","10",3,5
"1172","Postprocedural left pleural effusion,","15.80.52","511.9","E878.8","J90","Y83.8","Pleural effusion","Pulmonary and thoracic complications","11",4,5
"1173","Pleural effusion requiring drainage,","15.80.61","511.9",NA,"J90",NA,"Pleural effusion requiring drainage","Pulmonary and thoracic complications","12",5,5
"1174","Postprocedural chylothorax,","15.80.55","457.8","E878.8","J94.0","Y83.8","Chylothorax","Pulmonary and thoracic complications","13",2,2
"1175","Postprocedural haemothorax,","15.80.56","998.1",NA,"T81.0",NA,"Pleural effusion","Pulmonary and thoracic complications","14",3,3
"1176","Postprocedural pneumothorax,","15.80.62","512","E878.8","J93.9","Y83.8","Pneumothorax","Pulmonary and thoracic complications","15",2,2
"1177","Postprocedural Acute Respiratory Distress Syndrome (ARDS),","15.80.29","518.5",NA,"J80",NA,"Other postoperative complication","Pulmonary and thoracic complications","16",1,1
"1178","Postprocedural requirement for tracheostomy,","15.80.86","997.3",NA,"J95.3",NA,"Other postoperative complication","Pulmonary and thoracic complications","17",2,2
"1179","Postprocedural complication involving tracheo-bronchial tree,","15.80.70","519.1","997.3","J98.0","Y83.8","Tracheal disease, Other","Pulmonary and thoracic complications","18",4,5
"1180","Postprocedural bronchial compression,","15.80.87","519.1","997.3","J98.0","J95.8","Other postoperative complication","Pulmonary and thoracic complications","19",5,5
"1181","Complication following respiratory tract stent implantation,","16.50.20","519.8",NA,"J95.8",NA,"Other postoperative complication","Pulmonary and thoracic complications","20",5,5
"1182","Intraprocedural phrenic nerve injury (paralysed diaphragm),","15.80.90","519.4",NA,"J98.6",NA,"Phrenic nerve injury/paralyzed diaphragm","Pulmonary and thoracic complications","21",4,4
