block,ascii_desc,ascii_short_desc,effective_from,inactive
306,Other procedures on external ear,Other procedures on external ear,1/7/1998,
307,Examination procedures on eardrum or middle ear,"Examination proc on eardrum/middle ear",1/7/1998,
308,"Application, insertion or removal procedures on eardrum or middle ear","Applicn/ins/removal proc eardrum/mid ear",1/7/1998,
309,Myringotomy,Myringotomy,1/7/1998,
31,"Application, insertion or removal procedures on vertebra or intervertebral disc","Applicn ins r/o proc vert I/V disc",1/7/1998,
310,Other incision procedures on eardrum or middle ear,"Other inc proc on eardrum/middle ear",1/7/1998,
311,Destruction procedures on eardrum or middle ear,"Destruction proc on eardrum/middle ear",1/7/1998,
312,Excision procedures on eardrum or middle ear,"Excision proc on eardrum/middle ear",1/7/1998,
313,Myringoplasty,Myringoplasty,1/7/1998,
314,Other repair procedures on eardrum or middle ear,"Other repair proc on eardrum/middle ear",1/7/1998,
315,Reconstruction procedures on eardrum or middle ear,"Reconstruction proc on eardrum/mid ear",1/7/1998,
316,Other procedures on eardrum or middle ear,Other proc on eardrum or middle ear,1/7/1998,
317,Excision procedures on ossicles of ear,Excision procedures on ossicles of ear,1/7/1998,
318,Repair procedures on ossicles of ear,Repair procedures on ossicles of ear,1/7/1998,
319,Reconstruction procedures on ossicles of ear,Reconstruction proc on ossicles on ear,1/7/1998,
32,Epidural injection,Epidural injection,1/7/1998,
320,Other procedures on ossicles of ear,Other procedures on ossicles of ear,1/7/1998,
321,"Application, insertion or removal procedures on mastoid or temporal bone","Applicn, ins, R/O proc mastoid/tmpl bone",1/7/1998,1/7/2019
322,Incision procedures on mastoid or temporal bone,"Incision proc on mastoid/temporal bone",1/7/1998,
323,Mastoidectomy,Mastoidectomy,1/7/1998,
324,Other excision procedures on mastoid or temporal bone,"Other exc proc on mastoid/temporal bone",1/7/1998,
325,Repair procedures on mastoid or temporal bone,"Repair proc on mastoid/temporal bone",1/7/1998,
326,Reconstruction procedures on mastoid or temporal bone,"Reconstruction proc mastoid/temporal bne",1/7/1998,
327,Revision procedures on mastoid or temporal bone,"Revision proc on mastoid/temporal bone",1/7/1998,
328,Other procedures on mastoid or temporal bone,Other proc on mastoid or temporal bone,1/7/1998,
329,"Application, insertion or removal procedures on inner ear","Applicn/ins/removal proc on inner ear",1/7/1998,1/7/2019
33,Epidural infusion,Epidural infusion,1/7/1998,
330,Incision procedures on inner ear,Incision procedures on inner ear,1/7/1998,
331,Excision procedures on inner ear,Excision procedures on inner ear,1/7/1998,
332,Repair procedures on inner ear,Repair procedures on inner ear,1/7/1998,
333,Other procedures on inner ear,Other procedures on inner ear,1/7/1998,
334,Implanted hearing prostheses,Implanted hearing prostheses,1/7/2019,
34,Caudal injection,Caudal injection,1/7/1998,
35,Caudal infusion,Caudal infusion,1/7/1998,
36,Spinal injection,Spinal injection,1/7/1998,
37,Spinal infusion,Spinal infusion,1/7/1998,
370,Examination procedures on nose,Examination procedures on nose,1/7/1998,
371,"Application, insertion or removal procedures on nose","Applicn/insertion/removal proc on nose",1/7/1998,
372,Incision procedures on nose,Incision procedures on nose,1/7/1998,
373,Arrest of nasal haemorrhage,Arrest of nasal haemorrhage,1/7/1998,
374,Other destruction procedures on nose,Other destruction procedures on nose,1/7/1998,
375,Biopsy of nasal cavity,Biopsy of nasal cavity,1/7/1998,
376,Excision procedures on nasal turbinates,Excision procedures on nasal turbinates,1/7/1998,
377,Removal of intranasal lesion,Removal of intranasal lesion,1/7/1998,
378,Other excision procedures on nose,Other excision procedures on nose,1/7/1998,
379,Repair of nasal septum,Repair of nasal septum,1/7/1998,
38,Spinal blood patch,Spinal blood patch,1/7/1998,
380,Other repair procedures on nose,Other repair procedures on nose,1/7/1998,
381,Other procedures on nose,Other procedures on nose,1/7/1998,
382,"Application, insertion or removal procedures on nasal sinuses","Applicn/ins/removal proc, nasal sinuses",1/7/1998,
383,Incision procedures on nasal sinuses,Incision procedures on nasal sinuses,1/7/1998,
384,Biopsy of nasal sinuses,Biopsy of nasal sinuses,1/7/1998,
385,Intranasal removal of polyp from nasal sinuses,"Intranasal removal polyp, nasal sinuses",1/7/1998,
386,Other excision procedures on nasal sinuses,Other excision proc on nasal sinuses,1/7/1998,
387,Maxillary antrostomy,Maxillary antrostomy,1/7/1998,
388,Other repair procedures on nasal sinuses,Other repair procedures on nasal sinuses,1/7/1998,
389,Other procedures on nasal sinuses,Other procedures on nasal sinuses,1/7/1998,
39,"Insertion of spinal catheter, infusion device or pump","Ins spinal cath, infusion device/pump",1/7/1998,
390,Incision procedures on tongue,Incision procedures on tongue,1/7/1998,
391,Destruction procedures on tongue,Destruction procedures on tongue,1/7/1998,
392,Excision procedures on tongue,Excision procedures on tongue,1/7/1998,
393,Repair procedures on tongue,Repair procedures on tongue,1/7/1998,
394,Other procedures on tongue,Other procedures on tongue,1/7/1998,
395,Incision procedures on salivary gland or duct,Incision proc on salivary gland or duct,1/7/1998,
396,Destruction procedures on salivary gland or duct,"Destruction proc on salivary gland/duct",1/7/1998,
397,Excision procedures on salivary gland or duct,Excision proc on salivary gland or duct,1/7/1998,
398,Repair procedures on salivary gland or duct,Repair proc on salivary gland or duct,1/7/1998,
399,Other procedures on salivary gland or duct,Other proc on salivary gland or duct,1/7/1998,
4,Removal of intracranial cerebrospinal fluid devices,Removal of intracranial CSF devices,1/7/1998,
40,"Removal of spinal catheter, infusion device or pump","R/O spinal cath, infusion device or pump",1/7/1998,
400,"Application, insertion or removal procedures on mouth, palate or uvula","Applicn ins R/O proc, mouth/palate/uvula",1/7/1998,
401,"Incision procedures on mouth, palate or uvula","Incision proc on mouth, palate or uvula",1/7/1998,
402,Biopsy of oral cavity or soft palate,Biopsy of oral cavity or soft palate,1/7/1998,
403,Excision or destruction of lesion of mouth or palate,"Exc/destruction of lesion of palate",1/7/1998,
404,"Other excision procedures on mouth, palate or uvula","Other excision proc, mouth/palate/uvula",1/7/1998,
405,Uvulopalatopharyngoplasty,Uvulopalatopharyngoplasty,1/7/1998,
406,"Other repair procedures on mouth, palate or uvula","Other repair proc on mouth/palate/uvula",1/7/1998,
407,"Revision procedures on mouth, palate or uvula","Revision proc on mouth/palate/uvula",1/7/1998,
408,"Other procedures on mouth, palate or uvula","Other procedures on mouth/palate/uvula",1/7/1998,
409,Incision procedures on tonsils or adenoids,"Incision procedures on tonsils/adenoids",1/7/1998,
41,Insertion and removal of spinal cerebrospinal fluid drain,Insertion & removal of spinal CSF drain,1/7/1998,
410,Destruction procedures on tonsils or adenoids,"Destruction proc on tonsils/adenoids",1/7/1998,
411,Biopsy of tonsils or adenoids,Biopsy of tonsils or adenoids,1/7/1998,
412,Tonsillectomy or adenoidectomy,Tonsillectomy or adenoidectomy,1/7/1998,
413,Other excision procedures on tonsils or adenoids,"Other excision proc on tonsils/adenoids",1/7/1998,
414,Other repair procedures on tonsils or adenoids,"Other repair proc on tonsils/adenoids",1/7/1998,
415,Other procedures on tonsils or adenoids,"Other procedures on tonsils/adenoids",1/7/1998,
416,Examination procedures on pharynx,Examination procedures on pharynx,1/7/1998,
417,"Application, insertion or removal procedures on pharynx","Applicn/insertion/removal proc, pharynx",1/7/1998,
418,Incision procedures on pharynx,Incision procedures on pharynx,1/7/1998,
419,Destruction procedures on pharynx,Destruction procedures on pharynx,1/7/1998,
42,"Insertion, removal and revision of spinal cerebrospinal fluid shunt","Insertion R/O & rev spinal CSF shunt",1/7/1998,
420,Pharyngectomy,Pharyngectomy,1/7/1998,
421,Other excision procedures on pharynx,Other excision procedures on pharynx,1/7/1998,
422,Other procedures on pharynx,Other procedures on pharynx,1/7/1998,
43,"Insertion, replacement or removal of epidural electrodes","Ins, replace / R/O epidural elec",1/7/1998,
44,Removal of spinal electrodes or neurostimulator,"R/O spinal electrodes or neurostimulator",1/7/1998,1/7/2008
45,Cordotomy or myelotomy,Cordotomy or myelotomy,1/7/1998,
450,Dental examination,Dental examination,1/7/1998,
451,Dental radiological examination and interpretation,Dental radiological exam & interpretatn,1/7/1998,
452,Other dental diagnostic services,Other dental diagnostic services,1/7/1998,
453,Dental prophylaxis and bleaching,Dental prophylaxis and bleaching,1/7/1998,
454,Topical application of remineralisation or cariostatic agent,Top applicn remnrlstn or cariostatic agt,1/7/1998,
455,Other preventative dental service,Other preventative dental service,1/7/1998,
456,Periodontic interventions,Periodontic interventions,1/7/1998,
457,Nonsurgical removal of tooth,Nonsurgical removal of tooth,1/7/1998,
458,Surgical removal of tooth,Surgical removal of tooth,1/7/1998,
459,Surgery for prosthetics,Surgery for prosthetics,1/7/1998,
46,Decompression of spinal cord or canal,"Decompression of spinal cord / canal",1/7/1998,
460,General surgical dental procedure,General surgical dental procedure,1/7/1998,
461,Other dental surgical procedure,Other dental surgical procedure,1/7/1998,
462,Pulp treatment,Pulp treatment,1/7/1998,
463,Periradicular surgery,Periradicular surgery,1/7/1998,
464,Other endodontic service,Other endodontic service,1/7/1998,
465,Metallic restoration,Metallic restoration,1/7/1998,
466,Tooth-coloured restoration,Tooth-coloured restoration,1/7/1998,
467,Gold foil restoration,Gold foil restoration,1/7/1998,1/7/2000
468,"Inlay, onlay, indirect","Inlay, onlay, indirect",1/7/1998,1/7/2006
469,Other restorative dental service,Other restorative dental service,1/7/1998,
47,Decompression of thoracic and thoracolumbar spinal cord,Decomp thor & thoracolumbar spinal cord,1/7/1998,1/7/2022
470,Crown,Crown,1/7/1998,
471,Bridge,Bridge,1/7/1998,
472,Other dental service on crown and bridge,Other dental service on crown & bridge,1/7/1998,
473,Implant prosthesis,Implant prosthesis,1/7/1998,
474,Denture or denture component,Denture or denture component,1/7/1998,
475,Denture maintenance,Denture maintenance,1/7/1998,
476,Denture repair,Denture repair,1/7/1998,
477,Other prosthodontic service,Other prosthodontic service,1/7/1998,
478,Surgical procedure for dental implant prosthesis,Surgical proc for dental implant prosth,1/7/1998,1/7/2000
479,Removable orthodontic appliance,Removable orthodontic appliance,1/7/1998,
48,Decompression of lumbar spinal canal,Decompression of lumbar spinal canal,1/7/1998,1/7/2022
480,Fixed orthodontic appliance,Fixed orthodontic appliance,1/7/1998,
481,Extraoral appliance,Extraoral appliance,1/7/1998,
482,Orthodontic attachment,Orthodontic attachment,1/7/1998,
483,Other orthodontic service,Other orthodontic service,1/7/1998,
484,Dental emergency,Dental emergency,1/7/1998,
485,Dental drug therapy,Dental drug therapy,1/7/1998,
486,Professional dental visit,Professional dental visit,1/7/1998,1/7/2000
487,Anaesthesia and sedation for dental procedure,Anaesthesia & sedation for dental proc,1/7/1998,1/7/2002
488,Other anaesthetic and therapeutic dental modality,Other anaes & thrpc dental modality,1/7/1998,1/7/2000
489,Occlusal therapy,Occlusal therapy,1/7/1998,
49,Other incision procedures on spinal canal or spinal cord structures,"Oth inc proc on spinal canal/cord str",1/7/1998,
490,Miscellaneous dental services,Miscellaneous dental services,1/7/1998,
5,"Irrigation, insertion or removal of intracranial cerebrospinal fluid shunt","Irrigtn, ins, R/O intracranial CSF shunt",1/7/1998,
50,Biopsy of spinal cord or spinal meninges,"Biopsy of spinal cord/spinal meninges",1/7/1998,
51,Discectomy for recurrent disc lesion,Discectomy for recurrent disc lesion,1/7/1998,1/7/2022
52,Discectomy,Discectomy,1/7/1998,
520,Examination procedures on larynx,Examination procedures on larynx,1/7/1998,
521,"Application, insertion or removal procedures on larynx","Applicn/insertion/removal proc on larynx",1/7/1998,
522,Incision procedures on larynx,Incision procedures on larynx,1/7/1998,
523,Laryngoscopy with excision,Laryngoscopy with excision,1/7/1998,
524,Laryngectomy,Laryngectomy,1/7/1998,
525,Other excision procedures on larynx,Other excision procedures on larynx,1/7/1998,
526,Laryngoplasty,Laryngoplasty,1/7/1998,
527,Laryngofissure,Laryngofissure,1/7/1998,
528,Other repair procedures on larynx,Other repair procedures on larynx,1/7/1998,
529,Reconstruction procedures on larynx,Reconstruction procedures on larynx,1/7/1998,
53,Removal of spinal lesion,Removal of spinal lesion,1/7/1998,
530,Reoperation procedures on larynx,Reoperation procedures on larynx,1/7/1998,
531,Other procedures on larynx,Other procedures on larynx,1/7/1998,
532,Examination procedures on trachea,Examination procedures on trachea,1/7/1998,
533,"Application, insertion or removal procedures on trachea","Applicn/insertion/removal proc, trachea",1/7/1998,
534,Excision procedures on trachea,Excision procedures on trachea,1/7/1998,
535,Cricothyrostomy,Cricothyrostomy,1/7/1998,
536,Tracheostomy,Tracheostomy,1/7/1998,
537,Resection of endotracheal lesion with repair,Resection endotracheal lesion w repair,1/7/1998,
538,Resection of endotracheal stricture with repair,Resection endotracheal stricture w rep,1/7/1998,
539,Other repair procedures on trachea,Other repair procedures on trachea,1/7/1998,
54,Other excision procedures on spinal canal or spinal cord structures,"Other exc proc on spinal canal/cord str",1/7/1998,
540,Reconstruction procedures on trachea,Reconstruction procedures on trachea,1/7/1998,
541,Revision procedures on trachea,Revision procedures on trachea,1/7/1998,
542,Other procedures on trachea,Other procedures on trachea,1/7/1998,
543,Examination procedures on bronchus,Examination procedures on bronchus,1/7/1998,
544,"Biopsy, broncho-alveolar lavage or removal of foreign body from bronchus","Bx, brch-alv lav or R/O FB",1/7/1998,
545,Other excision procedures on bronchus,Other excision procedures on bronchus,1/7/1998,
546,Repair procedures on bronchus,Repair procedures on bronchus,1/7/1998,
547,Other procedures on bronchus,Other procedures on bronchus,1/7/1998,
548,"Application, insertion or removal procedures on lung or pleura","Applicn/ins/removal proc on lung/pleura",1/7/1998,
549,Incision procedures on lung or pleura,Incision procedures on lung or pleura,1/7/1998,
55,Repair of spinal canal or spinal cord structures,"Repair of spinal canal/cord structures",1/7/1998,
550,Biopsy of lung or pleura,Biopsy of lung or pleura,1/7/1998,
551,Partial resection of lung,Partial resection of lung,1/7/1998,
552,Lobectomy of lung,Lobectomy of lung,1/7/1998,
553,Pneumonectomy,Pneumonectomy,1/7/1998,
554,Other excision procedures on lung or pleura,Other excision proc on lung or pleura,1/7/1998,
555,Transplantation of lung,Transplantation of lung,1/7/1998,
556,Other repair procedures on lung or pleura,Other repair proc on lung or pleura,1/7/1998,
557,Revision procedures on lung or pleura,Revision procedures on lung or pleura,1/7/1998,
558,Other procedures on lung or pleura,Other procedures on lung or pleura,1/7/1998,
559,"Examination procedures on chest wall, mediastinum or diaphragm","Exam proc, chest wall/mediastinum/diaph",1/7/1998,
56,Revision procedures on spinal canal or spinal cord structures,"Revision proc on spinal canal/cord str",1/7/1998,
560,"Application, insertion or removal procedures on chest wall, mediastinum or diaphragm","Applicn ins R/O, ch wall/mediast/diaph",1/7/1998,
561,"Incision procedures on chest wall, mediastinum or diaphragm","Incision proc on ch wall/mediast/diaph",1/7/1998,
562,"Destruction procedures on chest wall, mediastinum or diaphragm","Destruction proc, ch wall/mediast/diaph",1/7/1998,
563,"Excision procedures on chest wall, mediastinum or diaphragm","Excision proc on ch wall/mediast/diaph",1/7/1998,
564,Repair of pectus carinatum or excavatum,"Repair of pectus carinatum/excavatum",1/7/1998,
565,Thoracoplasty,Thoracoplasty,1/7/1998,
566,"Other repair procedures on chest wall, mediastinum or diaphragm","Other repair proc, ch wall/mediast/diaph",1/7/1998,
567,"Other procedures on chest wall, mediastinum or diaphragm","Other proc on chest wall/mediast/diaph",1/7/1998,
568,Airway management,Airway management,1/7/1998,
569,Ventilatory support,Ventilatory support,1/7/1998,
57,Spinal procedure for syringomyelia,Spinal procedure for syringomyelia,1/7/1998,1/7/2002
570,Noninvasive ventilatory support,NIV support,1/7/2008,
571,Combined ventilatory support,Combined ventilatory support,1/7/2013,
572,Extracorporeal ventilatory support,Extracorporeal ventilatory support,1/7/2017,
58,Functional spinal stereotactic procedure,Functional spinal stereotactic procedure,1/7/1998,
59,Other procedures on spinal canal or spinal cord structures,"Other proc spinal canal/cord structures",1/7/1998,
6,"Other application, insertion or removal procedures on skull, meninges or brain","Applicn ins R/O proc skull/menings/brain",1/7/1998,
60,Administration of anaesthetic agent around cranial nerve,Admin anaesthetic arnd cranial nerve,1/7/1998,
600,Incision procedures on atrium,Incision procedures on atrium,1/7/1998,
601,Destruction procedures on atrium,Destruction procedures on atrium,1/7/1998,
602,Excision procedures on atrium,Excision procedures on atrium,1/7/1998,
603,Repair procedures on atrium,Repair procedures on atrium,1/7/1998,
604,Reconstruction procedures on atrium,Reconstruction procedures on atrium,1/7/1998,
605,Revision procedures on atrium,Revision procedures on atrium,1/7/1998,
606,Other procedures on atrium,Other procedures on atrium,1/7/1998,
607,Examination procedures on ventricle,Examination procedures on ventricle,1/7/1998,
608,"Application, insertion or removal procedures on ventricle","Applicn/ins/removal proc on ventricle",1/7/1998,
609,Destruction procedures on ventricle,Destruction procedures on ventricle,1/7/1998,
61,Administration of neurolytic agent into cranial nerve,Admin nrlytc agt into cranial nrv,1/7/1998,
610,Ventricular myectomy,Ventricular myectomy,1/7/1998,
611,Excision of ventricular aneurysm,Excision of ventricular aneurysm,1/7/1998,
612,Other excision procedures on ventricle,Other excision procedures on ventricle,1/7/1998,
613,Baffle or conduit procedures,Baffle or conduit procedures,1/7/1998,
614,Other repair procedures on ventricle,Other repair procedures on ventricle,1/7/1998,
615,Other procedures on ventricle,Other procedures on ventricle,1/7/1998,
616,Excision procedures on septum,Excision procedures on septum,1/7/1998,
617,Closure of atrial septal defect,Closure of atrial septal defect,1/7/1998,
618,Closure of ventricular septal defect,Closure of ventricular septal defect,1/7/1998,
619,Other repair procedures on septum,Other repair procedures on septum,1/7/1998,
62,Administration of agent into posterior primary rami of spinal nerve,Admin agt into post prim rami spin nrv,1/7/1998,
620,Other procedures on septum,Other procedures on septum,1/7/1998,
621,Incision procedures on aortic valve,Incision procedures on aortic valve,1/7/1998,
622,Repair of aortic valve,Repair of aortic valve,1/7/1998,
623,Replacement of aortic valve,Replacement of aortic valve,1/7/1998,
624,Other procedures on aortic valve,Other procedures on aortic valve,1/7/1998,
625,Incision procedures on mitral valve,Incision procedures on mitral valve,1/7/1998,
626,Repair of mitral valve,Repair of mitral valve,1/7/1998,
627,Mitral valve annuloplasty,Mitral valve annuloplasty,1/7/1998,
628,Replacement of mitral valve,Replacement of mitral valve,1/7/1998,
629,Reconstruction procedures on mitral valve,Reconstruction proc on mitral valve,1/7/1998,
63,Administration of anaesthetic agent around other peripheral nerve,Admin anaesthetic arnd oth perph nerve,1/7/1998,
630,Other procedures on mitral valve,Other procedures on mitral valve,1/7/1998,
631,Incision procedures on tricuspid valve,Incision procedures on tricuspid valve,1/7/1998,
632,Repair of tricuspid valve,Repair of tricuspid valve,1/7/1998,
633,Tricuspid valve annuloplasty,Tricuspid valve annuloplasty,1/7/1998,
634,Replacement of tricuspid valve,Replacement of tricuspid valve,1/7/1998,
635,Other procedures on tricuspid valve,Other procedures on tricuspid valve,1/7/1998,
636,Incision procedures on pulmonary valve,Incision procedures on pulmonary valve,1/7/1998,
637,Repair or replacement of pulmonary valve,Repair or replacement of pulmonary valve,1/7/1998,
638,Other procedures on pulmonary valve,Other procedures on pulmonary valve,1/7/1998,
639,Incision procedures on myocardium,Incision procedures on myocardium,1/7/1998,
64,Administration of neurolytic agent into other peripheral nerve,Admin neurolytic agt and oth perph nrv,1/7/1998,
640,Excision procedures on myocardium,Excision procedures on myocardium,1/7/1998,
641,Repair procedures on myocardium,Repair procedures on myocardium,1/7/1998,
642,Myocardial preservation,Myocardial preservation,1/7/1998,
643,Drainage of heart,Drainage of heart,1/7/1998,
644,Other incision procedures on pericardium,Other incision procedures on pericardium,1/7/1998,
645,Biopsy of pericardium,Biopsy of pericardium,1/7/1998,
646,Other excision procedures on pericardium,Other excision procedures on pericardium,1/7/1998,
647,Insertion of temporary transvenous electrode for cardiac pacemaker or defibrillator,"Ins temp trnsven elec card / defib",1/7/1998,
648,Insertion of permanent transvenous electrode for subcutaneous cardiac pacemaker or defibrillator,"Ins perm trnsven elec sbc card / defib",1/7/1998,
649,Insertion of other electrode or patch for subcutaneous cardiac pacemaker or defibrillator,"Ins oth elec / ptch f sbc pcmkr / defib",1/7/1998,
65,Administration of therapeutic agent around sympathetic nervous system,Admin therapeutic agt around SNS,1/7/1998,
650,Insertion of cardiac pacemaker generator,Insertion of cardiac pacemaker generator,1/7/1998,
651,Insertion of dual chamber pacemaker,Insertion of dual chamber pacemaker,1/7/1998,1/7/2008
652,Insertion of other pacemaker,Insertion of other pacemaker,1/7/1998,1/7/2008
653,Insertion of cardiac defibrillator generator,Ins cardiac defibrillator generator,1/7/1998,
654,"Adjustment, replacement or removal of electrode for cardiac pacemaker or defibrillator","Adjust replace R/O elect pcmkr defib",1/7/1998,
655,"Adjustment, replacement or removal of cardiac pacemaker generator","Adjust repl R/O card pcmkr generator",1/7/1998,
656,"Adjustment, replacement or removal of cardiac defibrillator generator","Adjust replace or R/O defib generator",1/7/1998,
657,"Other application, insertion or removal procedures on other sites of heart","Applicn, ins, R/O proc, oth sites heart",1/7/1998,
658,Destruction procedures on other sites of heart,Destruction proc on other sites of heart,1/7/1998,1/7/2002
659,Removal of donor heart or lung,Removal of donor heart or lung,1/7/1998,
66,Administration of neurolytic agent into sympathetic nervous system,Admin nrlytc agent around SNS,1/7/1998,
660,Transplantation of heart or lung,Transplantation of heart or lung,1/7/1998,
661,Other repair procedures on other sites of heart,Other repair proc on other sites heart,1/7/1998,
662,Reconstruction procedures on other sites of heart,Reconstruction proc on other sites heart,1/7/1998,
663,Revision procedures on other sites of heart,Revision proc on other sites of heart,1/7/1998,
664,Reoperation procedures on other sites of heart,Reoperation proc on other sites heart,1/7/1998,
665,Electrophysiological studies [EPS],Electrophysiological studies [EPS],1/7/1998,
666,Other procedures on other sites of heart,Other procedures on other sites of heart,1/7/1998,
667,Cardiac catheterisation,Cardiac catheterisation,1/7/1998,
668,Coronary angiography,Coronary angiography,1/7/1998,
669,Excision procedures on coronary arteries,Excision procedures on coronary arteries,1/7/1998,
67,"Insertion, replacement or removal of peripheral nerve electrodes","Ins, replace / R/O perph nrv elec",1/7/1998,
670,Transluminal coronary angioplasty,Transluminal coronary angioplasty,1/7/1998,
671,Transluminal coronary angioplasty with stenting,Trnslml coronary angioplasty w stenting,1/7/1998,
672,Coronary artery bypass - saphenous vein graft,CABG - saphenous vein graft,1/7/1998,
673,Coronary artery bypass - other vein graft,CABG - other vein graft,1/7/1998,
674,Coronary artery bypass - left internal mammary artery [LIMA] graft,CABG - LIMA graft,1/7/1998,
675,Coronary artery bypass - right internal mammary artery [RIMA] graft,CABG - RIMA graft,1/7/1998,
676,Coronary artery bypass - radial artery graft,CABG - radial artery graft,1/7/1998,
677,Coronary artery bypass - epigastric artery graft,CABG - epigastric artery graft,1/7/1998,
678,Coronary artery bypass - other artery graft,CABG - other artery graft,1/7/1998,
679,Coronary artery bypass - other graft,CABG - other graft,1/7/1998,
68,Exploration of brachial plexus,Exploration of brachial plexus,1/7/1998,
680,Reoperation procedures on coronary arteries,Reoperation proc on coronary arteries,1/7/1998,
681,Other procedures on coronary arteries,Other procedures on coronary arteries,1/7/1998,
682,"Application, insertion or removal procedures on aorta","Applicn/insertion/removal proc on aorta",1/7/1998,
683,Transluminal balloon angioplasty of aortic arch and visceral branches,TBA of aortic arch & visceral branches,1/7/1998,1/7/2000
684,Repair of ascending thoracic aorta,Repair of ascending thoracic aorta,1/7/1998,
685,Repair of aortic arch and ascending thoracic aorta,Repair aortic arch & asc thoracic aorta,1/7/1998,
686,Repair of descending thoracic aorta,Repair of descending thoracic aorta,1/7/1998,
687,Replacement of ascending thoracic aorta,Replacement of ascending thoracic aorta,1/7/1998,
688,Replacement of aortic arch and ascending thoracic aorta,Replace aortic arch & asc thoracic aorta,1/7/1998,
689,Replacement of descending thoracic aorta,Replacement of descending thoracic aorta,1/7/1998,
69,Incision of optic nerve meninges,Incision of optic nerve meninges,1/7/1998,
690,Closure of patent ductus arteriosus,Closure of patent ductus arteriosus,1/7/1998,
691,Closure of cardiac collateral vessel,Closure of cardiac collateral vessel,1/7/1998,
692,Repair of aorta for congenital heart disease,Repair of aorta for CHD,1/7/1998,1/7/2002
693,Repair procedures on aorta,Repair procedures on aorta,1/7/1998,
694,Arterial catheterisation,Arterial catheterisation,1/7/1998,
695,Exploration of artery,Exploration of artery,1/7/1998,
696,Other incision procedures on artery,Other incision procedures on artery,1/7/1998,
697,Interruption of artery,Interruption of artery,1/7/1998,
698,Other destruction procedures on artery,Other destruction procedures on artery,1/7/1998,
699,Biopsy of peripheral artery,Biopsy of peripheral artery,1/7/1998,
7,Incisional exploration of meninges or brain,"Incisional exploration of meninges/brain",1/7/1998,
70,Trigeminal gangliotomy,Trigeminal gangliotomy,1/7/1998,
700,Endarterectomy,Endarterectomy,1/7/1998,
701,Endarterectomy to prepare site for anastomosis,Endarterectomy to prepare site f anstms,1/7/1998,
702,Arterial embolectomy or thrombectomy,Arterial embolectomy or thrombectomy,1/7/1998,
703,Embolectomy or thrombectomy of an arterial bypass graft,"Embolectomy/thrombectomy of art byps gft",1/7/1998,
704,Arterial atherectomy,Arterial atherectomy,1/7/1998,
705,Resection of lesion of carotid artery,Resection of lesion of carotid artery,1/7/1998,
706,Resection of recurrent lesion of carotid artery,Resec recurrent lesion carotid artery,1/7/1998,
707,Patch graft of artery,Patch graft of artery,1/7/1998,
708,Direct closure of artery,Direct closure of artery,1/7/1998,
709,Repair of artery by anastomosis,Repair of artery by anastomosis,1/7/1998,
71,Percutaneous neurotomy of primary posterior rami of spinal nerve,"Perc neurotomy prim post rami, spin nrv",1/7/1998,
710,Repair of artery by interposition graft,Repair artery by interpstn graft,1/7/1998,
711,Arterial bypass [grafting] using vein,Arterial bypass grafting using vein,1/7/1998,
712,Arterial bypass [grafting] using synthetic material,Arterial byps gft usg synthc material,1/7/1998,
713,"Arterial bypass [grafting] using composite, sequential or crossover graft","Art byps gft usg compst seqtl/c'over gft",1/7/1998,
714,"Repair of aneurysm of neck, intra-abdominal area or extremities","Rep aneurysm, neck/intrabdo/extremities",1/7/1998,
715,Replacement of aneurysm with graft,Replacement of aneurysm with graft,1/7/1998,
716,Repair of aorto-enteric fistula,Repair of aorto-enteric fistula,1/7/1998,
717,Repair procedures on pulmonary artery,Repair procedures on pulmonary artery,1/7/1998,
718,Other repair procedures on arteries,Other repair procedures on arteries,1/7/1998,
719,Intraoperative arteriography,Intraoperative arteriography,1/7/1998,1/7/2010
72,Percutaneous neurotomy of other peripheral nerve,"Perc neurotomy, other peripheral nerve",1/7/1998,
720,Other procedures on arteries,Other procedures on arteries,1/7/1998,
721,Application of external stent to vein,Application of external stent to vein,1/7/1998,
722,Injection of varicose veins,Injection of varicose veins,1/7/1998,
723,"Other application, insertion or removal procedures on veins","Other applicn/ins/removal proc on veins",1/7/1998,
724,Exploration of vein,Exploration of vein,1/7/1998,
725,Other incision procedures on veins,Other incision procedures on veins,1/7/1998,
726,Interruption of vein,Interruption of vein,1/7/1998,
727,Interruption of varicose veins of lower limb,Interruption of VV lower limb,1/7/1998,
728,Other destruction procedures on veins,Other destruction procedures on veins,1/7/1998,
729,Venous thrombectomy,Venous thrombectomy,1/7/1998,
73,Division of intracranial nerve,Division of intracranial nerve,1/7/1998,
730,Procurement of vein,Procurement of vein,1/7/1998,
731,Patch graft of vein,Patch graft of vein,1/7/1998,
732,Direct closure of vein,Direct closure of vein,1/7/1998,
733,Repair of vein by anastomosis,Repair of vein by anastomosis,1/7/1998,
734,Repair of vein by interposition graft,Repair vein by interposition graft,1/7/1998,
735,Venous bypass [grafting] using vein or synthetic material,Venous byps gft usg vein synthc matrl,1/7/1998,
736,Other repair procedures on veins,Other repair procedures on veins,1/7/1998,
737,Reoperation procedures on veins,Reoperation procedures on veins,1/7/1998,
738,Venous catheterisation,Venous catheterisation,1/7/1998,
739,Other procedures on veins,Other procedures on veins,1/7/1998,
74,Division of peripheral nerve,Division of peripheral nerve,1/7/1998,
