code_id,code_id_clean,ascii_desc,block,block_desc,axis_2_desc,axis_1_desc,chapter_id,chapter_range,chapter_desc
45502-00,4550200,Microsurgical anastomosis of artery,1695,Microsurgical anastomosis of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45502-01,4550201,Microsurgical anastomosis of vein,1695,Microsurgical anastomosis of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45502-02,4550202,Microsurgical anastomosis of artery and vein,1695,Microsurgical anastomosis of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45503-00,4550300,Microsurgical graft of artery,1696,Microsurgical graft of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45503-01,4550301,Microsurgical graft of vein,1696,Microsurgical graft of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45503-02,4550302,Microsurgical graft of artery and vein,1696,Microsurgical graft of blood vessel,Repair,Plastic procedures on vascular system,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-01,4579701,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic ear",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-02,4579702,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic orbit",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-03,4579703,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic nose, partial",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-04,4579704,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic nose, total",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-05,4579705,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic limb",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45797-06,4579706,"Osseointegration procedure, fixation of transcutaneous abutment for attachment of prosthetic digit",1697,Fixation of transcutaneous abutment (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-01,4579401,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic ear",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-02,4579402,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic orbit",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-03,4579403,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic nose, partial",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-04,4579404,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic nose, total",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-05,4579405,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic limb",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-06,4579406,"Osseointegration procedure, implantation of titanium fixture for attachment of prosthetic digit",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45794-07,4579407,"Osseointegration procedure, implantation of titanium fixture for replacement of joint of digit",1698,Implantation of titanium fixture (osseointegration procedure),"Application, insertion, removal",Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45599-00,4559900,Total resection of both sides of mandible,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45602-00,4560200,Subtotal resection of mandible,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45605-00,4560500,Partial resection of mandible,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45611-00,4561100,Mandibular condylectomy,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45755-00,4575500,Temporomandibular meniscectomy,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
52120-00,5212000,Partial resection of mandible with condylectomy,1699,Resection of mandible,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45596-00,4559600,Total resection of 1 maxilla,1700,Resection of maxilla,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45597-00,4559700,Total resection of both maxillae,1700,Resection of maxilla,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45602-01,4560201,Subtotal resection of maxilla,1700,Resection of maxilla,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45605-01,4560501,Partial resection of maxilla,1700,Resection of maxilla,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90678-00,9067800,"Partial resection of other facial bone, not elsewhere classified",1701,Resection of other facial bone,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90678-01,9067801,"Subtotal resection of other facial bone, not elsewhere classified",1701,Resection of other facial bone,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90678-02,9067802,"Total resection of other facial bone, not elsewhere classified",1701,Resection of other facial bone,Excision,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45761-00,4576100,Reduction genioplasty,1702,Genioplasty,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45761-01,4576101,Augmentation genioplasty,1702,Genioplasty,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90679-00,9067900,"Osteotomy of zygoma, unilateral",1703,Osteotomy or ostectomy of zygoma,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90679-01,9067901,"Osteotomy of zygoma, bilateral",1703,Osteotomy or ostectomy of zygoma,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90679-02,9067902,"Ostectomy of zygoma, unilateral",1703,Osteotomy or ostectomy of zygoma,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90679-03,9067903,"Ostectomy of zygoma, bilateral",1703,Osteotomy or ostectomy of zygoma,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90680-00,9068000,"Osteotomy of zygoma with internal fixation, unilateral",1704,Osteotomy or ostectomy of zygoma with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90680-01,9068001,"Osteotomy of zygoma with internal fixation, bilateral",1704,Osteotomy or ostectomy of zygoma with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90680-02,9068002,"Ostectomy of zygoma with internal fixation, unilateral",1704,Osteotomy or ostectomy of zygoma with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90680-03,9068003,"Ostectomy of zygoma with internal fixation, bilateral",1704,Osteotomy or ostectomy of zygoma with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45720-00,4572000,"Osteotomy of mandible, unilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45720-01,4572001,"Osteotomy of maxilla, unilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45720-02,4572002,"Ostectomy of mandible, unilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45720-03,4572003,"Ostectomy of maxilla, unilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45726-00,4572600,"Osteotomy of mandible, bilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45726-01,4572601,"Osteotomy of maxilla, bilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45726-02,4572602,"Ostectomy of mandible, bilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45726-03,4572603,"Ostectomy of maxilla, bilateral",1705,Osteotomy or ostectomy of mandible or maxilla,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45723-00,4572300,"Osteotomy of mandible with internal fixation, unilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45723-01,4572301,"Osteotomy of maxilla with internal fixation, unilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45723-02,4572302,"Ostectomy of mandible with internal fixation, unilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45723-03,4572303,"Ostectomy of maxilla with internal fixation, unilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45729-00,4572900,"Osteotomy of mandible with internal fixation, bilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45729-01,4572901,"Osteotomy of maxilla with internal fixation, bilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45729-02,4572902,"Ostectomy of mandible with internal fixation, bilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45729-03,4572903,"Ostectomy of maxilla with internal fixation, bilateral",1706,Osteotomy or ostectomy of mandible or maxilla with internal fixation,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45731-00,4573100,"Osteotomies or ostectomies of mandible, 1 to 3 procedures",1707,"Osteotomy or ostectomy of mandible or maxilla, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45731-01,4573101,"Osteotomies or ostectomies of maxilla, 1 to 3 procedures",1707,"Osteotomy or ostectomy of mandible or maxilla, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45735-00,4573500,"Osteotomies or ostectomies of mandible and maxilla, 4 procedures",1707,"Osteotomy or ostectomy of mandible or maxilla, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45741-00,4574100,"Osteotomies or ostectomies of mandible and maxilla, 5 procedures",1707,"Osteotomy or ostectomy of mandible or maxilla, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45747-00,4574700,"Osteotomies or ostectomies of mandible and maxilla, 6 or more procedures",1707,"Osteotomy or ostectomy of mandible or maxilla, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45732-00,4573200,"Osteotomies or ostectomies of mandible, 1 to 3 procedures, with internal fixation",1708,"Osteotomy or ostectomy of mandible or maxilla with internal fixation, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45732-01,4573201,"Osteotomies or ostectomies of maxilla, 1 to 3 procedures, with internal fixation",1708,"Osteotomy or ostectomy of mandible or maxilla with internal fixation, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45738-00,4573800,"Osteotomies or ostectomies of mandible and maxilla, 4 procedures, with internal fixation",1708,"Osteotomy or ostectomy of mandible or maxilla with internal fixation, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45744-00,4574400,"Osteotomies or ostectomies of mandible and maxilla, 5 procedures, with internal fixation",1708,"Osteotomy or ostectomy of mandible or maxilla with internal fixation, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45752-00,4575200,"Osteotomies or ostectomies of mandible and maxilla, 6 or more procedures, with internal fixation",1708,"Osteotomy or ostectomy of mandible or maxilla with internal fixation, procedures in combination",Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45753-00,4575300,Midfacial osteotomies,1709,Midfacial osteotomies,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45754-00,4575400,Midfacial osteotomies with internal fixation,1709,Midfacial osteotomies,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45782-00,4578200,"Frontal advancement, unilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45782-01,4578201,"Frontal advancement with partial orbital advancement, unilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45782-02,4578202,"Frontal advancement with total orbital advancement, unilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45785-00,4578500,"Frontal advancement, bilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45785-01,4578501,"Frontal advancement with partial orbital advancement, bilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45785-02,4578502,"Frontal advancement with total orbital advancement, bilateral",1710,Frontal bone advancement,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45767-00,4576700,Intracranial correction of hypertelorism,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45767-01,4576701,Intracranial correction of hypertelorism with Le Fort III osteotomy,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45770-00,4577000,Subcranial correction of hypertelorism,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45773-00,4577300,Periorbital correction of Treacher Collins syndrome,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45776-00,4577600,Intracranial correction of orbital dystopia,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45779-00,4577900,Subcranial correction of orbital dystopia,1711,Correction of skull deformity,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45758-00,4575800,Arthroplasty of temporomandibular joint,1712,Other repair of skull or facial bone,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90681-00,9068100,Other repair of facial bone,1712,Other repair of skull or facial bone,Repair,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45608-00,4560800,Reconstruction of mandibular condyle,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45608-01,4560801,Partial reconstruction of mandible,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45608-02,4560802,Subtotal reconstruction of mandible,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45608-03,4560803,Total reconstruction of mandible,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45608-04,4560804,Reconstruction of mandible by osseous distraction,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45791-00,4579100,Construction of absent condyle and ascending ramus,1713,Reconstruction of mandible,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
52122-00,5212200,Partial reconstruction of maxilla,1714,Reconstruction of maxilla,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
52122-01,5212201,Subtotal reconstruction of maxilla,1714,Reconstruction of maxilla,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
52122-02,5212202,Total reconstruction of 1 maxilla,1714,Reconstruction of maxilla,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
52122-03,5212203,Total reconstruction of both maxillae,1714,Reconstruction of maxilla,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90683-00,9068300,Reconstruction of zygoma,1715,Reconstruction of zygoma,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45590-00,4559000,Reconstruction of orbital cavity,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45590-01,4559001,Reconstruction of orbital cavity with implant,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45593-00,4559300,Reconstruction of orbital cavity with cartilage graft,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45593-01,4559301,Reconstruction of orbital cavity with implant and cartilage graft,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45593-02,4559302,Reconstruction of orbital cavity with bone graft,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45593-03,4559303,Reconstruction of orbital cavity with implant and bone graft,1716,Reconstruction of orbital cavity,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45785-03,4578503,Total cranial vault reconstruction,1717,Reconstruction of other skull and facial bones,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
45788-00,4578800,"Reconstruction of glenoid fossa, zygomatic arch and temporal bone",1717,Reconstruction of other skull and facial bones,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
90684-00,9068400,Other reconstruction of facial bone,1717,Reconstruction of other skull and facial bones,Reconstruction,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
40115-00,4011500,"Other procedure for craniostenosis, 1 suture",1718,Other procedures for craniostenosis,Other procedures,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
40118-00,4011800,"Other procedure for craniostenosis, 2 or more sutures",1718,Other procedures for craniostenosis,Other procedures,Plastic procedures on bone,16,Blocks 1600-1718,Dermatological and plastic procedures (blocks 1600-1718)
31536-00,3153600,Localisation of lesion of breast,1740,Examination procedures on breast,Examination,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90721-00,9072100,Manual examination of breast,1740,Examination procedures on breast,Examination,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90724-00,9072400,Breast stereotactic localisation,1740,Examination procedures on breast,Examination,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45546-00,4554600,Intradermal colouration of skin for nipple or areola,1741,"Application, insertion or removal procedures on breast","Application, insertion, removal",Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90723-00,9072300,"Injection into breast for augmentation, unilateral",1741,"Application, insertion or removal procedures on breast","Application, insertion, removal",Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90723-01,9072301,"Injection into breast for augmentation, bilateral",1741,"Application, insertion or removal procedures on breast","Application, insertion, removal",Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90725-00,9072500,Aspiration of breast,1741,"Application, insertion or removal procedures on breast","Application, insertion, removal",Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31551-00,3155100,Incision and drainage of breast,1742,Incision procedures on breast,Incision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31554-00,3155400,Microdochotomy of breast,1742,Incision procedures on breast,Incision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31500-01,3150001,Open biopsy of breast,1743,Biopsy of breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31533-00,3153300,Fine needle biopsy of breast,1743,Biopsy of breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31548-00,3154800,Core biopsy of breast,1743,Biopsy of breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31500-00,3150000,Excision of lesion of breast,1744,Excision of lesion of breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31515-00,3151500,Re-excision of lesion of breast,1744,Excision of lesion of breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31524-00,3152400,"Subcutaneous mastectomy, unilateral",1747,Subcutaneous mastectomy,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31524-01,3152401,"Subcutaneous mastectomy, bilateral",1747,Subcutaneous mastectomy,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31518-00,3151800,"Simple mastectomy, unilateral",1748,Simple mastectomy,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31518-01,3151801,"Simple mastectomy, bilateral",1748,Simple mastectomy,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31557-00,3155700,Excision of duct (central) of breast,1752,Other excision procedures on breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31560-00,3156000,Excision of accessory breast tissue,1752,Other excision procedures on breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31566-00,3156600,Excision of accessory nipple,1752,Other excision procedures on breast,Excision,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45524-00,4552400,"Augmentation mammoplasty, unilateral",1753,Augmentation mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45527-00,4552700,"Augmentation mammoplasty following mastectomy, unilateral",1753,Augmentation mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45527-01,4552701,"Augmentation mammoplasty following mastectomy, bilateral",1753,Augmentation mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45528-00,4552800,"Augmentation mammoplasty, bilateral",1753,Augmentation mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45520-00,4552000,"Reduction mammoplasty with nipple repositioning, unilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45520-01,4552001,"Reduction mammoplasty with nipple repositioning, bilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45520-02,4552002,"Reduction mammoplasty with reconstruction of nipple, unilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45520-03,4552003,"Reduction mammoplasty with reconstruction of nipple, bilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45522-00,4552200,"Reduction mammoplasty, unilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45522-01,4552201,"Reduction mammoplasty, bilateral",1754,Reduction mammoplasty,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
31563-00,3156300,Surgical eversion of inverted nipple,1755,Other repair procedures on breast,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45556-00,4555600,Mastopexy,1755,Other repair procedures on breast,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
90722-00,9072200,Suture of laceration of breast,1755,Other repair procedures on breast,Repair,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
45530-02,4553002,Reconstruction of breast using flap,1756,Reconstruction procedures on breast,Reconstruction,Breast,17,Blocks 1740-1759,Procedures on breast (blocks 1740-1759)
