code_id,code_id_clean,aust_code,ascii_desc,ascii_short_desc,effective_from,inactive,reactivated
"M9243/3",M92433,0,Dedifferentiated chondrosarcoma,Dedifferentiated chondrosarcoma,1/7/2002,,
"M9243/6",M92436,1,"Dedifferentiated chondrosarcoma, metastatic","Dedifferentiated chondrosarcoma, met",1/7/2002,,
"M9243/9",M92439,1,"Dedifferentiated chondrosarcoma, uncertain whether primary or metastatic","Dedifferentiated chondrosarcoma, up/m",1/7/2002,,
"M9250/0",M92500,1,"Giant cell tumour of bone, benign","Giant cell tum of bone, benign",1/7/2002,,
"M9250/1",M92501,0,Giant cell tumour of bone NOS,Giant cell tum of bone NOS,1/7/1998,,
"M9250/2",M92502,1,"Giant cell tumour of bone, in situ","Giant cell tum of bone, insit",1/7/2013,,
"M9250/3",M92503,0,"Giant cell tumour of bone, malignant","Giant cell tum of bone, malg",1/7/1998,,
"M9250/6",M92506,1,"Giant cell tumour of bone, malignant, metastatic","Giant cell tum of bone, malg, met",1/7/2002,,
"M9250/9",M92509,1,"Giant cell tumour of bone, malignant, uncertain whether primary or metastatic","Giant cell tum of bone, malg, up/m",1/7/2002,,
"M9251/0",M92510,1,"Giant cell tumour of soft parts, benign","Giant cell tum of soft parts, benign",1/7/2002,,
"M9251/1",M92511,0,Giant cell tumour of soft parts NOS,Giant cell tum of soft parts NOS,1/7/1998,,
"M9251/2",M92512,1,"Giant cell tumour of soft parts, in situ","Giant cell tum of soft parts, insit",1/7/2013,,
"M9251/3",M92513,0,Malignant giant cell tumour of soft parts,Malg giant cell tum of soft parts,1/7/1998,,
"M9251/6",M92516,1,"Malignant giant cell tumour of soft parts, metastatic","Malg giant cell tum of soft parts, met",1/7/2002,,
"M9251/9",M92519,1,"Malignant giant cell tumour of soft parts, uncertain whether primary or metastatic","Malg giant cell tum of soft parts, up/m",1/7/2002,,
"M9252/0",M92520,0,Tenosynovial giant cell tumour NOS,Tenosynovial giant cell tumour NOS,1/7/2002,,
"M9252/1",M92521,0,"Tenosynovial giant cell tumour, diffuse",Tenosynovial giant cell tum diffuse,1/7/2002,,
"M9252/2",M92522,1,"Malignant tenosynovial giant cell tumour, in situ","Malg tenosynovial giant cell tum, insit",1/7/2013,,
"M9252/3",M92523,0,Malignant tenosynovial giant cell tumour,Malg tenosynovial giant cell tum,1/7/2002,,
"M9252/6",M92526,1,"Malignant tenosynovial giant cell tumour, metastatic","Malg tenosynovial giant cell tum, met",1/7/2002,,
"M9252/9",M92529,1,"Malignant tenosynovial giant cell tumour, uncertain whether primary or metastatic","Malg tenosynovial giant cell tum, up/m",1/7/2002,,
"M9260/0",M92600,0,Aneurysmal bone cyst,Aneurysmal bone cyst,1/7/2022,,
"M9260/2",M92602,1,"Ewing sarcoma, in situ","Ewing sarcoma, insit",1/7/2013,1/7/2022,
"M9260/3",M92603,0,Ewing sarcoma,Ewing sarcoma,1/7/1998,1/7/2022,
"M9260/6",M92606,1,"Ewing sarcoma, metastatic","Ewing sarcoma, met",1/7/2002,1/7/2022,
"M9260/9",M92609,1,"Ewing sarcoma, uncertain whether primary or metastatic","Ewing sarcoma, up/m",1/7/2002,1/7/2022,
"M9261/2",M92612,1,"Adamantinoma of long bones, in situ","Adamantinoma of long bones, insit",1/7/2013,,
"M9261/3",M92613,0,Adamantinoma of long bones,Adamantinoma of long bones,1/7/1998,,
"M9261/6",M92616,1,"Adamantinoma of long bones, metastatic","Adamantinoma of long bones, met",1/7/2002,,
"M9261/9",M92619,1,"Adamantinoma of long bones, uncertain whether primary or metastatic","Adamantinoma of long bones, up/m",1/7/2002,,
"M9262/0",M92620,0,Ossifying fibroma,Ossifying fibroma,1/7/1998,,
"M9262/1",M92621,1,"Ossifying fibroma, uncertain whether benign or malignant","Ossifying fibroma, ub/m",1/7/2002,,
"M9270/0",M92700,0,"Odontogenic tumour, benign","Odontogenic tum, benign",1/7/1998,,
"M9270/1",M92701,0,Odontogenic tumour NOS,Odontogenic tum NOS,1/7/1998,,
"M9270/2",M92702,1,"Odontogenic tumour, in situ","Odontogenic tum, insit",1/7/2013,,
"M9270/3",M92703,0,"Odontogenic tumour, malignant","Odontogenic tum, malg",1/7/1998,,
"M9270/6",M92706,1,"Odontogenic tumour, malignant, metastatic","Odontogenic tum, malg, met",1/7/2002,,
"M9270/9",M92709,1,"Odontogenic tumour, malignant, uncertain whether primary or metastatic","Odontogenic tum, malg, up/m",1/7/2002,,
"M9271/0",M92710,0,Ameloblastic fibrodentinoma,Ameloblastic fibrodentinoma,1/7/1998,,
"M9271/1",M92711,1,"Ameloblastic fibrodentinoma, uncertain whether benign or malignant","Ameloblastic fibrodentinoma, ub/m",1/7/2002,,
"M9272/0",M92720,0,Cementoma NOS,Cementoma NOS,1/7/1998,,
"M9272/1",M92721,1,"Cementoma, uncertain whether benign or malignant","Cementoma, ub/m",1/7/2002,,
"M9273/0",M92730,0,"Cementoblastoma, benign","Cementoblastoma, benign",1/7/1998,,
"M9274/0",M92740,0,Cemento-ossifying fibroma,Cemento-ossifying fibroma,1/7/1998,,
"M9274/1",M92741,1,"Cemento-ossifying fibroma, uncertain whether benign or malignant","Cemento-ossifying fibroma ub/m",1/7/2002,,
"M9275/0",M92750,0,Gigantiform cementoma,Gigantiform cementoma,1/7/1998,,
"M9280/0",M92800,0,Odontoma NOS,Odontoma NOS,1/7/1998,,
"M9280/1",M92801,1,"Odontoma, uncertain whether benign or malignant","Odontoma, ub/m",1/7/2002,,
"M9281/0",M92810,0,Compound odontoma,Compound odontoma,1/7/1998,,
"M9282/0",M92820,0,Complex odontoma,Complex odontoma,1/7/1998,,
"M9282/1",M92821,1,"Complex odontoma, uncertain whether benign or malignant","Complex odontoma, ub/m",1/7/2002,,
"M9290/0",M92900,0,Ameloblastic fibro-odontoma,Ameloblastic fibro-odontoma,1/7/1998,,
"M9290/1",M92901,1,"Ameloblastic fibro-odontoma, uncertain whether benign or malignant","Ameloblastic fibro-odontoma, ub/m",1/7/2002,,
"M9290/2",M92902,1,"Ameloblastic odontosarcoma, in situ","Ameloblastic odontosarcoma, insit",1/7/2013,,
"M9290/3",M92903,0,Ameloblastic odontosarcoma,Ameloblastic odontosarcoma,1/7/1998,,
"M9290/6",M92906,1,"Ameloblastic odontosarcoma, metastatic","Ameloblastic odontosarcoma, met",1/7/2002,,
"M9290/9",M92909,1,"Ameloblastic odontosarcoma, uncertain whether primary or metastatic","Ameloblastic odontosarcoma, up/m",1/7/2002,,
"M9300/0",M93000,0,Adenomatoid odontogenic tumour,Adenomatoid odontogenic tum,1/7/1998,,
"M9300/1",M93001,1,"Adenomatoid odontogenic tumour, uncertain whether benign or malignant","Adenomatoid odontogenic tum, ub/m",1/7/2002,,
"M9301/0",M93010,0,Calcifying odontogenic cyst,Calcifying odontogenic cyst,1/7/1998,,
"M9301/1",M93011,1,"Calcifying odontogenic cyst, uncertain whether benign or malignant","Calcifying odontogenic cyst, ub/m",1/7/2002,,
"M9302/0",M93020,0,Dentinogenic ghost cell tumour,Dentinogenic ghost cell tum,1/7/1998,,
"M9302/3",M93023,0,Ghost cell odontogenic carcinoma,Ghost cell odontogenic carcinoma,1/7/2022,,
"M9302/6",M93026,1,"Ghost cell odontogenic carcinoma, metastatic",Ghost cell odontogenic carcinoma met,1/7/2022,,
"M9302/9",M93029,1,"Ghost cell odontogenic carcinoma, uncertain whether primary or metastatic","Ghost cell odontogenic carcinoma up/m",1/7/2022,,
"M9310/0",M93100,0,Ameloblastoma NOS,Ameloblastoma NOS,1/7/1998,,
"M9310/1",M93101,1,"Ameloblastoma, uncertain whether benign or malignant","Ameloblastoma, ub/m",1/7/2002,,
"M9310/2",M93102,1,"Ameloblastoma, in situ","Ameloblastoma, insit",1/7/2013,,
"M9310/3",M93103,0,"Ameloblastoma, metastasising",Ameloblastoma metastasising,1/7/1998,,
"M9310/6",M93106,1,"Ameloblastoma, metastatic",Ameloblastoma met,1/7/2002,,
"M9310/9",M93109,1,"Ameloblastoma, uncertain whether primary or metastatic","Ameloblastoma up/m",1/7/2002,,
"M9311/0",M93110,0,Odontoameloblastoma,Odontoameloblastoma,1/7/1998,,
"M9311/1",M93111,1,"Odontoameloblastoma, uncertain whether benign or malignant","Odontoameloblastoma, ub/m",1/7/2002,,
"M9312/0",M93120,0,Squamous odontogenic tumour,Squam odontogenic tum,1/7/1998,,
"M9312/1",M93121,1,"Squamous odontogenic tumour, uncertain whether benign or malignant","Squam odontogenic tum, ub/m",1/7/2002,,
"M9320/0",M93200,0,Odontogenic myxoma,Odontogenic myxoma,1/7/1998,,
"M9320/1",M93201,1,"Odontogenic myxoma, uncertain whether benign or malignant","Odontogenic myxoma, ub/m",1/7/2002,,
"M9321/0",M93210,0,Odontogenic fibroma NOS,Odontogenic fibroma NOS,1/7/1998,,
"M9321/1",M93211,1,"Odontogenic fibroma, uncertain whether benign or malignant","Odontogenic fibroma ub/m",1/7/2002,,
"M9322/0",M93220,0,Peripheral odontogenic fibroma,Peripheral odontogenic fibroma,1/7/1998,,
"M9330/0",M93300,0,Ameloblastic fibroma,Ameloblastic fibroma,1/7/1998,,
"M9330/1",M93301,1,"Ameloblastic fibroma, uncertain whether benign or malignant","Ameloblastic fibroma, ub/m",1/7/2002,,
"M9330/2",M93302,1,"Ameloblastic fibrosarcoma, in situ","Ameloblastic fibrosarcoma, insit",1/7/2013,,
"M9330/3",M93303,0,Ameloblastic fibrosarcoma,Ameloblastic fibrosarcoma,1/7/1998,,
"M9330/6",M93306,1,"Ameloblastic fibrosarcoma, metastatic","Ameloblastic fibrosarcoma, met",1/7/2002,,
"M9330/9",M93309,1,"Ameloblastic fibrosarcoma, uncertain whether primary or metastatic","Ameloblastic fibrosarcoma, up/m",1/7/2002,,
"M9340/0",M93400,0,Calcifying epithelial odontogenic tumour,Calcifying epthl odontogenic tum,1/7/1998,,
"M9340/1",M93401,1,"Calcifying epithelial odontogenic tumour, uncertain whether benign or malignant","Calcifying epthl odontogenic tum, ub/m",1/7/2002,,
"M9340/3",M93403,1,"Calcifying epithelial odontogenic tumour, malignant","Calcifying epthl odontogenic tum, malg",1/7/2013,,
"M9340/6",M93406,1,"Calcifying epithelial odontogenic tumour, metastatic","Calcifying epthl odontogenic tum, met",1/7/2013,,
"M9340/9",M93409,1,"Calcifying epithelial odontogenic tumour, uncertain whether primary or metastatic","Calcifying epthl odontogenic tum, up/m",1/7/2013,,
"M9341/1",M93411,0,Clear cell odontogenic tumour,Clear cell odontogenic tum,1/7/2002,1/7/2022,
"M9341/3",M93413,0,Clear cell odontogenic carcinoma,Clear cell odontogenic carcinoma,1/7/2022,,
"M9341/6",M93416,1,"Clear cell odontogenic carcinoma, metastatic",Clear cell odontogenic carcinoma met,1/7/2022,,
"M9341/9",M93419,1,"Clear cell odontogenic carcinoma, uncertain whether primary or metastatic","Clear cell odontogenic carcinoma up/m",1/7/2022,,
"M9342/2",M93422,1,"Odontogenic carcinosarcoma, in situ","Odontogenic carcinosarcoma, insit",1/7/2013,,
"M9342/3",M93423,0,Odontogenic carcinosarcoma,Odontogenic carcinosarcoma,1/7/2002,,
"M9342/6",M93426,1,"Odontogenic carcinosarcoma, metastatic","Odontogenic carcinosarcoma, met",1/7/2002,,
"M9342/9",M93429,1,"Odontogenic carcinosarcoma, uncertain whether primary or metastatic","Odontogenic carcinosarcoma, up/m",1/7/2002,,
"M9350/1",M93501,0,Craniopharyngioma,Craniopharyngioma,1/7/1998,,
"M9351/1",M93511,0,"Craniopharyngioma, adamantinomatous","Craniopharyngioma, adamantinomatous",1/7/2002,,
"M9352/1",M93521,0,"Craniopharyngioma, papillary","Craniopharyngioma, papilry",1/7/2002,,
"M9360/0",M93600,1,"Pinealoma, benign","Pinealoma, benign",1/7/2002,,
"M9360/1",M93601,0,Pinealoma,Pinealoma,1/7/1998,,
"M9361/0",M93610,1,"Pineocytoma, benign","Pineocytoma, benign",1/7/2002,,
"M9361/1",M93611,0,Pineocytoma,Pineocytoma,1/7/1998,,
"M9361/3",M93613,1,"Pineocytoma, malignant","Pineocytoma, malg",1/7/2013,,
"M9361/6",M93616,1,"Pineocytoma, metastatic","Pineocytoma, met",1/7/2013,,
"M9361/9",M93619,1,"Pineocytoma, uncertain whether primary or metastatic","Pineocytoma, up/m",1/7/2013,,
"M9362/1",M93621,1,"Pineoblastoma, uncertain whether benign or malignant","Pineoblastoma, ub/m",1/7/2002,,
"M9362/2",M93622,1,"Pineoblastoma, in situ","Pineoblastoma, insit",1/7/2013,,
"M9362/3",M93623,0,Pineoblastoma,Pineoblastoma,1/7/1998,,
"M9362/6",M93626,1,"Pineoblastoma, metastatic","Pineoblastoma, met",1/7/2002,,
"M9362/9",M93629,1,"Pineoblastoma, uncertain whether primary or metastatic","Pineoblastoma, up/m",1/7/2002,,
"M9363/0",M93630,0,Melanotic neuroectodermal tumour,Melanotic neuroectodermal tum,1/7/1998,,
"M9363/1",M93631,1,"Melanotic neuroectodermal tumour, uncertain whether benign or malignant","Melanotic neuroectodermal tum, ub/m",1/7/2002,,
"M9363/3",M93633,1,"Melanotic neuroectodermal tumour, malignant",Melanotic neuroectodermal tum malignant,1/7/2022,,
"M9363/6",M93636,1,"Melanotic neuroectodermal tumour, metastatic",Melanotic neuroectodermal tum metastatic,1/7/2022,,
"M9363/9",M93639,1,"Melanotic neuroectodermal tumour, uncertain whether primary or metastatic","Melanotic neuroectodermal tumour up/m",1/7/2022,,
"M9364/2",M93642,1,"Ewing sarcoma, in situ",Ewing sarcoma in situ,1/7/2013,,
"M9364/3",M93643,0,Ewing sarcoma,Ewing sarcoma,1/7/1998,,
"M9364/6",M93646,1,"Ewing sarcoma, metastatic",Ewing sarcoma metastatic,1/7/2002,,
"M9364/9",M93649,1,"Ewing sarcoma, uncertain whether primary or metastatic","Ewing sarcoma up/m",1/7/2002,,
"M9365/2",M93652,1,"Askin tumour, in situ","Askin tum, insit",1/7/2013,,
"M9365/3",M93653,0,Askin tumour,Askin tum,1/7/2002,,
"M9365/6",M93656,1,"Askin tumour, metastatic","Askin tum, met",1/7/2002,,
"M9365/9",M93659,1,"Askin tumour, uncertain whether primary or metastatic","Askin tum, up/m",1/7/2002,,
"M9370/0",M93700,0,Benign notochordal cell tumour,Benign notochordal cell tumour,1/7/2002,,
"M9370/1",M93701,1,"Chordoma, uncertain whether benign or malignant","Chordoma, ub/m",1/7/2002,,
"M9370/2",M93702,1,"Chordoma NOS, in situ","Chordoma NOS, insit",1/7/2013,,
"M9370/3",M93703,0,Chordoma NOS,Chordoma NOS,1/7/1998,,
"M9370/6",M93706,1,"Chordoma NOS, metastatic","Chordoma NOS, met",1/7/2002,,
"M9370/9",M93709,1,"Chordoma NOS, uncertain whether primary or metastatic","Chordoma NOS, up/m",1/7/2002,,
"M9371/0",M93710,1,"Chondroid chordoma, benign","Chondroid chordoma, benign",1/7/2002,,
"M9371/1",M93711,1,"Chondroid chordoma, uncertain whether benign or malignant","Chondroid chordoma, ub/m",1/7/2002,,
"M9371/2",M93712,1,"Chondroid chordoma, in situ","Chondroid chordoma, insit",1/7/2013,,
"M9371/3",M93713,0,Chondroid chordoma,Chondroid chordoma,1/7/2002,,
"M9371/6",M93716,1,"Chondroid chordoma, metastatic","Chondroid chordoma, met",1/7/2002,,
"M9371/9",M93719,1,"Chondroid chordoma, uncertain whether primary or metastatic","Chondroid chordoma, up/m",1/7/2002,,
"M9372/1",M93721,1,"Dedifferentiated chordoma, uncertain whether benign or malignant","Dedifferentiated chordoma, ub/m",1/7/2002,,
"M9372/2",M93722,1,"Dedifferentiated chordoma, in situ","Dedifferentiated chordoma, insit",1/7/2013,,
"M9372/3",M93723,0,Dedifferentiated chordoma,Dedifferentiated chordoma,1/7/2002,,
"M9372/6",M93726,1,"Dedifferentiated chordoma, metastatic","Dedifferentiated chordoma, met",1/7/2002,,
"M9372/9",M93729,1,"Dedifferentiated chordoma, uncertain whether primary or metastatic","Dedifferentiated chordoma, up/m",1/7/2002,,
"M9373/0",M93730,0,Parachordoma,Parachordoma,1/7/2002,,
"M9373/1",M93731,1,"Parachordoma, uncertain whether benign or malignant","Parachordoma, ub/m",1/7/2002,,
"M9380/0",M93800,1,"Glioma, benign","Glioma, benign",1/7/2013,,
"M9380/2",M93802,1,"Glioma, in situ","Glioma, insit",1/7/2013,,
"M9380/3",M93803,0,"Glioma, malignant","Glioma, malg",1/7/1998,,
"M9380/6",M93806,1,"Glioma, malignant, metastatic","Glioma, malg, met",1/7/2002,,
"M9380/9",M93809,1,"Glioma, malignant, uncertain whether primary or metastatic","Glioma, malg, up/m",1/7/2002,,
"M9381/2",M93812,1,"Gliomatosis cerebri, in situ","Gliomatosis cerebri, insit",1/7/2013,,
"M9381/3",M93813,0,Gliomatosis cerebri,Gliomatosis cerebri,1/7/1998,,
"M9381/6",M93816,1,"Gliomatosis cerebri, metastatic","Gliomatosis cerebri, met",1/7/2002,,
"M9381/9",M93819,1,"Gliomatosis cerebri, uncertain whether primary or metastatic","Gliomatosis cerebri, up/m",1/7/2002,,
"M9382/1",M93821,1,"Oligoastrocytoma, uncertain whether benign or malignant","Oligoastrocytoma ub/m",1/7/2002,,
"M9382/2",M93822,1,"Oligoastrocytoma, in situ",Oligoastrocytoma in situ,1/7/2013,,
"M9382/3",M93823,0,Oligoastrocytoma NOS,Oligoastrocytoma NOS,1/7/1998,,
"M9382/6",M93826,1,"Oligoastrocytoma, metastatic",Oligoastrocytoma metastatic,1/7/2002,,
"M9382/9",M93829,1,"Oligoastrocytoma, uncertain whether primary or metastatic","Oligoastrocytoma up/m",1/7/2002,,
"M9383/1",M93831,0,Subependymoma,Subependymoma,1/7/1998,,
"M9384/1",M93841,0,Subependymal giant cell astrocytoma,Subependymal giant cell astrocytoma,1/7/1998,,
"M9385/3",M93853,0,"Diffuse midline glioma, H3 K27M-mutant",Diffuse midline glioma H3 K27M-mutant,1/7/2022,,
"M9385/6",M93856,1,"Diffuse midline glioma, H3 K27M-mutant, metastatic",Dfs midline glioma H3 K27M-mutant met,1/7/2022,,
"M9385/9",M93859,1,"Diffuse midline glioma, H3 K27M-mutant, uncertain whether primary or metastatic","Dfs midline glioma H3 K27M-mutan up/m",1/7/2022,,
"M9390/0",M93900,0,Choroid plexus papilloma NOS,Choroid plexus papilloma NOS,1/7/1998,,
"M9390/1",M93901,0,Atypical choroid plexus papilloma,Atypical choroid plexus papilloma,1/7/2002,,
"M9390/2",M93902,1,"Choroid plexus papilloma, in situ","Choroid plexus papilloma, insit",1/7/2013,,
"M9390/3",M93903,0,Choroid plexus carcinoma,Choroid plexus ca,1/7/1998,,
"M9390/6",M93906,1,"Choroid plexus carcinoma, metastatic","Choroid plexus ca, met",1/7/2002,,
"M9390/9",M93909,1,"Choroid plexus carcinoma, uncertain whether primary or metastatic","Choroid plexus ca, up/m",1/7/2002,,
"M9391/0",M93910,1,"Ependymoma, benign",Ependymoma benign,1/7/2002,,
"M9391/1",M93911,0,Sellar ependymoma,Sellar ependymoma,1/7/2002,,
"M9391/2",M93912,1,"Ependymoma, in situ","Ependymoma, insit",1/7/2013,,
"M9391/3",M93913,0,Ependymoma NOS,Ependymoma NOS,1/7/1998,,
"M9391/6",M93916,1,"Ependymoma NOS, metastatic","Ependymoma NOS, met",1/7/2002,,
"M9391/9",M93919,1,"Ependymoma NOS, uncertain whether primary or metastatic","Ependymoma NOS, up/m",1/7/2002,,
"M9392/2",M93922,1,"Ependymoma, anaplastic, in situ","Ependymoma, anaplastic, insit",1/7/2013,,
"M9392/3",M93923,0,"Ependymoma, anaplastic","Ependymoma, anaplastic",1/7/1998,,
"M9392/6",M93926,1,"Ependymoma, anaplastic, metastatic","Ependymoma, anaplastic, met",1/7/2002,,
"M9392/9",M93929,1,"Ependymoma, anaplastic, uncertain whether primary or metastatic","Ependymoma, anaplastic, up/m",1/7/2002,,
"M9393/1",M93931,0,Papillary ependymoma (D43.-),Papillary ependymoma,1/7/1998,1/7/2002,
"M9393/2",M93932,1,"Papillary ependymoma, in situ","Papilry ependymoma, insit",1/7/2013,,
"M9393/3",M93933,0,Papillary ependymoma,Papilry ependymoma,1/7/2002,,
"M9393/6",M93936,1,"Papillary ependymoma, metastatic","Papilry ependymoma, met",1/7/2002,,
"M9393/9",M93939,1,"Papillary ependymoma, uncertain whether primary or metastatic","Papilry ependymoma, up/m",1/7/2002,,
"M9394/1",M93941,0,Myxopapillary ependymoma,Myxopapillary ependymoma,1/7/1998,,
"M9394/2",M93942,1,"Myxopapillary ependymoma, in situ","Myxopapillary ependymoma, insit",1/7/2013,,
"M9394/3",M93943,1,"Myxopapillary ependymoma, malignant","Myxopapillary ependymoma, malg",1/7/2002,,
"M9394/6",M93946,1,"Myxopapillary ependymoma, malignant, metastatic","Myxopapillary ependymoma, malg, met",1/7/2002,,
"M9394/9",M93949,1,"Myxopapillary ependymoma, uncertain whether primary or metastatic","Myxopapillary ependymoma, up/m",1/7/2002,,
"M9395/3",M93953,0,Papillary tumour of the pineal region,Papilry tum pineal rgn,1/7/2013,,
"M9395/6",M93956,1,"Papillary tumour of the pineal region, metastatic","Papilry tum pineal rgn, met",1/7/2013,,
"M9395/9",M93959,1,"Papillary tumour of the pineal region, uncertain whether primary or metastatic","Papilry tum pineal rgn, up/m",1/7/2013,,
"M9396/3",M93963,0,"Ependymoma, RELA fusion positive",Ependymoma RELA fusion positive,1/7/2022,,
"M9396/6",M93966,1,"Ependymoma, RELA fusion positive, metastatic",Ependymoma RELA fusion positive met,1/7/2022,,
"M9396/9",M93969,1,"Ependymoma, RELA fusion positive, uncertain whether primary or metastatic","Ependymoma RELA fusion positive up/m",1/7/2022,,
"M9400/0",M94000,1,"Astrocytoma NOS, benign","Astrocytoma NOS, benign",1/7/2013,,
"M9400/1",M94001,1,"Astrocytoma NOS, uncertain whether benign or malignant","Astrocytoma NOS, ub/m",1/7/2013,,
"M9400/2",M94002,1,"Astrocytoma NOS, in situ","Astrocytoma NOS, insit",1/7/2013,,
"M9400/3",M94003,0,Astrocytoma NOS,Astrocytoma NOS,1/7/1998,,
"M9400/6",M94006,1,"Astrocytoma NOS, metastatic","Astrocytoma NOS, met",1/7/2002,,
"M9400/9",M94009,1,"Astrocytoma NOS, uncertain whether primary or metastatic","Astrocytoma NOS, up/m",1/7/2002,,
"M9401/2",M94012,1,"Astrocytoma, anaplastic, in situ","Astrocytoma, anaplastic, insit",1/7/2013,,
"M9401/3",M94013,0,"Astrocytoma, anaplastic","Astrocytoma, anaplastic",1/7/1998,,
"M9401/6",M94016,1,"Astrocytoma, anaplastic, metastatic","Astrocytoma, anaplastic, met",1/7/2002,,
"M9401/9",M94019,1,"Astrocytoma, anaplastic, uncertain whether primary or metastatic","Astrocytoma, anaplastic, up/m",1/7/2002,,
"M9410/2",M94102,1,"Protoplasmic astrocytoma, in situ","Protoplasmic astrocytoma, insit",1/7/2013,,
"M9410/3",M94103,0,Protoplasmic astrocytoma,Protoplasmic astrocytoma,1/7/1998,,
"M9410/6",M94106,1,"Protoplasmic astrocytoma, metastatic","Protoplasmic astrocytoma, met",1/7/2002,,
"M9410/9",M94109,1,"Protoplasmic astrocytoma, uncertain whether primary or metastatic","Protoplasmic astrocytoma, up/m",1/7/2002,,
"M9411/2",M94112,1,"Gemistocytic astrocytoma, in situ","Gemistocytic astrocytoma, insit",1/7/2013,,
"M9411/3",M94113,0,Gemistocytic astrocytoma,Gemistocytic astrocytoma,1/7/1998,,
"M9411/6",M94116,1,"Gemistocytic astrocytoma, metastatic","Gemistocytic astrocytoma, met",1/7/2002,,
"M9411/9",M94119,1,"Gemistocytic astrocytoma, uncertain whether primary or metastatic","Gemistocytic astrocytoma, up/m",1/7/2002,,
"M9412/1",M94121,0,Desmoplastic infantile astrocytoma,Desmoplastic infantile astrocytoma,1/7/2002,,
"M9413/0",M94130,0,Dysembryoplastic neuroepithelial tumour,Dysembryoplastic neuroepithelial tum,1/7/2002,,
"M9420/3",M94203,0,Fibrillary astrocytoma,Fibrillary astrocytoma,1/7/1998,,
"M9420/6",M94206,1,"Fibrillary astrocytoma, metastatic","Fibrillary astrocytoma, met",1/7/2013,,
"M9420/9",M94209,1,"Fibrillary astrocytoma, uncertain whether primary or metastatic","Fibrillary astrocytoma, up/m",1/7/2013,,
"M9421/1",M94211,0,Pilocytic astrocytoma,Pilocytic astrocytoma,1/7/2002,,
"M9421/3",M94213,1,"Pilocytic astrocytoma, malignant","Pilocytic astrocytoma, malg",1/7/1998,,
"M9421/6",M94216,1,"Pilocytic astrocytoma, metastatic","Pilocytic astrocytoma, met",1/7/2002,,
"M9421/9",M94219,1,"Pilocytic astrocytoma, uncertain whether primary or metastatic","Pilocytic astrocytoma, up/m",1/7/2002,,
"M9422/3",M94223,0,Spongioblastoma NOS (C71.-),Spongioblastoma NOS,1/7/1998,1/7/2002,
"M9423/2",M94232,1,"Polar spongioblastoma, in situ","Polar spongioblastoma, insit",1/7/2013,,
"M9423/3",M94233,0,Polar spongioblastoma,Polar spongioblastoma,1/7/1998,,
"M9423/6",M94236,1,"Polar spongioblastoma, metastatic","Polar spongioblastoma, met",1/7/2002,,
"M9423/9",M94239,1,"Polar spongioblastoma, uncertain whether primary or metastatic","Polar spongioblastoma, up/m",1/7/2002,,
"M9424/2",M94242,1,"Pleomorphic xanthoastrocytoma, in situ","Pleomorphic xanthoastrocytoma, insit",1/7/2013,,
"M9424/3",M94243,0,Pleomorphic xanthoastrocytoma,Pleomorphic xanthoastrocytoma,1/7/1998,,
"M9424/6",M94246,1,"Pleomorphic xanthoastrocytoma, metastatic","Pleomorphic xanthoastrocytoma, met",1/7/2002,,
"M9424/9",M94249,1,"Pleomorphic xanthoastrocytoma, uncertain whether primary or metastatic","Pleomorphic xanthoastrocytoma, up/m",1/7/2002,,
"M9425/3",M94253,0,Pilomyxoid astrocytoma,Pilomyxoid astrocytoma,1/7/2013,,
"M9425/6",M94256,1,"Pilomyxoid astrocytoma, metastatic","Pilomyxoid astrocytoma, met",1/7/2013,,
"M9425/9",M94259,1,"Pilomyxoid astrocytoma, uncertain whether primary or metastatic","Pilomyxoid astrocytoma, up/m",1/7/2013,,
"M9430/2",M94302,1,"Astroblastoma, in situ","Astroblastoma, insit",1/7/2013,,
"M9430/3",M94303,0,Astroblastoma,Astroblastoma,1/7/1998,,
"M9430/6",M94306,1,"Astroblastoma, metastatic","Astroblastoma, met",1/7/2002,,
"M9430/9",M94309,1,"Astroblastoma, uncertain whether primary or metastatic","Astroblastoma, up/m",1/7/2002,,
"M9431/1",M94311,0,Angiocentric glioma,Angiocentric glioma,1/7/2013,,
"M9432/1",M94321,0,Pituicytoma,Pituicytoma,1/7/2013,,
"M9440/1",M94401,1,"Glioblastoma NOS, uncertain whether benign or malignant","Glioblastoma NOS, ub/m",1/7/2002,,
"M9440/2",M94402,1,"Glioblastoma NOS, in situ","Glioblastoma NOS, insit",1/7/2013,,
"M9440/3",M94403,0,Glioblastoma NOS,Glioblastoma NOS,1/7/1998,,
"M9440/6",M94406,1,"Glioblastoma NOS, metastatic","Glioblastoma NOS, met",1/7/2002,,
"M9440/9",M94409,1,"Glioblastoma NOS, uncertain whether primary or metastatic","Glioblastoma NOS, up/m",1/7/2002,,
"M9441/2",M94412,1,"Giant cell glioblastoma, in situ","Giant cell glioblastoma, insit",1/7/2013,,
"M9441/3",M94413,0,Giant cell glioblastoma,Giant cell glioblastoma,1/7/1998,,
"M9441/6",M94416,1,"Giant cell glioblastoma, metastatic","Giant cell glioblastoma, met",1/7/2002,,
"M9441/9",M94419,1,"Giant cell glioblastoma, uncertain whether primary or metastatic","Giant cell glioblastoma, up/m",1/7/2002,,
"M9442/1",M94421,0,Gliofibroma,Gliofibroma,1/7/2002,,
