code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag,block_change,ascii_desc_change,ascii_short_desc_change,sex_change,ageL_change,ageH_change,atype_change,rare_use_flag_change,Status
60021-00,6002100,1993,"Digital subtraction angiography of thorax, 10 or more data acquisition runs",DSA thorax >= 10 data acquisition runs,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
60024-00,6002400,1994,"Digital subtraction angiography of abdomen, 1 to 3 data acquisition runs",DSA abdomen 1 to 3 data acquisition runs,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60033-00,6003300,1994,"Digital subtraction angiography of abdomen, 10 or more data acquisition runs",DSA abdomen >= 10 data acquisition runs,1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
60036-00,6003600,1995,"Digital subtraction angiography of upper limb, 1 to 3 data acquisition runs, unilateral",DSA upper limb 1 to 3 DAR unilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60036-01,6003601,1995,"Digital subtraction angiography of upper limb, 1 to 3 data acquisition runs, bilateral",DSA upper limb 1 to 3 DAR bilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60045-00,6004500,1995,"Digital subtraction angiography of upper limb, 10 or more data acquisition runs, unilateral",DSA upper limb 10 or more DAR unilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60045-01,6004501,1995,"Digital subtraction angiography of upper limb, 10 or more data acquisition runs, bilateral",DSA upper limb 10 or more DAR bilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60048-00,6004800,1996,"Digital subtraction angiography of lower limb, 1 to 3 data acquisition runs, unilateral",DSA lower limb 1 to 3 DAR unilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60048-01,6004801,1996,"Digital subtraction angiography of lower limb, 1 to 3 data acquisition runs, bilateral",DSA lower limb 1 to 3 DAR bilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60057-00,6005700,1996,"Digital subtraction angiography of lower limb, 10 or more data acquisition runs, unilateral",DSA lower limb 10 or more DAR unilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60057-01,6005701,1996,"Digital subtraction angiography of lower limb, 10 or more data acquisition runs, bilateral",DSA lower limb 10 or more DAR bilateral,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60060-00,6006000,1997,"Digital subtraction angiography of aorta and lower limb, 1 to 3 data acquisition runs, unilateral",DSA aorta & lower limb 1 to 3 DAR uni,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60060-01,6006001,1997,"Digital subtraction angiography of aorta and lower limb, 1 to 3 data acquisition runs, bilateral",DSA aorta & lower limb 1 to 3 DAR bil,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60069-00,6006900,1997,"Digital subtraction angiography of aorta and lower limb, 10 or more data acquisition runs, unilateral",DSA aorta & lower limb >= 10 DAR uni,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
60069-01,6006901,1997,"Digital subtraction angiography of aorta and lower limb, 10 or more data acquisition runs, bilateral",DSA aorta & lower limb >= 10 DAR bil,1/7/1998,,,,,,0,0,1,1,0,0,0,0,0,UPDATED
61389-00,6138900,2008,Renal study with preprocedural administration of diuretic or angiotensin-converting enzyme [ACE] inhibitor,"Renal stud w preproc admin diuretic/ACE",1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
61442-00,6144200,2012,"Whole body study using gallium with single photon emission computerised tomography [SPECT], 2 or more body regions","Whle bd stud, gallium SPECT >= 2 bd rgn",1/7/1998,,,,,,0,0,1,0,0,0,0,0,0,UPDATED
88000-00,8800000,8888,Provisional use of 88000-00 [8888],Provisional use of 88000-00 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-01,8800001,8888,Provisional use of 88000-01 [8888],Provisional use of 88000-01 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-02,8800002,8888,Provisional use of 88000-02 [8888],Provisional use of 88000-02 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-03,8800003,8888,Provisional use of 88000-03 [8888],Provisional use of 88000-03 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-04,8800004,8888,Provisional use of 88000-04 [8888],Provisional use of 88000-04 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-05,8800005,8888,Provisional use of 88000-05 [8888],Provisional use of 88000-05 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-06,8800006,8888,Provisional use of 88000-06 [8888],Provisional use of 88000-06 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-07,8800007,8888,Provisional use of 88000-07 [8888],Provisional use of 88000-07 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-08,8800008,8888,Provisional use of 88000-08 [8888],Provisional use of 88000-08 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-09,8800009,8888,Provisional use of 88000-09 [8888],Provisional use of 88000-09 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-10,8800010,8888,Provisional use of 88000-10 [8888],Provisional use of 88000-10 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-11,8800011,8888,Provisional use of 88000-11 [8888],Provisional use of 88000-11 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-12,8800012,8888,Provisional use of 88000-12 [8888],Provisional use of 88000-12 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-13,8800013,8888,Provisional use of 88000-13 [8888],Provisional use of 88000-13 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-14,8800014,8888,Provisional use of 88000-14 [8888],Provisional use of 88000-14 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-15,8800015,8888,Provisional use of 88000-15 [8888],Provisional use of 88000-15 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-16,8800016,8888,Provisional use of 88000-16 [8888],Provisional use of 88000-16 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-17,8800017,8888,Provisional use of 88000-17 [8888],Provisional use of 88000-17 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-18,8800018,8888,Provisional use of 88000-18 [8888],Provisional use of 88000-18 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-19,8800019,8888,Provisional use of 88000-19 [8888],Provisional use of 88000-19 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-20,8800020,8888,Provisional use of 88000-20 [8888],Provisional use of 88000-20 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-21,8800021,8888,Provisional use of 88000-21 [8888],Provisional use of 88000-21 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-22,8800022,8888,Provisional use of 88000-22 [8888],Provisional use of 88000-22 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-23,8800023,8888,Provisional use of 88000-23 [8888],Provisional use of 88000-23 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-24,8800024,8888,Provisional use of 88000-24 [8888],Provisional use of 88000-24 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-25,8800025,8888,Provisional use of 88000-25 [8888],Provisional use of 88000-25 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-26,8800026,8888,Provisional use of 88000-26 [8888],Provisional use of 88000-26 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-27,8800027,8888,Provisional use of 88000-27 [8888],Provisional use of 88000-27 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-28,8800028,8888,Provisional use of 88000-28 [8888],Provisional use of 88000-28 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-29,8800029,8888,Provisional use of 88000-29 [8888],Provisional use of 88000-29 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-30,8800030,8888,Provisional use of 88000-30 [8888],Provisional use of 88000-30 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-31,8800031,8888,Provisional use of 88000-31 [8888],Provisional use of 88000-31 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-32,8800032,8888,Provisional use of 88000-32 [8888],Provisional use of 88000-32 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-33,8800033,8888,Provisional use of 88000-33 [8888],Provisional use of 88000-33 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-34,8800034,8888,Provisional use of 88000-34 [8888],Provisional use of 88000-34 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-35,8800035,8888,Provisional use of 88000-35 [8888],Provisional use of 88000-35 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-36,8800036,8888,Provisional use of 88000-36 [8888],Provisional use of 88000-36 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-37,8800037,8888,Provisional use of 88000-37 [8888],Provisional use of 88000-37 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-38,8800038,8888,Provisional use of 88000-38 [8888],Provisional use of 88000-38 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-39,8800039,8888,Provisional use of 88000-39 [8888],Provisional use of 88000-39 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-40,8800040,8888,Provisional use of 88000-40 [8888],Provisional use of 88000-40 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-41,8800041,8888,Provisional use of 88000-41 [8888],Provisional use of 88000-41 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-42,8800042,8888,Provisional use of 88000-42 [8888],Provisional use of 88000-42 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-43,8800043,8888,Provisional use of 88000-43 [8888],Provisional use of 88000-43 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-44,8800044,8888,Provisional use of 88000-44 [8888],Provisional use of 88000-44 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-45,8800045,8888,Provisional use of 88000-45 [8888],Provisional use of 88000-45 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-46,8800046,8888,Provisional use of 88000-46 [8888],Provisional use of 88000-46 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-47,8800047,8888,Provisional use of 88000-47 [8888],Provisional use of 88000-47 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-48,8800048,8888,Provisional use of 88000-48 [8888],Provisional use of 88000-48 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-49,8800049,8888,Provisional use of 88000-49 [8888],Provisional use of 88000-49 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-50,8800050,8888,Provisional use of 88000-50 [8888],Provisional use of 88000-50 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-51,8800051,8888,Provisional use of 88000-51 [8888],Provisional use of 88000-51 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-52,8800052,8888,Provisional use of 88000-52 [8888],Provisional use of 88000-52 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-53,8800053,8888,Provisional use of 88000-53 [8888],Provisional use of 88000-53 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-54,8800054,8888,Provisional use of 88000-54 [8888],Provisional use of 88000-54 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-55,8800055,8888,Provisional use of 88000-55 [8888],Provisional use of 88000-55 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-56,8800056,8888,Provisional use of 88000-56 [8888],Provisional use of 88000-56 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-57,8800057,8888,Provisional use of 88000-57 [8888],Provisional use of 88000-57 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-58,8800058,8888,Provisional use of 88000-58 [8888],Provisional use of 88000-58 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-59,8800059,8888,Provisional use of 88000-59 [8888],Provisional use of 88000-59 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-60,8800060,8888,Provisional use of 88000-60 [8888],Provisional use of 88000-60 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-61,8800061,8888,Provisional use of 88000-61 [8888],Provisional use of 88000-61 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-62,8800062,8888,Provisional use of 88000-62 [8888],Provisional use of 88000-62 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-63,8800063,8888,Provisional use of 88000-63 [8888],Provisional use of 88000-63 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-64,8800064,8888,Provisional use of 88000-64 [8888],Provisional use of 88000-64 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-65,8800065,8888,Provisional use of 88000-65 [8888],Provisional use of 88000-65 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-66,8800066,8888,Provisional use of 88000-66 [8888],Provisional use of 88000-66 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-67,8800067,8888,Provisional use of 88000-67 [8888],Provisional use of 88000-67 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-68,8800068,8888,Provisional use of 88000-68 [8888],Provisional use of 88000-68 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-69,8800069,8888,Provisional use of 88000-69 [8888],Provisional use of 88000-69 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-70,8800070,8888,Provisional use of 88000-70 [8888],Provisional use of 88000-70 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-71,8800071,8888,Provisional use of 88000-71 [8888],Provisional use of 88000-71 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-72,8800072,8888,Provisional use of 88000-72 [8888],Provisional use of 88000-72 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-73,8800073,8888,Provisional use of 88000-73 [8888],Provisional use of 88000-73 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-74,8800074,8888,Provisional use of 88000-74 [8888],Provisional use of 88000-74 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-75,8800075,8888,Provisional use of 88000-75 [8888],Provisional use of 88000-75 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-76,8800076,8888,Provisional use of 88000-76 [8888],Provisional use of 88000-76 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-77,8800077,8888,Provisional use of 88000-77 [8888],Provisional use of 88000-77 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-78,8800078,8888,Provisional use of 88000-78 [8888],Provisional use of 88000-78 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-79,8800079,8888,Provisional use of 88000-79 [8888],Provisional use of 88000-79 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-80,8800080,8888,Provisional use of 88000-80 [8888],Provisional use of 88000-80 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-81,8800081,8888,Provisional use of 88000-81 [8888],Provisional use of 88000-81 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-82,8800082,8888,Provisional use of 88000-82 [8888],Provisional use of 88000-82 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-83,8800083,8888,Provisional use of 88000-83 [8888],Provisional use of 88000-83 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-84,8800084,8888,Provisional use of 88000-84 [8888],Provisional use of 88000-84 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-85,8800085,8888,Provisional use of 88000-85 [8888],Provisional use of 88000-85 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-86,8800086,8888,Provisional use of 88000-86 [8888],Provisional use of 88000-86 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-87,8800087,8888,Provisional use of 88000-87 [8888],Provisional use of 88000-87 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-88,8800088,8888,Provisional use of 88000-88 [8888],Provisional use of 88000-88 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-89,8800089,8888,Provisional use of 88000-89 [8888],Provisional use of 88000-89 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-90,8800090,8888,Provisional use of 88000-90 [8888],Provisional use of 88000-90 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-91,8800091,8888,Provisional use of 88000-91 [8888],Provisional use of 88000-91 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-92,8800092,8888,Provisional use of 88000-92 [8888],Provisional use of 88000-92 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-93,8800093,8888,Provisional use of 88000-93 [8888],Provisional use of 88000-93 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-94,8800094,8888,Provisional use of 88000-94 [8888],Provisional use of 88000-94 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-95,8800095,8888,Provisional use of 88000-95 [8888],Provisional use of 88000-95 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-96,8800096,8888,Provisional use of 88000-96 [8888],Provisional use of 88000-96 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-97,8800097,8888,Provisional use of 88000-97 [8888],Provisional use of 88000-97 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-98,8800098,8888,Provisional use of 88000-98 [8888],Provisional use of 88000-98 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88000-99,8800099,8888,Provisional use of 88000-99 [8888],Provisional use of 88000-99 [8888],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-00,8800600,8889,Emergency use of 88006-00 [8889],Emergency use of 88006-00 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-01,8800601,8889,Emergency use of 88006-01 [8889],Emergency use of 88006-01 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-02,8800602,8889,Emergency use of 88006-02 [8889],Emergency use of 88006-02 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-03,8800603,8889,Emergency use of 88006-03 [8889],Emergency use of 88006-03 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-04,8800604,8889,Emergency use of 88006-04 [8889],Emergency use of 88006-04 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-05,8800605,8889,Emergency use of 88006-05 [8889],Emergency use of 88006-05 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-06,8800606,8889,Emergency use of 88006-06 [8889],Emergency use of 88006-06 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-07,8800607,8889,Emergency use of 88006-07 [8889],Emergency use of 88006-07 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-08,8800608,8889,Emergency use of 88006-08 [8889],Emergency use of 88006-08 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-09,8800609,8889,Emergency use of 88006-09 [8889],Emergency use of 88006-09 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-10,8800610,8889,Emergency use of 88006-10 [8889],Emergency use of 88006-10 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-11,8800611,8889,Emergency use of 88006-11 [8889],Emergency use of 88006-11 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-12,8800612,8889,Emergency use of 88006-12 [8889],Emergency use of 88006-12 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-13,8800613,8889,Emergency use of 88006-13 [8889],Emergency use of 88006-13 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-14,8800614,8889,Emergency use of 88006-14 [8889],Emergency use of 88006-14 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-15,8800615,8889,Emergency use of 88006-15 [8889],Emergency use of 88006-15 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-16,8800616,8889,Emergency use of 88006-16 [8889],Emergency use of 88006-16 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-17,8800617,8889,Emergency use of 88006-17 [8889],Emergency use of 88006-17 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-18,8800618,8889,Emergency use of 88006-18 [8889],Emergency use of 88006-18 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-19,8800619,8889,Emergency use of 88006-19 [8889],Emergency use of 88006-19 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-20,8800620,8889,Emergency use of 88006-20 [8889],Emergency use of 88006-20 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-21,8800621,8889,Emergency use of 88006-21 [8889],Emergency use of 88006-21 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-22,8800622,8889,Emergency use of 88006-22 [8889],Emergency use of 88006-22 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-23,8800623,8889,Emergency use of 88006-23 [8889],Emergency use of 88006-23 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-24,8800624,8889,Emergency use of 88006-24 [8889],Emergency use of 88006-24 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-25,8800625,8889,Emergency use of 88006-25 [8889],Emergency use of 88006-25 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-26,8800626,8889,Emergency use of 88006-26 [8889],Emergency use of 88006-26 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-27,8800627,8889,Emergency use of 88006-27 [8889],Emergency use of 88006-27 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-28,8800628,8889,Emergency use of 88006-28 [8889],Emergency use of 88006-28 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-29,8800629,8889,Emergency use of 88006-29 [8889],Emergency use of 88006-29 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-30,8800630,8889,Emergency use of 88006-30 [8889],Emergency use of 88006-30 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-31,8800631,8889,Emergency use of 88006-31 [8889],Emergency use of 88006-31 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-32,8800632,8889,Emergency use of 88006-32 [8889],Emergency use of 88006-32 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-33,8800633,8889,Emergency use of 88006-33 [8889],Emergency use of 88006-33 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-34,8800634,8889,Emergency use of 88006-34 [8889],Emergency use of 88006-34 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-35,8800635,8889,Emergency use of 88006-35 [8889],Emergency use of 88006-35 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-36,8800636,8889,Emergency use of 88006-36 [8889],Emergency use of 88006-36 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-37,8800637,8889,Emergency use of 88006-37 [8889],Emergency use of 88006-37 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-38,8800638,8889,Emergency use of 88006-38 [8889],Emergency use of 88006-38 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-39,8800639,8889,Emergency use of 88006-39 [8889],Emergency use of 88006-39 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-40,8800640,8889,Emergency use of 88006-40 [8889],Emergency use of 88006-40 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-41,8800641,8889,Emergency use of 88006-41 [8889],Emergency use of 88006-41 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-42,8800642,8889,Emergency use of 88006-42 [8889],Emergency use of 88006-42 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-43,8800643,8889,Emergency use of 88006-43 [8889],Emergency use of 88006-43 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-44,8800644,8889,Emergency use of 88006-44 [8889],Emergency use of 88006-44 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-45,8800645,8889,Emergency use of 88006-45 [8889],Emergency use of 88006-45 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-46,8800646,8889,Emergency use of 88006-46 [8889],Emergency use of 88006-46 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-47,8800647,8889,Emergency use of 88006-47 [8889],Emergency use of 88006-47 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-48,8800648,8889,Emergency use of 88006-48 [8889],Emergency use of 88006-48 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-49,8800649,8889,Emergency use of 88006-49 [8889],Emergency use of 88006-49 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-50,8800650,8889,Emergency use of 88006-50 [8889],Emergency use of 88006-50 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-51,8800651,8889,Emergency use of 88006-51 [8889],Emergency use of 88006-51 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-52,8800652,8889,Emergency use of 88006-52 [8889],Emergency use of 88006-52 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
88006-53,8800653,8889,Emergency use of 88006-53 [8889],Emergency use of 88006-53 [8889],1/7/2022,,,,,,2,0,0,0,0,0,0,0,0,NEW
