code_id,code_id_clean,block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,AgeL,AgeH,Atype,rare_use_flag
90118-01,9011801,333,Administration of agent into inner ear,Administration of agent into inner ear,1/7/2019,,,,,,0
90119-00,9011900,300,Otoscopy,Otoscopy,1/7/1998,,,,,,0
90120-00,9012000,174,Insertion of keratoprosthesis,Insertion of keratoprosthesis,1/7/2004,,,,,,0
90120-01,9012001,174,Removal of keratoprosthesis,Removal of keratoprosthesis,1/7/2004,,,,,,0
90130-00,9013000,374,Local destruction of intranasal lesion,Local destruction of intranasal lesion,1/7/1998,,,,,,0
90131-00,9013100,377,Local excision of other intranasal lesion,Local excision other intranasal lesion,1/7/1998,,,,,,0
90131-01,9013101,378,Rhinectomy,Rhinectomy,1/7/2019,,,,,,0
90132-00,9013200,380,Other repair of nose,Other repair of nose,1/7/1998,,,,,,0
90133-00,9013300,381,Other procedures on nose,Other procedures on nose,1/7/1998,,,,,,0
90134-00,9013400,391,Destruction of lesion of tongue,Destruction of lesion of tongue,1/7/1998,,,,,,0
90135-00,9013500,392,Excision of lesion of tongue,Excision of lesion of tongue,1/7/1998,,,,,,0
90136-00,9013600,393,Other repair of tongue,Other repair of tongue,1/7/1998,,,,,,0
90137-00,9013700,394,Other procedures on tongue,Other procedures on tongue,1/7/1998,,,,,,0
90138-00,9013800,397,Excision of lesion of salivary gland,Excision of lesion of salivary gland,1/7/1998,,,,,,0
90139-00,9013900,398,Other repair of salivary gland or duct,Other repair of salivary gland or duct,1/7/1998,,,,,,0
90140-00,9014000,399,Other procedures on salivary gland or duct,"Other procedures on salivary gland/duct",1/7/1998,,,,,,0
90141-00,9014100,403,Local excision or destruction of lesion of bony palate,"Local exc/destruction lesion bony plate",1/7/1998,1/7/2019,,,,,0
90141-01,9014101,403,Excision of other lesion of mouth,Excision of other lesion of mouth,1/7/1998,,,,,,0
90141-02,9014102,403,Excision or destruction of lesion of palate,"Exc/destruction of lesion of palate",1/7/2019,,,,,,0
90142-00,9014200,406,Other repair of mouth,Other repair of mouth,1/7/1998,1/7/2002,,,,,0
90142-01,9014201,406,Other repair of palate,Other repair of palate,1/7/1998,,,,,,0
90142-02,9014202,406,Other repair of uvula,Other repair of uvula,1/7/1998,,,,,,0
90143-00,9014300,408,Other procedures on mouth,Other procedures on mouth,1/7/1998,,,,,,0
90143-01,9014301,408,Other procedures on palate,Other procedures on palate,1/7/1998,,,,,,0
90143-02,9014302,408,Other procedures on uvula,Other procedures on uvula,1/7/1998,,,,,,0
90144-00,9014400,413,Excision of lesion of tonsils or adenoids,Excision lesion of tonsils or adenoids,1/7/1998,,,,,,0
90145-00,9014500,414,Other repair of tonsils and adenoids,Other repair of tonsils and adenoids,1/7/1998,,,,,,0
90146-00,9014600,415,Other procedures on tonsils or adenoids,Other procedures on tonsils or adenoids,1/7/1998,,,,,,0
90147-00,9014700,422,Other procedures on pharynx,Other procedures on pharynx,1/7/1998,,,,,,0
90149-00,9014900,421,Excision of other lesion of pharynx,Excision of other lesion of pharynx,1/7/1998,,,,,,0
90150-00,9015000,531,Thyroplasty,Thyroplasty,1/7/2002,,,,,,0
90160-00,9016000,531,Other procedures on larynx,Other procedures on larynx,1/7/1998,,,,,,0
90161-00,9016100,525,Excision of other lesion of larynx,Excision of other lesion of larynx,1/7/1998,,,,,,0
90162-00,9016200,542,Other procedures on trachea,Other procedures on trachea,1/7/1998,,,,,,0
90163-00,9016300,545,Other endoscopic excision of bronchus,Other endoscopic excision of bronchus,1/7/1998,1/7/2015,,,,,0
90163-01,9016301,545,Other endoscopic excision of bronchus,Other endoscopic excision of bronchus,1/7/2015,,,,,,0
90164-00,9016400,522,Incision of larynx,Incision of larynx,1/7/1998,,,,,,0
90165-00,9016500,547,Other open procedures on bronchus,Other open procedures on bronchus,1/7/1998,,,,,,0
90165-01,9016501,547,Other endoscopic procedures on bronchus,Other endoscopic procedures on bronchus,1/7/2015,,,,,,0
90165-02,9016502,547,Other closed procedures on bronchus,Other closed procedures on bronchus,1/7/2015,,,,,,0
90166-00,9016600,549,Division of pleural adhesions,Division of pleural adhesions,1/7/1998,,,,,,0
90167-00,9016700,534,Excision of lesion of trachea,Excision of lesion of trachea,1/7/1998,,,,,,0
90169-00,9016900,551,Endoscopic wedge resection of lung,Endoscopic wedge resection of lung,1/7/1998,,,,,,0
90170-00,9017000,551,Lung volume reduction surgery,Lung volume reduction surgery,1/7/1998,,,,,,0
90171-00,9017100,556,Endoscopic pleurodesis,Endoscopic pleurodesis,1/7/1998,,,,,,0
90172-00,9017200,555,"Sequential single lung transplantation, bilateral [BSSLT]",Sequential single lung trnsplnt bil,1/7/1998,,,,,,0
90172-01,9017201,555,Other transplantation of lung,Other transplantation of lung,1/7/1998,,,,,,0
90173-00,9017300,556,Other repair of lung or pleura,Other repair of lung or pleura,1/7/1998,,,,,,0
90174-00,9017400,557,Revision of cerebrospinal fluid [CSF] shunt at pleural site,Revision CSF shunt at pleural site,1/7/1998,,,,,,0
90175-00,9017500,567,Other procedures on chest wall,Other procedures on chest wall,1/7/1998,1/7/2015,,,,,0
90175-01,9017501,567,Other procedures on mediastinum,Other procedures on mediastinum,1/7/1998,1/7/2015,,,,,0
90175-02,9017502,567,Other procedures on diaphragm,Other procedures on diaphragm,1/7/1998,1/7/2015,,,,,0
90175-03,9017503,567,"Other endoscopic procedures on chest wall, mediastinum or diaphragm",Oth endosc proc ch wall mediast diaph,1/7/2015,,,,,,0
90175-04,9017504,567,"Other closed procedures on chest wall, mediastinum or diaphragm",Oth closed proc ch wall mediast diaph,1/7/2015,,,,,,0
90176-00,9017600,566,Repair of chest wall,Repair of chest wall,1/7/1998,,,,,,0
90177-00,9017700,566,Repair of thoracoabdominal duplication,Repair of thoracoabdominal duplication,1/7/1998,,,,,,0
90178-00,9017800,566,Other repair of diaphragm,Other repair of diaphragm,1/7/1998,,,,,,0
90179-00,9017900,568,"Endotracheal intubation, single lumen","Endotracheal intubation, single lumen",1/7/1998,1/7/2004,,,,,0
90179-01,9017901,568,"Endotracheal intubation, double lumen","Endotracheal intubation, double lumen",1/7/1998,1/7/2004,,,,,0
90179-02,9017902,568,Nasopharyngeal intubation,Nasopharyngeal intubation,1/7/2000,,,,,,0
90179-03,9017903,568,"Management of endotracheal intubation, single lumen",Mgmt endotrachl intubation single lumen,1/7/2000,1/7/2004,,,,,0
90179-04,9017904,568,"Management of endotracheal intubation, double lumen",Mgmt endotrachl intubation double lumen,1/7/2000,1/7/2004,,,,,0
90179-05,9017905,568,Management of nasopharyngeal intubation,Management of nasopharyngeal intubation,1/7/2000,,,,,,0
90179-06,9017906,568,Management of tracheostomy,Management of tracheostomy,1/7/2000,,,,,,0
90180-00,9018000,548,Insertion of pleuroperitoneal shunt,Insertion of pleuroperitoneal shunt,1/7/2002,,,,,,0
90181-00,9018100,558,Destruction procedures on lung,Destruction procedures on lung,1/7/2004,,,,,,0
90181-01,9018101,558,Endoscopic destruction procedures on lung,Endoscopic destruction procedures lung,1/7/2015,,,,,,0
90181-02,9018102,558,Other closed destruction procedures on lung,Other closed destruction procedures lung,1/7/2015,,,,,,0
90200-00,9020000,605,Revision of cerebrospinal fluid [CSF] shunt at atrial site,Revision CSF shunt at atrial site,1/7/1998,,,,,,0
90201-00,9020100,679,"Coronary artery bypass, using 1 other graft, not elsewhere classified",Coron art byps usg 1 other gft NEC,1/7/1998,,,,,,0
90201-01,9020101,679,"Coronary artery bypass, using 2 other grafts, not elsewhere classified",Coron art byps usg 2 other gft NEC,1/7/1998,,,,,,0
90201-02,9020102,679,"Coronary artery bypass, using 3 other grafts, not elsewhere classified",Coron art byps usg 3 other gft NEC,1/7/1998,,,,,,0
90201-03,9020103,679,"Coronary artery bypass, using 4 or more other grafts, not elsewhere classified",CAB using 4 or more other grafts NEC,1/7/1998,,,,,,0
90202-00,9020200,649,Insertion of temporary epicardial electrode for cardiac pacemaker,Ins tempry epicardl elec card pcmkr,1/7/1998,,,,,,0
90202-01,9020201,649,Placement of temporary transcutaneous electrode for cardiac pacemaker,Plcmt tempry trnscut elec card pcmkr,1/7/2000,,,,,,0
90202-02,9020202,649,Insertion of temporary epicardial electrode for cardiac defibrillator,Ins tempry epicardl elec card defib,1/7/2008,,,,,,0
90203-00,9020300,654,Adjustment of transvenous electrode for cardiac pacemaker,Adjust trnsven elec for card pacemaker,1/7/1998,,,,,,0
90203-01,9020301,654,Percutaneous removal of temporary electrode,Percutaneous removal temporary electrode,1/7/1998,1/7/2008,,,,,0
90203-02,9020302,654,"Adjustment of left ventricular electrode for cardiac pacemaker via thoracotomy, sternotomy or subxyphoid approach",Adjust ventrl elec pcmkr thmy stmy sbx,1/7/2008,,,,,,0
90203-03,9020303,654,Replacement of temporary transvenous electrode for cardiac pacemaker,Replace temp trnsven elec card pacemaker,1/7/2008,,,,,,0
90203-04,9020304,654,Removal of temporary transvenous electrode for cardiac pacemaker,"R/O temp trnsven elec f card pacemaker",1/7/2008,,,,,,0
90203-05,9020305,655,Adjustment of subcutaneous cardiac pacemaker generator,Adjustment sbc cardiac pcmkr generator,1/7/2008,,,,,,0
90203-06,9020306,656,Adjustment of cardiac defibrillator generator,Adjust cardiac defibrillator generator,1/7/2008,,,,,,0
90203-07,9020307,656,Removal of cardiac defibrillator generator,"R/O cardiac defibrillator generator",1/7/2008,,,,,,0
90203-08,9020308,654,Adjustment of transvenous electrode for cardiac defibrillator,Adjust trnsven elec card defibrillator,1/7/2008,,,,,,0
90203-09,9020309,654,"Adjustment of left ventricular electrode for cardiac defibrillator via thoracotomy, sternotomy or subxyphoid approach",Adjust L ventrl elec defib thmy stmy sbx,1/7/2008,,,,,,0
90203-10,9020310,654,Replacement of temporary transvenous electrode for cardiac defibrillator,Replacement temp trnsven elec card defib,1/7/2008,,,,,,0
90203-11,9020311,654,Removal of temporary transvenous electrode for cardiac defibrillator,"R/O temp trnsven elec f card defib",1/7/2008,,,,,,0
90204-00,9020400,659,Removal of donor heart for transplantation,Removal donor heart for transplantation,1/7/1998,,,,,,0
90204-01,9020401,659,Removal of donor heart and lung for transplantation,"R/O donor heart & lung f transplantation",1/7/1998,,,,,,0
90205-00,9020500,660,Heart transplantation,Heart transplantation,1/7/1998,,,,,,0
90205-01,9020501,660,Heart and lung transplantation,Heart and lung transplantation,1/7/1998,,,,,,0
90206-00,9020600,641,Cardiomyoplasty,Cardiomyoplasty,1/7/1998,,,,,,0
90207-00,9020700,663,Revision or relocation of skin pocket for implantable automatic defibrillator generator,"Rev/reloc sk pckt impl automc defib genr",1/7/1998,1/7/2000,,,,,0
90208-00,9020800,692,Balloon dilation of coarctation of aorta,Balloon dilation of coarctation of aorta,1/7/1998,1/7/2000,,,,,0
90209-00,9020900,708,Direct closure of subclavian artery,Direct closure subclavian artery,1/7/1998,,,,,,0
90209-01,9020901,708,Direct closure of innominate artery,Direct closure innominate artery,1/7/1998,,,,,,0
90209-02,9020902,708,Direct closure of aorta,Direct closure of aorta,1/7/1998,,,,,,0
90209-03,9020903,708,Direct closure of other artery,Direct closure of other artery,1/7/1998,,,,,,0
90210-00,9021000,709,Repair of subclavian artery by direct anastomosis,"Repair subclavian art, dir anstms",1/7/1998,,,,,,0
90210-01,9021001,709,Repair of innominate artery by direct anastomosis,"Repair innominate art, dir anstms",1/7/1998,,,,,,0
90210-02,9021002,709,Repair of aorta by direct anastomosis,Repair aorta by direct anastomosis,1/7/1998,,,,,,0
90211-00,9021100,711,Subclavian-vertebral bypass using vein,Subclavian-vertebral bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-01,9021101,711,Subclavian-axillary bypass using vein,Subclavian-axillary bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-02,9021102,711,Spleno-renal bypass using vein,Spleno-renal bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-03,9021103,711,Aorto-coeliac bypass using vein,Aorto-coeliac bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-04,9021104,711,Aorto-femoro-popliteal bypass using vein,Aorto-femoro-popliteal bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-05,9021105,711,Ilio-iliac bypass using vein,Ilio-iliac bypass using vein,1/7/1998,1/7/2000,,,,,0
90211-06,9021106,711,Popliteal-tibial bypass using vein,Popliteal-tibial bypass using vein,1/7/1998,1/7/2000,,,,,0
90212-00,9021200,712,Aorto-subclavian bypass using synthetic material,Aorto-subclavian bypass usg synthc matrl,1/7/1998,1/7/2000,,,,,0
90212-01,9021201,712,Subclavian-subclavian bypass using synthetic material,"Subclavian-subclavian byps, synthc matrl",1/7/1998,1/7/2000,,,,,0
90212-02,9021202,712,Subclavian-vertebral bypass using synthetic material,Subclavian-vertebral bypass synthc matrl,1/7/1998,1/7/2000,,,,,0
90212-03,9021203,712,Subclavian-axillary bypass using synthetic material,"Subclavian-axillary bypass, synthc matrl",1/7/1998,1/7/2000,,,,,0
90212-04,9021204,712,Axillo-axillary bypass using synthetic material,Axillo-axillary bypass usg synthc matrl,1/7/1998,1/7/2000,,,,,0
90212-05,9021205,712,Axillo-brachial bypass using synthetic material,Axillo-brachial bypass usg synthc matrl,1/7/1998,1/7/2000,,,,,0
90212-06,9021206,712,Spleno-renal bypass using synthetic material,Spleno-renal bypass usg synthc material,1/7/1998,1/7/2000,,,,,0
90212-07,9021207,712,Aorto-coeliac bypass using synthetic material,Aorto-coeliac bypass usg synthetic matrl,1/7/1998,1/7/2000,,,,,0
90212-08,9021208,712,Aorto-femoro-popliteal bypass using synthetic material,Aorto-femoro-popliteal byps synthc matrl,1/7/1998,1/7/2000,,,,,0
90212-09,9021209,712,Ilio-iliac bypass using synthetic material,Ilio-iliac bypass using synthetic matrl,1/7/1998,1/7/2000,,,,,0
90212-10,9021210,712,Popliteal-tibeal bypass using synthetic material,Popliteal-tibial bypass usg synthc matrl,1/7/1998,1/7/2000,,,,,0
90213-00,9021300,710,Repair of subclavian artery by interposition graft,"Repair subclavian art, interpstn gft",1/7/1998,,,,,,0
90213-01,9021301,710,Repair of innominate artery by interposition graft,"Repair innominate art, interpstn gft",1/7/1998,,,,,,0
90213-02,9021302,710,Repair of aorta by interposition graft,"Repair aorta, interposition graft",1/7/1998,,,,,,0
90213-03,9021303,710,Repair of other artery by interposition graft,"Repair other artery, interpstn gft",1/7/1998,,,,,,0
90214-00,9021400,648,Insertion of permanent triple chamber transvenous electrodes,Ins perm triple chamber trnsven elec,1/7/2004,1/7/2008,,,,,0
90214-01,9021401,654,Percutaneous removal of triple chamber permanent electrode,"Perc R/O triple chamber perm electrode",1/7/2004,1/7/2008,,,,,0
90214-02,9021402,654,Removal of triple chamber permanent electrode,"R/O triple chamber permanent electrode",1/7/2004,1/7/2008,,,,,0
90215-00,9021500,732,Direct closure of subclavian vein,Direct closure subclavian vein,1/7/1998,,,,,,0
90215-01,9021501,732,Direct closure of innominate vein,Direct closure innominate vein,1/7/1998,,,,,,0
90215-02,9021502,732,Direct closure of vena cava,Direct closure of vena cava,1/7/1998,,,,,,0
90216-00,9021600,733,Repair of subclavian vein by direct anastomosis,Repair subclavian vein dir anstms,1/7/1998,,,,,,0
90216-01,9021601,733,Repair of innominate vein by direct anastomosis,Repair innominate vein dir anstms,1/7/1998,,,,,,0
90216-02,9021602,733,Repair of vena cava by direct anastomosis,Repair vena cava by direct anstms,1/7/1998,1/7/2002,,,,,0
90217-00,9021700,734,Repair of innominate vein by interposition graft,Repair innominate vein interpstn gft,1/7/1998,,,,,,0
90217-01,9021701,734,Repair of subclavian vein by interposition graft,Repair subclavian vein interpstn gft,1/7/1998,,,,,,0
90217-02,9021702,734,Repair of vena cava by interposition graft,Repair vena cava by interpstn gft,1/7/1998,,,,,,0
90218-00,9021800,669,"Percutaneous transluminal coronary angioplasty with aspiration thrombectomy, 1 artery","PTCA w aspr thrmbectmy, 1 art",1/7/2013,,,,,,0
90218-01,9021801,669,"Percutaneous transluminal coronary angioplasty with aspiration thrombectomy, multiple arteries","PTCA w aspr thrmbectmy, mult art",1/7/2013,,,,,,0
90218-02,9021802,669,"Percutaneous transluminal coronary angioplasty with embolic protection device, 1 artery","PTCA w embolic protection dev, 1 art",1/7/2013,,,,,,0
90218-03,9021803,669,"Percutaneous transluminal coronary angioplasty with embolic protection device, multiple arteries","PTCA w embolic protection dev, mult art",1/7/2013,,,,,,0
90219-00,9021900,663,Revision or relocation of skin pocket for subcutaneous cardiac pacemaker or defibrillator,Rev reloc skin pckt sbc card pcmkr defib,1/7/1998,,,,,,0
90220-00,9022000,738,"Catheterisation/cannulation of other vein","Catheterisation/cannulation of oth vein",1/7/1998,,,,,,0
90221-00,9022100,657,Direct intracoronary artery injection or infusion of a thrombolytic agent,"Dir coronary art injct/infus thrmblytc",1/7/1998,1/7/2000,,,,,0
90222-00,9022200,720,Other procedures on arteries,Other procedures on arteries,1/7/1998,,,,,,0
90222-01,9022201,739,Other procedures on veins,Other procedures on veins,1/7/1998,,,,,,0
90223-00,9022300,767,Other vascular procedures,Other vascular procedures,1/7/1998,1/7/2008,,,,,0
90223-01,9022301,777,Other vascular procedures,Other vascular procedures,1/7/2008,,,,,,0
90224-00,9022400,603,Repair of transposition of great vessels,Repair of transposition of great vessels,1/7/1998,,,,,,0
90225-00,9022500,642,Extracorporeal membrane oxygenation [ECMO],Extracorporeal membrane oxygenation,1/7/1998,1/7/2017,,,,,0
90225-01,9022501,572,Extracorporeal membrane oxygenation [ECMO],Extracorporeal membrane oxygenation,1/7/2017,,,,,,0
90225-02,9022502,572,Extracorporeal carbon dioxide removal [ECCOR] [ECCO2R],Extracorporeal carbon dioxide removal,1/7/2017,,,,,,0
90226-00,9022600,694,Embolisation of cerebral artery for arteriovenous malformation,Embolisation of cerebral artery for AVM,1/7/1998,1/7/2000,,,,,0
90228-00,9022800,762,Endoluminal repair of aneurysm,Endoluminal repair of aneurysm,1/7/1998,1/7/2002,,,,,0
90229-00,9022900,700,Other endarterectomy,Other endarterectomy,1/7/1998,,,,,,0
90230-00,9023000,702,Embolectomy or thrombectomy of other artery,"Embolectomy/thrombectomy of other artery",1/7/1998,,,,,,0
90231-00,9023100,762,Replacement of bypass graft from trunk,Replacement of bypass graft from trunk,1/7/1998,,,,,,0
90232-00,9023200,732,Direct closure of other vein,Direct closure of other vein,1/7/2002,,,,,,0
90233-00,9023300,734,Repair of other vein by interposition graft,Rep other vein by interposition graft,1/7/2002,,,,,,0
90234-00,9023400,1856,Testing of cardiac defibrillator,Testing of cardiac defibrillator,1/7/2004,1/7/2010,,,,,0
90235-00,9023500,702,Embolectomy or thrombectomy of intracranial artery,"Emblectmy/thrmbectmy intrcran artery",1/7/2013,1/7/2019,,,,,0
90235-01,9023501,729,Thrombectomy of intracranial vein,Thrombectomy of intracranial vein,1/7/2013,1/7/2019,,,,,0
90280-00,9028000,803,Other procedures on bone marrow,Other procedures on bone marrow,1/7/1998,,,,,,0
90281-00,9028100,804,Incision of lymphatic structure,Incision of lymphatic structure,1/7/1998,,,,,,0
90282-00,9028200,811,Excision of lymph node of other site,Excision of lymph node of other site,1/7/1998,1/7/2019,,,,,0
90282-01,9028201,811,Regional excision of lymph nodes of other site,Regional excision lymph nodes other site,1/7/1998,1/7/2019,,,,,0
90282-02,9028202,811,Radical excision of lymph nodes of other site,"Radical excision lymph nodes, other site",1/7/1998,1/7/2019,,,,,0
90283-00,9028300,812,Other procedures on lymphatic structures,Other procedures on lymphatic structures,1/7/1998,,,,,,0
90284-00,9028400,812,Percutaneous removal of lymphocele,Percutaneous removal of lymphocele,1/7/2004,,,,,,0
90284-01,9028401,812,Laparoscopic removal of lymphocele,Laparoscopic removal of lymphocele,1/7/2004,,,,,,0
90284-02,9028402,812,Removal of lymphocele,Removal of lymphocele,1/7/2004,,,,,,0
90294-00,9029400,968,Endoscopic excision of lesion of bile ducts or sphincter of Oddi,Endosc exc lsn BDs or sphc of Oddi,1/7/2008,,,,,,0
90294-01,9029401,979,Endoscopic excision of lesion of pancreas or pancreatic duct,Endosc exc lsn of pancr or pancr duct,1/7/2008,,,,,,0
90295-00,9029500,906,Endoscopic insertion of colonic prosthesis,Endosc ins of colonic prosth,1/7/2008,1/7/2015,,,,,0
90295-01,9029501,906,Endoscopic replacement of colonic prosthesis,Endosc replace of colonic prosth,1/7/2008,1/7/2015,,,,,0
90295-02,9029502,906,Endoscopic removal of colonic prosthesis,"Endosc R/O colonic prosth",1/7/2008,1/7/2015,,,,,0
90295-03,9029503,929,Endoscopic insertion of rectal prosthesis,Endosc ins of rectal prosth,1/7/2008,1/7/2015,,,,,0
90295-04,9029504,929,Endoscopic replacement of rectal prosthesis,Endosc replace of rectal prosth,1/7/2008,1/7/2015,,,,,0
90295-05,9029505,929,Endoscopic removal of rectal prosthesis,"Endosc R/O rectal prosth",1/7/2008,1/7/2015,,,,,0
90296-00,9029600,887,Endoscopic control of upper gastrointestinal bleeding,Endosc cntl upper GI bleeding,1/7/2008,,,,,,0
90297-00,9029700,861,Endoscopic mucosal resection of oesophagus,Endosc mucosal resec oesophagus,1/7/2008,,,,,,0
90297-01,9029701,880,Endoscopic mucosal resection of stomach,Endosc mucosal resec stomch,1/7/2008,,,,,,0
90297-02,9029702,914,Endoscopic mucosal resection of large intestine,Endosc mucosal resec lrg intes,1/7/2008,,,,,,0
90298-00,9029800,953,Transjugular liver biopsy,Transjugular liver biopsy,1/7/2004,,,,,,0
90299-00,9029900,956,Destruction procedures on liver,Destruction procedures on liver,1/7/2002,1/7/2019,,,,,0
90299-01,9029901,956,Endoscopic destruction procedures on liver,Endosc destruction procedures on liver,1/7/2017,1/7/2019,,,,,0
90299-02,9029902,956,Other closed destruction procedures on liver,Other closed dest procedures on liver,1/7/2017,1/7/2019,,,,,0
90300-00,9030000,867,Repair of oesophageal duplication,Repair of oesophageal duplication,1/7/1998,,,,,,0
90301-00,9030100,869,Other procedures on oesophagus,Other procedures on oesophagus,1/7/1998,,,,,,0
90302-00,9030200,881,Gastrostomy with passage of indwelling transanastomotic tube,Gastrostomy w indwel tube,1/7/1998,,,,,,0
90303-00,9030300,887,Repair of gastric duplication,Repair of gastric duplication,1/7/1998,,,,,,0
90304-00,9030400,887,Other repair of stomach,Other repair of stomach,1/7/1998,,,,,,0
90305-00,9030500,890,Other procedures on stomach,Other procedures on stomach,1/7/1998,,,,,,0
90306-00,9030600,892,Laparoscopic insertion of feeding jejunostomy tube,Lap insertion feeding jejunostomy tube,1/7/1998,,,,,,0
90307-00,9030700,903,Other procedures on small intestine,Other procedures on small intestine,1/7/1998,,,,,,0
90308-00,9030800,908,Endoscopic destruction of lesion or tissue of large intestine,Endoscopic dest lesion or tis large int,1/7/1998,,,,,,0
90309-00,9030900,917,Other repair of large intestine,Other repair of large intestine,1/7/1998,1/7/2002,,,,,0
90310-00,9031000,925,Other procedures on large intestine,Other procedures on large intestine,1/7/1998,,,,,,0
90311-00,9031100,927,Other procedures on appendix,Other procedures on appendix,1/7/1998,,,,,,0
90312-00,9031200,931,Electrocoagulation of tissue of rectum,Electrocoagulation of tissue of rectum,1/7/1998,,,,,,0
90312-01,9031201,931,Cryotherapy of tissue of rectum,Cryotherapy of tissue of rectum,1/7/1998,,,,,,0
90313-00,9031300,940,Other repair of rectum,Other repair of rectum,1/7/1998,,,,,,0
90313-01,9031301,940,Manual reduction of rectal prolapse,Manual reduction of rectal prolapse,1/7/1998,,,,,,0
90314-00,9031400,942,Other procedures on rectum,Other procedures on rectum,1/7/1998,,,,,,0
90315-00,9031500,933,Endoscopic excision of lesion or tissue of anus,"Endoscopic e/o lesion tissue anus",1/7/1998,,,,,,0
90315-01,9031501,933,Excision of other lesion or tissue of anus,Excision other lesion or tissue anus,1/7/1998,,,,,,0
90316-00,9031600,942,Other procedures on anus,Other procedures on anus,1/7/1998,,,,,,0
90317-00,9031700,954,Transplantation of liver,Transplantation of liver,1/7/1998,,,,,,0
90318-00,9031800,954,Other repair of liver,Other repair of liver,1/7/1998,,,,,,0
90319-00,9031900,956,Other open procedures on liver,Other open procedures on liver,1/7/1998,,,,,,0
90319-01,9031901,951,Percutaneous aspiration of liver,Percutaneous aspiration of liver,1/7/1998,,,,,,0
90319-03,9031903,956,Other endoscopic procedures on liver,Other endoscopic procedures on liver,1/7/2017,,,,,,0
90319-04,9031904,956,Other closed procedures on liver,Other closed procedures on liver,1/7/2017,,,,,,0
90320-00,9032000,971,Other repair of gallbladder,Other repair of gallbladder,1/7/1998,,,,,,0
90321-00,9032100,971,Other repair of biliary tract,Other repair of biliary tract,1/7/1998,,,,,,0
90322-00,9032200,973,Other procedures on gallbladder,Other procedures on gallbladder,1/7/1998,,,,,,0
90323-00,9032300,973,Other procedures on biliary tract,Other procedures on biliary tract,1/7/1998,,,,,,0
90324-00,9032400,981,Transplantation of pancreas,Transplantation of pancreas,1/7/1998,,,,,,0
90325-00,9032500,981,Other repair of pancreas,Other repair of pancreas,1/7/1998,,,,,,0
90326-00,9032600,982,Other procedures on pancreas,Other procedures on pancreas,1/7/1998,,,,,,0
90327-00,9032700,989,Excision of congenital intra-abdominal lesion,Excision cong intra-abdominal lesion,1/7/1998,,,,,,0
90328-00,9032800,989,Excision of lesion of peritoneal tissue,Excision of lesion of peritoneal tissue,1/7/1998,,,,,,0
90328-01,9032801,989,Excision of lesion of peritoneal tissue with intestinal resection,Exc lesion peritonl tis w intest resect,1/7/1998,,,,,,0
90329-00,9032900,1000,Other repair of abdomen,Other repair of abdomen,1/7/1998,,,,,,0
90329-01,9032901,1000,Other repair of peritoneum,Other repair of peritoneum,1/7/1998,,,,,,0
90329-02,9032902,1000,Other repair of omentum,Other repair of omentum,1/7/1998,,,,,,0
90329-03,9032903,1000,Other repair of mesentery,Other repair of mesentery,1/7/1998,,,,,,0
90330-00,9033000,1001,Revision of cerebrospinal fluid shunt at peritoneal site,Revision CSF shunt at peritoneal site,1/7/1998,,,,,,0
90331-00,9033100,1004,"Other procedures on abdomen, peritoneum or omentum","Oth proc abdomen, peritoneum or omentum",1/7/1998,,,,,,0
90332-00,9033200,1010,Anorectal myectomy for short segment Hirschsprung's disease,"Anorectal myectomy, short seg Hirschspg",1/7/1998,1/7/2002,,,,,0
90333-00,9033300,1011,Percutaneous transhepatic embolisation of varices,"Perc transhepatic embolisation, varices",1/7/1998,1/7/2008,,,,,0
90334-00,9033400,1011,Transjugular intrahepatic portosystemic shunt [TIPS],Trnsjugular intrahep portosystemic shunt,1/7/1998,,,,,,0
90335-00,9033500,1011,Other diagnostic procedures on the digestive system,Other dx procedures on digestive system,1/7/1998,,,,,,0
90335-01,9033501,1011,Other procedures on the digestive system,Other procedures on digestive system,1/7/1998,,,,,,0
90336-00,9033600,896,Isolation of segment of small intestine for interposition,Isolation of segment of small intestine,1/7/1998,1/7/2002,,,,,0
90336-01,9033601,914,Isolation of segment of large intestine for interposition,Isolation seg large intest for interpstn,1/7/1998,1/7/2002,,,,,0
90337-00,9033700,958,Other stenting of biliary tract,Other stenting of biliary tract,1/7/1998,,,,,,0
90338-00,9033800,930,Incision of rectum or anus,Incision of rectum or anus,1/7/1998,,,,,,0
90339-00,9033900,887,Closure of gastrostomy,Closure of gastrostomy,1/7/1998,,,,,,0
90340-00,9034000,901,Closure of fistula of small intestine,Closure of fistula of small intestine,1/7/1998,,,,,,0
90340-01,9034001,917,Closure of fistula of large intestine,Closure of fistula of large intestine,1/7/1998,,,,,,0
90341-00,9034100,933,Other excision of lesion of rectum,Other excision of lesion of rectum,1/7/1998,,,,,,0
90342-00,9034200,940,Suture of laceration of rectum,Suture of laceration of rectum,1/7/1998,,,,,,0
90342-01,9034201,940,Suture of laceration of anus,Suture of laceration of anus,1/7/1998,,,,,,0
90342-02,9034202,887,Suture of laceration of stomach,Suture of laceration of stomach,1/7/1998,,,,,,0
