," Intravascular ultrasound (IVUS) related complication,",to 1,15.58.19,E879.8,,Y84.8,,15.58.01," Complication related to echocardiographic procedure,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
, ____________________ End of branch ____________________,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2600,Complications related to cardiac catheterisation & transluminal interventions,,,,,,,,,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
, Peri-&postprocedural cardiovascular disorders-complications,to 1880,not relevant   ,,,,,,,,,,,,,,,
, Failure of transcatheter procedures,to 2602,not relevant,,,,,,,,,,,,,,,
, Trauma related complications during catheterisation,to 2605,not relevant,,,,,,,,,,,,,,,
, Local complications at cardiac catheterisation approach sites,to 2610,not relevant,,,,,,,,,,,,,,,
, Problems involving equipment during cardiac catheterisation,to 2620,not relevant,,,,,,,,,,,,,,,
, Complications following device implantation,to 2622,not relevant,,,,,,,,,,,,,,,
, Complications involving stents,to 2624,not relevant,,,,,,,,,,,,,,,
, Complications following coil implantation,to 2626,not relevant,,,,,,,,,,,,,,,
, Transluminal arrhythmia ablation procedure related complications,to 925,not relevant,,, ,,,,,,,,,,,,
, Specific complications following fetal intervention ,to 2680,not relevant,,,,,,,,,,,,,,,
, Vascular access and line complications,to 2790,not relevant,,, ,,,,,,,,,,,,
, Postprocedural hypovolaemia,to 1890,not relevant,,,,, ,,,,,,,,,,
,Qualifiers related to timing of event with respect to cardiovascular catheterisation procedure,to 2816,not relevant,,,,,,,,,,,,,,,
 ," Cardiac catheterisation complication,",to 2800,15.50.00,998.0,E879.0,T81.9,Y84.0,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Complication related to transcatheter cardiovascular intervention,",to 2800,15.51.36,998.0,E879.0,T81.9,Y84.0,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Cardiovascular catheterisation angioplasty related complication,",to 2800,15.41.62,998.0,E879.0,T81.9,Y84.0,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," No cardiovascular catheterisation complication,",to 2800,15.50.10,,,,,15.90.03," No postprocedural complications,",,,,,,,,,
," Cardiovascular catheterisation related haemodynamic derangement,",to 2800,15.50.08,998.0,E879.0,T81.9,Y84.0,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Transcatheter cardiac biopsy related complication,",to 2800,15.41.68,998.0,E879.0,T81.9,Y84.0,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Cardiovascular catheterisation valvuloplasty related complication,",to 2800,15.41.69,998.0,E879.0,T81.9,Y84.0,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Complication following transcatheter balloon dilation,",to 2800,15.51.32,998.0,E879.0,T81.9,Y84.0,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Complication following transcatheter cutting balloon dilation,",to 2800,15.51.40,998.0,E879.0,T81.9,Y84.0,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Vessel restenosis following balloon angioplasty,",to 3220,15.51.39,998.0,E879.0,T81.9,Y84.0,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Allergic reaction to contrast medium,",to 2800,15.50.02   ,E947.8,,Y57.5,,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Atrial-oesophageal fistula following transluminal ablation procedure,",to 2800,15.50.59,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Postprocedural air embolus,",to 2800,15.50.07,999.1,,T81.7,,15.90.01," Postprocedural complication,",,,,,,,,,
," Postprocedural systemic air embolus,",to 2800,15.50.05,999.1,,T81.7,,15.90.01," Postprocedural complication,",,,,,,,,,
," Postprocedural venous or pulmonary air embolus,",to 2800,15.50.06,999.1,,T81.7,,15.90.01," Postprocedural complication,",,,,,,,,,
," Postprocedural cerebral air embolus,",to 2800,15.82.61,999.1,,T81.7,,15.82.50," Neurological complication after cardiac procedure,",,,,,,,,,
," Coronary arterial spasm during procedure,",to 467,15.41.61   ,413.0,E878.8,I20.1,Y83.8,15.41.00," Postprocedural coronary arterial complication,",,,,,,,,,
," Hypercyanotic spell during cardiac catheterisation procedure,",to 1,15.50.04,998.8,E879.0,T81.9,Y84.0,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Arrhythmia during procedure,",to 800,15.60.01,997.1,,I97.8,I49.9,11.00.00," Arrhythmia,",,,,,,,,,
," Arrhythmia following procedure,",to 800,15.60.02,997.1,,I97.8,I49.9,15.60.02," Arrhythmia following procedure,",,,,,,,,,
," Postprocedural non-specific ST-T wave changes,",to 1,15.60.04,997.1,,I97.1,,11.20.00," Electrocardiographic (ECG) abnormality,   ",,,,,,,,,
," Postprocedural conduction disturbance,",to 850,15.60.03    ,997.1,,I97.1,,11.06.00," Conduction disturbance,   ",,,,,,,,,
,,,,,,,,, ,,,,,,,,,
2602,Failure of transcatheter procedures,, ,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Failed attempt at cardiovascular transcatheter procedure,",to 2880,15.60.20,996.7,E874.5,T82.8,,15.60.20," Failed attempt at cardiovascular transcatheter procedure,",,,,,,,,,
," Unsuccessful use of device,",to 2880,15.60.22,996.7,E874.5,T82.8,,15.60.20," Failed attempt at cardiovascular transcatheter procedure,",,,,,,,,,
," Failure of transcatheter procedure with requirement for surgical approach,",to 2880,15.60.21,996.7,E874.5,T82.8,,15.60.20," Failed attempt at cardiovascular transcatheter procedure,",,,,,,,,,
," Failed attempt to implant coil-device during transcatheter intervention,",to 2880,15.50.40,996.7,E874.5,T82.8,,15.50.40," Failed attempt to implant coil-device during transcatheter intervention,",,,,,,,,,
," Failed attempt to implant atrial septal defect (ASD) closure device during transcatheter intervention,",to 2880,15.10.68,996.7,E874.5,T82.8,,15.50.40," Failed attempt to implant coil-device during transcatheter intervention,",,,,,,,,,
," Failed attempt to implant ventricular septal defect (VSD) closure device during transcatheter intervention,",to 2880,15.22.07,996.7,E874.5,T82.8,,15.50.40," Failed attempt to implant coil-device during transcatheter intervention,",,,,,,,,,
," Failed attempt to implant ductal coil-device during transcatheter intervention,",to 2880,15.39.04,996.7,E874.5,T82.8,,15.50.40," Failed attempt to implant coil-device during transcatheter intervention,",,,,,,,,,
," Failed attempt to dilate valve-vessel with transcatheter intervention,",to 2880,15.50.41,996.7,E874.5,T82.8,,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Failed attempt to implant stent during transcatheter intervention,",to 2880,15.50.42,996.7,E874.5,T82.8,,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Failure to access coronary sinus for pacing,",to 1,15.50.58,996.7,E874.5,T82.8,,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
, , ,,,,,,,,,,,,,,,,
2605,Trauma related complications during catheterisation,,,,,, ,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Trauma related complication of cardiovascular catheterisation,",to 2800,15.50.09,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Intramyocardial injection of contrast medium,",to 1,15.50.01,E870.6,,Y60.5,,15.50.01," Intramyocardial injection of contrast medium,",,,,,,,,,
," Inadvertent perforation of cardiac chamber or vessel during cardiac catheterisation,",to 3205,15.50.03,998.2,E870.6,T81.2,Y60.5,15.50.03," Inadvertent perforation of cardiac chamber or vessel during cardiac catheterisation,",,,,,,,,,
," Traumatic damage to heart valve during cardiovascular catheterisation procedure,",to 3205,15.50.20,998.2,E870.6,T81.2,Y60.5,15.50.20," Traumatic damage to heart valve during cardiovascular catheterisation procedure,",,,,,,,,,
," Rupture of conduit or vessel following transluminal balloon dilation,",to 3205,15.52.10,996.1,E874.5,T82.5,,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Rupture of vessel following transluminal balloon dilation,",to 3205,15.52.10,996.1,E874.5,T82.5,,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
, Conduit rupture following balloon dilation,to 2240,15.51.34,998.2,E870.6,T81.2,Y60.5,15.51.36," Complication related to transcatheter cardiovascular intervention,",,,,,,,,,
," Cardiac perforation during cardiac biopsy procedure,",to 3205,15.50.21,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Vascular tear during catheterisation procedure,",to 3200,15.41.63,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Vascular tear during catheterisation procedure: unconfined & increasing in size,",to 3200,15.41.64,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Vascular tear during catheterisation procedure: confined perivascular,",to 3200,15.41.65,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Vascular tear during catheterisation procedure: intravascular with flow obstruction,",to 3200,15.41.66,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Vascular tear during catheterisation procedure: intravascular without flow obstruction,",to 3200,15.41.67,998.2,E870.6,T81.2,Y60.5,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
2610,Local complications at cardiac catheterisation approach sites,, ,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
, Postprocedural great vein bleeding complications,to 1912,not relevant ,,,,,,,,,,,,,,,
," Iliac, femoral, jugular, subclavian & axillary vein complications",to 2020,not relevant  ,,, ,,,,,,,,,,,,
, Postprocedural major artery bleeding complications,to 1908,not relevant,,,,, ,,,,,,,,,,
," Carotid, axillary, brachial, femoral artery complications",to 2100,not relevant,,,,,,,,,,,,,,,
," Lost pulse after cardiac catheterisation,",to 1,15.50.11 ,997.2,E879.0,T81.7,Y84.0,15.50.11 ," Lost pulse after cardiac catheterisation,",,,,,,,,,
," Loss of limb after cardiac catheterisation,",to 1,15.50.12,997.2,E879.0,T81.7,Y84.0,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
," Delayed haemorrhage from access site of cardiac catheterisation,",to 1,15.50.15,998.1,E870.6,T81.0,Y60.5,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
," Haematoma at access site of cardiac catheterisation,",to 1,15.50.16 ,998.1,E870.6,T81.0,Y60.5,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
," Infection at access site of cardiac catheterisation,",to 1,15.50.17,998.5,,T81.4,,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
," Local complication at access site of cardiac catheterisation,",to 1,15.50.19,998.8,,T81.8,,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
," Local complication at access site of cardiac catheterisation requiring transfusion,",to 1,15.51.51,997.2,E879.0,T81.7,Y84.0,15.51.51," Local complication at access site of cardiac catheterisation requiring transfusion,",,,,,,,,,
," Local complication at access site of cardiac catheterisation requiring thrombolysis,",to 1,15.51.52,997.2,E879.0,T81.7,Y84.0,15.51.52," Local complication at access site of cardiac catheterisation requiring thrombolysis,",,,,,,,,,
," Local complication at access site of cardiac catheterisation requiring surgical intervention,",to 1,15.51.53,997.2,E879.0,T81.7,Y84.0,15.51.53," Local complication at access site of cardiac catheterisation requiring surgical intervention,",,,,,,,,,
," Pseudo-aneurysm at access site for cardiovascular catheter procedure,",to 1,15.60.23,998.8,,T81.8,,15.50.19," Local complication at access site of cardiac catheterisation,",,,,,,,,,
, , ,,,,,,,,,,,,,,,,
2620,Problems involving equipment during cardiac catheterisation ,,,, , ,,,,,,,,,,,,
,,,,,, , , ,,,,,,,,,,
, Complications following device or coil implantation,to 2622,not relevant,,,,,,,,,,,,,,,
," Equipment problem during cardiac catheterisation,",to 1,15.50.30,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Complication related to equipment during cardiovascular catheterisation,",to 1,15.51.35,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Catheter knotted during cardiovascular catheterisation,",to 1,15.50.31,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Catheter broken during cardiovascular catheterisation,",to 1,15.50.32,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Angiographic catheter rupture during cardiovascular catheterisation,",to 1,15.51.27,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Catheter guide wire breakage during cardiovascular catheterisation,",to 1,15.50.33,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Separation of guide wire at dock site during cardiovascular catheterisation,",to 1,15.51.26,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Burst catheter mounted balloon during cardiovascular catheterisation,",to 1,15.50.34,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Burst catheter mounted balloon with air embolus during cardiovascular catheterisation,",to 1,15.50.63,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Burst catheter mounted balloon with fragment embolus during cardiovascular catheterisation,",to 1,15.50.64,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," End hole balloon broken during cardiovascular catheterisation,",to 1,15.51.25,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Circumferential transcatheter balloon rupture during cardiovascular catheterisation,",to 1,15.51.33,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Guide wire broken during cardiovascular catheterisation,",to 1,15.50.35,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Device failure due to problem intrinsic to device,",to 1,15.51.45,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Device malfunction during cardiac catheterisation procedure,",to 1,15.51.50,996.1,E874.5,T82.5,,15.51.50," Device malfunction during cardiac catheterisation procedure,",,,,,,,,,
," Device malfunction without device failure,",to 1,15.51.46,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Device mechanism failure during cardiovascular catheterisation,",to 1,15.51.38,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Device delivery mechanism failure during cardiovascular catheterisation,",to 1,15.51.41,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Imaging equipment problem during cardiac catheterisation,",to 1,15.50.62,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Post-device implantation requirement for open repair,",to 1650,15.50.55,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Kinking of delivery sheath during cardiovascular catheterisation,",to 1,15.52.11,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
," Kinking of delivery sheath leading to abandonment of cardiovascular catheterisation procedure,",to 1,15.52.12,996.1,E874.5,T82.5,,15.50.30," Equipment problem during cardiac catheterisation,",,,,,,,,,
,,,,,,,,,,,,,,,,,,
2622,Complications involving transluminal device implantation, ,, ,,,, , ,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Complication involving device implantation,",to 1660,15.50.60,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
, Complications involving transluminally implanted device malposition,to 2623,not relevant,,,,,,,,,,,,,,,
," Inability to detach coil or device at catheterisation,",to 1660,15.50.36,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Inadvertent release of device into circulation,",to 1660,15.50.44,996.7,E874.5,T82.8,,15.50.37 ," Embolisation of catheter introduced device,",,,,,,,,,
," Embolisation of catheter introduced device,",to 1660,15.50.37 ,996.7,E871.6,T82.8,,15.50.37 ," Embolisation of catheter introduced device,",,,,,,,,,
," Embolisation of cardiovascular device during cardiac catheterisation,",to 1660,15.51.47,996.7,E871.6,T82.8,,15.51.47," Embolisation of cardiovascular device during cardiac catheterisation,",,,,,,,,,
," Occluder device embolisation and retrieval during same procedure,",to 1660,15.51.37,996.7,E874.5,T82.8,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Post-device implantation requirement for open repair,",to 1650,15.50.55,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Mechanical haemolysis due to transcatheter implanted device,",to 1660,15.02.12,283.1,996.7,D59.4,T82.8,15.02.07," Postprocedural haemolysis,",,,,,,,,,
," Mechanical haemolysis due to transcatheter implanted device requiring transfusion,",to 1660,15.51.54,283.1,996.7,D59.4,T82.8,15.51.54," Mechanical haemolysis due to transcatheter implanted device requiring transfusion,",,,,,,,,,
," Migration of implanted closure device,",to 1660,15.50.45,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Breakage of closure device,",to 1660,15.52.13,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Implantation of oversized closure device,",to 1660,15.50.46,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Implanted closure device strut fracture,",to 1660,15.50.48,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Distortion or cobra deformation of device on attempted transcatheter implantation,",to 1660,15.50.49,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Distortion of cardiac structure by implanted transcatheter device,",to 3205,15.50.50,996.1,E874.5,T82.5, ,15.50.60," Complication involving device implantation,",,,,,,,,,
," Obstruction of cardiac structure by implanted transcatheter device,",to 3205,15.50.51,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Erosion of or into cardiac structure by implanted transcatheter device,",to 3205,15.50.52,996.1,E874.5,T82.5,,15.50.52," Erosion of or into cardiac structure by implanted transcatheter device,",,,,,,,,,
," Coronary arterial compression following transluminal device implantation,",to 467,15.50.61,996.1,E874.5,T82.5,,15.50.61," Coronary arterial compression following transluminal device implantation,",,,,,,,,,
," Thrombosis of implanted device,",to 1660,15.50.67,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Infection of device,",to 1660,15.51.23,996.1,,T82.7,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Allergic reaction to device,",to 1660,15.51.55,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Requirement for removal of device, ",to 1660,15.51.20,996.1,,T82.9,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Requirement for removal of device: transcatheter, ",to 1660,15.51.21,996.1,,T82.9,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Requirement for removal of device: surgical, ",to 1660,15.51.22,996.1,,T82.9,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Device left in unplanned site after migration or embolisation,",to 1660,15.51.49,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
,,, ,,,,,,,,,,,,,,,
2623,Complications involving transluminal implanted device malposition,,,,,,,, ,,,,,,,,,
, ,,,,,,,,,,,,,,,,,
," Malposition of catheter introduced device,",to 1660,15.52.20,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Implantation of malpositioned closure device,",to 1660,15.50.47,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of ductal occluder device,",to 1660,15.52.14,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of ductal occluder device causing aortic gradient,",to 1660,15.52.15,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of septal occluder device,",to 1660,15.52.16,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of septal occluder device resulting in residual interatrial communication (ASD) over 2mm,",to 1660,15.52.17,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of septal occluder device resulting in residual interventricular communication (VSD) over 2mm,",to 1660,15.52.18,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of septal occluder device resulting in valvar regurgitation,",to 1660,15.52.19,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
2624,Complications involving stents,,,, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Complication involving stent,",to 1650,15.50.70,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Inadvertent release of stent into circulation,",to 1650,15.50.43,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent overdilation,",to 1650,15.52.01,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent underdilation,",to 1650,15.52.02,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent malposition,",to 1650,15.50.74,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent malposition requiring removal or repositioning,",to 1650,15.50.75,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Migration of implanted stent,",to 1650,15.50.38,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent left expanded in unplanned site after migration or embolisation,",to 1650,15.50.91,996.1,E874.5,T82.5,,15.50.91," Stent left expanded in unplanned site after migration or embolisation,",,,,,,,,,
," Stent fracture,",to 2625,15.50.76,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent fracture during implantation,",to 2625,15.50.57,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent fracture following implantation,",to 2625,15.50.53,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent fracture during redilation,",to 2625,15.50.92,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent thrombosis,",to 2625,15.50.93,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Stent crumpling,",to 2625,15.50.97,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Post-stent implantation requirement for open repair,",to 1650,15.50.54,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Inadvertent 'jailing' of vessel with implanted stent,",to 3205,15.50.56,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Embolisation of stent,",to 1650,15.50.71,996.7,E874.5,T82.8,,15.50.71," Embolisation of stent,",,,,,,,,,
," Right bronchial compression due to stent,",to 1650,15.50.72,996.7,519.8,T82.8,J95.8,15.50.70," Complication involving stent,",,,,,,,,,
," Left bronchial compression due to stent,",to 1650,15.50.73,996.7,519.8,T82.8,J95.8,15.50.70," Complication involving stent,",,,,,,,,,
," Coronary arterial compression following stent implantation,",to 467,15.50.77,996.1,E874.5,T82.5,,15.50.61," Coronary arterial compression following transluminal device implantation,",,,,,,,,,
," Rupture of conduit or vessel following stent implantation,",to 2240,15.50.78,996.7,E874.5,T82.8,,15.50.78," Rupture of conduit or vessel following stent implantation,",,,,,,,,,
," Rupture of conduit following stent implantation,",to 2240,15.50.96,996.7,E874.5,T82.8,,15.50.78," Rupture of conduit or vessel following stent implantation,",,,,,,,,,
," Rupture of vessel following stent implantation,",to 3205,15.50.68,996.7,E874.5,T82.8,,15.50.78," Rupture of conduit or vessel following stent implantation,",,,,,,,,,
," Endoarteritis involving stent,",to 1650,15.50.79,421.9,E874.5,I33.0,T82.8,10.06.01," Infective endocarditis,    ",,,,,,,,,
," Neointimal proliferation within implanted stent,",to 1650,15.50.95,996.7,E874.5,T82.8,,15.50.70," Complication involving stent,",,,,,,,,,
," Restenosis of vessel following stent implantation,",to 1650,15.50.69,996.7,E874.5,T82.8, ,15.50.70," Complication involving stent,",,,,,,,,,
," Endoleak following aortic aneurysm stent implantation (incomplete sealing of aneurysm),",to 2132,15.37.72,E874.5,,T82.8,,15.50.00," Cardiac catheterisation complication,",,,,,,,,,
," Postprocedural aortic aneurysm following stent implantation,",to 976,15.37.81,996.1,E874.5,T82.5,,15.50.70," Complication involving stent,",,,,,,,,,
," Tricuspid valvar chord entrapment by transcatheter device,",to 1,15.11.12,429.5,E878.8,I51.1,Y83.8,15.11.00 ," Postprocedural tricuspid valvar complication,",,,,,,,,,
," Mitral valvar chord entrapment by transcatheter device,",to 1,15.12.10,429.5,E878.8,I51.1,Y83.8,15.12.00 ," Postprocedural mitral valvar complication,",,,,,,,,,
, ,,,,,,,,,,,,,,,,,
2625 @,Stent fracture qualifiers,, ,, ,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," - single fracture,",to 1650,Q1.58.01,,,,,not relevant,,,,,,,,,,
," - multiple fractures,",to 1650,Q1.58.02,,,,,not relevant,,,,,,,,,,
," - causing stent dislodgement,",to 1650,Q1.58.03,,,,,not relevant,,,,,,,,,,
," - causing stent embolisation,",to 1650,Q1.58.04,,,,,not relevant,,,,,,,,,,
," - causing stent distortion,",to 1650,Q1.58.05,,,,,not relevant,,,,,,,,,,
," - causing vessel stenosis,",to 1650,Q1.58.06,,,,,not relevant,,,,,,,,,,
,no entry,to 1650,not relevant,,,,,not relevant,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
2626,Complications following transluminal coil implantation,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Complication involving transcatheter cardiovascular coil implantation,",to 1660,15.51.24,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Embolisation (dislodgement) of catheter introduced coil,",to 1660,15.50.65,996.7,E871.6,T82.8,,15.50.65," Embolisation (dislodgement) of catheter introduced coil,",,,,,,,,,
," Migration (displacement) of implanted coil,",to 1660,15.50.66,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Malposition of catheter introduced coil,",to 1660,15.52.21,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Inability to detach coil or device at catheterisation,",to 1660,15.50.36,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Coil embolisation and retrieval during same procedure,",to 1660,15.51.28,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Coil embolisation and retrieval during different procedure,",to 1660,15.51.29,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Inability to detach coil from delivery cable,",to 1660,15.51.30,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Mechanical haemolysis due to transcatheter implanted coil,",to 1660,15.51.31,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Infection of coil,",to 1660,15.51.42,996.1, ,T82.7,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Coil dislodgement during procedural manipulation,",to 1660,15.51.43,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Coil failure (malfunction) due to problem intrinsic to the coil,",to 1660,15.51.44,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
," Coil left in unplanned site after migration or embolisation,",to 1660,15.51.48,996.1,E874.5,T82.5,,15.50.60," Complication involving device implantation,",,,,,,,,,
,,, ,,,,,,,,,,,,,,,
2680,Specific complications following fetal intervention ,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
," Fetal intervention complication,",to 1,15.50.80,,,,,15.50.80," Fetal intervention complication,",,,,,,,,,
