"section","section_name","go_to","ipccc_name","ipccc_code","epcc_code","epcc_name","icd_10","icd_10_additional","icd_9","icd_9_additional"
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- pulsatile blood pump membrane rupture requiring pump replacement,","Q1.67.87","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- calibration error of arterial pump head,","Q1.67.93","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- under-occluded arterial pump head,","Q1.67.94","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- calibration error of ventricular assist device (VAD) pump head,","Q1.67.89","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- under-occluded ventricular assist device (VAD) pump head,","Q1.67.90","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- axial flow blood pump housing damage requiring replacement,","Q1.67.91","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","- circuit calibration error of arterial pump head,","Q1.67.92","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 627","- device or cannula infection,","Q1.57.52","not relevant",,,,,
"1829 @","Cardiopulmonary bypass, ECMO & VAD pump + pump head related complications - qualifiers","to 1","no entry","not relevant",,,,,,
"1830 @","ECMO requirement for venovenous to venoarterial conversion - qualifiers","to 1","- due to inadequate blood pressure,","Q1.67.95","not relevant",,,,,
"1830 @","ECMO requirement for venovenous to venoarterial conversion - qualifiers","to 1","- due to inadequate ECMO flow,","Q1.67.96","not relevant",,,,,
"1830 @","ECMO requirement for venovenous to venoarterial conversion - qualifiers","to 1","- due to inadequate oxygenation,","Q1.67.97","not relevant",,,,,
"1830 @","ECMO requirement for venovenous to venoarterial conversion - qualifiers","to 1","no entry","not relevant",,,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- raceway or tubing rupture,","Q1.67.50","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- line dislodgment or displacement,","Q1.67.51","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- inadvertent dislodgment or displacement of arterial line,","Q1.67.52","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- inadvertent dislodgment or displacement of venous line,","Q1.67.53","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- reversal of arterial and venous lines,","Q1.67.54","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- inadvertent dislodgment or displacement of inflow line,","Q1.67.58","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- inadvertent dislodgment or displacement of outflow line,","Q1.67.59","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- reversal of inflow and outflow lines,","Q1.67.60","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- raceway tubing fatigue,","Q1.67.55","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- tubing connector crack requiring replacement,","Q1.67.56","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- unplanned disconnection of tubing within circuit,","Q1.67.57","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- leakage from circuit component,","Q1.57.47","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","- leakage from circuit joint,","Q1.57.48","not relevant",,,,,
"1831 @","Cardiopulmonary bypass, ECMO & VAD tubing or line complications - qualifiers","to 1","no entry","not relevant",,,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- anticoagulant complication secondary to heparin therapy,","Q1.68.50","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- circuit replacement for haematologic concerns,","Q1.68.51","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- Factor VIIa (NovoSeven) complication with thrombus formation,","Q1.68.52","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- heparin resistance requiring treatment,","Q1.68.53","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- haematuria not present prior to intervention,","Q1.68.54","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","- coagulopathy related bleeding,","Q1.68.55","not relevant",,,,,
"1832 @","Cardiopulmonary bypass, ECMO & VAD haematological complications - qualifiers","to 1","no entry","not relevant",,,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- cannulation site bleeding,","Q1.68.60","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- arterial cannulation site bleeding,","Q1.68.61","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- venous cannulation site bleeding,","Q1.68.62","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- ventricular assist device (VAD) inflow cannulation site bleeding,","Q1.68.65","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- ventricular assist device (VAD) outflow cannulation site bleeding,","Q1.68.66","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- coagulopathy related bleeding,","Q1.68.55","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- cerebral haemorrhage,","Q1.68.63","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","- gastrointestinal haemorrhage,","Q1.68.64","not relevant",,,,,
"1833 @","ECMO & VAD bleeding complications - qualifiers","to 951","no entry","not relevant",,,,,,
"1840","Infection related postprocedural complications","to 627","Postprocedural infection,","15.90.50","15.90.01","Postprocedural complication,","T81.4",,"136.9",
"1840","Infection related postprocedural complications","to 1850","Postprocedural infections related to cardiothoracic incisions","not relevant",,,,,,
"1840","Infection related postprocedural complications","to 627","Postprocedural infections involving multiple sites,","15.90.51","15.90.01","Postprocedural complication,","T81.4",,"136.9",
"1840","Infection related postprocedural complications","to 627","Postprocedural complication involving 'infectious system',","15.90.52","15.90.01","Postprocedural complication,","T81.4",,"136.9",
"1840","Infection related postprocedural complications","to 1842","Postprocedural septicaemia,","15.80.05","15.80.05","Postprocedural septicaemia,","T81.4",,"998.5",
"1840","Infection related postprocedural complications","to 1842","Postprocedural septicaemia: with documented bacteraemia,","15.90.53","15.80.05","Postprocedural septicaemia,","T81.4",,"998.5",
"1840","Infection related postprocedural complications","to 1842","Postprocedural septicaemia: with documented fungaemia,","15.90.54","15.80.05","Postprocedural septicaemia,","T81.4",,"998.5",
"1840","Infection related postprocedural complications","to 1842","Postprocedural septicaemia: with documented viraemia,","15.90.55","15.80.05","Postprocedural septicaemia,","T81.4",,"998.5",
"1840","Infection related postprocedural complications","to 1842","Postprocedural septic shock,","15.90.56","10.17.23","Shock,","A41.9",,"785.5",
"1840","Infection related postprocedural complications","to 616","Postprocedural endocarditis,","10.06.64","10.06.64","Postprocedural endocarditis,","I33.0",,"421",
"1840","Infection related postprocedural complications","to 627","Postprocedural blood stream infection without septicaemia,","15.90.57","15.90.01","Postprocedural complication,","T81.4",,"136.9",
"1840","Infection related postprocedural complications","to 627","Postprocedural cardiac abscess formation,","10.06.71","10.06.20","Heart abscess,","I51.8",,"429.8",
"1840","Infection related postprocedural complications","to 627","Postprocedural cardiac abscess formation: perivalvar,","10.06.72","10.06.20","Heart abscess,","I51.8",,"429.8",
"1840","Infection related postprocedural complications","to 3300","Postprocedural pulmonary infection,","15.80.21","15.80.21","Postprocedural pulmonary infection,","J95.8","J22","997.3",
"1840","Infection related postprocedural complications","to 3300","Postprocedural ventilator associated pneumonia,","15.80.44","15.80.21","Postprocedural pulmonary infection,","J95.8","J22","997.3",
"1840","Infection related postprocedural complications","to 1961","Empyema,","16.01.11","16.01.11","Empyema,","J86",,"510.9",
"1840","Infection related postprocedural complications","to 1961","Postprocedural acute empyema,","15.80.58","16.01.11","Empyema,","J86","Y83.8","510.9","E878.8"
"1840","Infection related postprocedural complications","to 1961","Postprocedural chronic empyema,","15.80.59","16.01.11","Empyema,","J86","Y83.8","510.9","E878.8"
"1840","Infection related postprocedural complications","to 1","Postprocedural tracheal infection,","15.80.68","15.80.70","Postprocedural complication involving tracheobronchial tree,","J39.8","J95.8","519.1","997.3"
"1840","Infection related postprocedural complications","to 627","Postprocedural urinary tract infection,","15.82.04","15.90.01","Postprocedural complication,","N39.0","Y83.8","599","997.5"
"1840","Infection related postprocedural complications","to 627","Postprocedural cerebral abscess,","15.82.66","15.82.66","Postprocedural cerebral abscess,","G06.0","Y83.8","324","997"
"1842 @","Septicaemia related qualifiers","to 627","- primary hospital acquired blood stream infection,","Q1.68.80","not relevant",,,,,
"1842 @","Septicaemia related qualifiers","to 627","- primary hospital acquired blood stream infection: patient with central venous catheter,","Q1.68.81","not relevant",,,,,
"1842 @","Septicaemia related qualifiers","to 627","- primary hospital acquired blood stream infection: patient with arterial catheter,","Q1.68.82","not relevant",,,,,
"1842 @","Septicaemia related qualifiers","to 627","- community acquired blood stream infection,","Q1.68.83","not relevant",,,,,
"1842 @","Septicaemia related qualifiers","to 627","- community acquired blood stream infection: patient with central venous catheter or access device,","Q1.68.84","not relevant",,,,,
"1845","Postprocedural shock","to 1","Postprocedural shock,","15.67.01","10.17.23","Shock,","T81.1",,"998",
"1845","Postprocedural shock","to 1","Postprocedural anaphylactic shock,","15.67.02","10.17.23","Shock,","T78.2",,"995.0",
"1845","Postprocedural shock","to 1","Postprocedural cardiogenic shock,","15.67.03","10.17.23","Shock,","T81.1","R57.0","998",
"1845","Postprocedural shock","to 1","Postprocedural hypovolemic (haematogenic) shock,","15.67.04","10.17.23","Shock,","T81.1",,"998",
"1845","Postprocedural shock","to 1","Postprocedural neurogenic shock (spinal injury related),","15.67.05","10.17.23","Shock,","T81.1",,"998",
"1845","Postprocedural shock","to 1","Post anaesthetic shock,","15.67.06","10.17.23","Shock,","T88.2",,"995.4",
"1845","Postprocedural shock","to 1842","Postprocedural septic shock,","15.90.56","10.17.23","Shock,","A41.9",,"785.5",
"1845","Postprocedural shock","to 1","Postprocedural vasogenic shock (psychic) (acute stress),","15.67.07","10.17.23","Shock,","F43.0",,"308.9",
"1850","Postprocedural integument and surgical site related complications","to 1","Postprocedural integument related complication,","15.67.20",,,,,"709.9",
"1850","Postprocedural integument and surgical site related complications","to 1851","General surgical site and access related complications","not relevant",,,,,,
"1850","Postprocedural integument and surgical site related complications","to 1855","Median sternotomy complications & sequelae","not relevant",,,,,,
"1850","Postprocedural integument and surgical site related complications","to 1857","Lateral thoracotomy complications & sequelae","not relevant",,,,,,
"1850","Postprocedural integument and surgical site related complications","to 1860","Postprocedural burn,","15.67.21","15.90.01","Postprocedural complication,","T30.0","Y83.8","949.0","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1860","Postprocedural burn: 1st degree,","15.67.22","15.90.01","Postprocedural complication,","T30.1","Y83.8","949.1","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1860","Postprocedural burn: 2nd degree,","15.67.23","15.90.01","Postprocedural complication,","T30.2","Y83.8","949.2","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1860","Postprocedural burn: 3rd degree,","15.67.24","15.90.01","Postprocedural complication,","T30.3","Y83.8","949.3","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1860","Postprocedural burn: 4th degree,","15.67.25","15.90.01","Postprocedural complication,","T30.4","Y83.8","949.4","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 3320","Postprocedural excoriation (abrasion),","15.67.26","15.90.01","Postprocedural complication,","T14.0","Y83.8","919.0","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1861","Postprocedural arterial line infiltrate,","15.67.27","15.90.01","Postprocedural complication,","Y84.8",,"999.2",
"1850","Postprocedural integument and surgical site related complications","to 1861","Postprocedural intravenous line infiltrate,","15.67.28","15.90.01","Postprocedural complication,","Y84.8",,"999.2",
"1850","Postprocedural integument and surgical site related complications","to 1861","Postprocedural laceration,","15.67.29","15.90.01","Postprocedural complication,","T81.2",,"998.2",
"1850","Postprocedural integument and surgical site related complications","to 3320","Postprocedural alopecia,","15.80.13","15.90.01","Postprocedural complication,","L65.9","Y83.8","709","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 1864","Postprocedural pressure sore(s),","15.67.30","15.90.01","Postprocedural complication,","L89","Y83.8","707.9","E878.8"
"1850","Postprocedural integument and surgical site related complications","to 3320","Postprocedural traumatic hair loss,","15.67.31","15.90.01","Postprocedural complication,","L65.9","Y83.8","704","E878.8"
"1851","General surgical site and access related complications","to 3330","Surgical site related complication,","15.67.38","15.67.38","Surgical site related complication,","T81.9",,"998.9",
"1851","General surgical site and access related complications","to 3330","Surgical site infection,","15.03.50","15.03.50","Surgical site infection,","T81.4",,"998.9",
"1851","General surgical site and access related complications","to 3330","Surgical site infection: superficial,","15.67.32","15.03.50","Surgical site infection,","T81.4",,"998.9",
"1851","General surgical site and access related complications","to 3330","Surgical site infection: deep,","15.67.33","15.03.50","Surgical site infection,","T81.4",,"998.9",
"1851","General surgical site and access related complications","to 3330","Surgical site infection requiring surgical intervention,","15.67.41","15.67.41","Surgical site infection requiring surgical intervention,","T81.4",,"998.9",
"1851","General surgical site and access related complications","to 627","Infectious agents involved in surgical site infection","not relevant",,,,,,
"1851","General surgical site and access related complications","to 2900","Surgical site dehiscence,","15.03.51","15.03.51","Surgical site dehiscence,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 2900","Surgical site dehiscence: sterile,","15.67.34","15.03.51","Surgical site dehiscence,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 3330","Surgical site haematoma,","15.67.35","15.67.38","Surgical site related complication,","T81.0",,"998.1",
"1851","General surgical site and access related complications","to 3330","Surgical site foreign body related complication,","15.67.36","15.67.38","Surgical site related complication,","T81.5",,"998.4",
"1851","General surgical site and access related complications","to 3330","Surgical site related seroma,","15.67.37","15.67.38","Surgical site related complication,","T81.0",,"998.1",
"1851","General surgical site and access related complications","to 1","Chest wall incisional hernia,","15.03.54","15.67.38","Surgical site related complication,","K43.9",,"553.2",
"1851","General surgical site and access related complications","to 1","Surgical site related omental herniation,","15.67.39","15.67.38","Surgical site related complication,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 1","Failure of minimal access approach,","15.03.55","15.90.01","Postprocedural complication,","T81.8",,"998.8",
"1851","General surgical site and access related complications","to 1","Failure of minimal access approach with requirement for fully open approach,","15.03.56","15.90.01","Postprocedural complication,","T81.8",,"998.8",
"1851","General surgical site and access related complications","to 1","Suture line disruption,","15.03.70","15.67.38","Surgical site related complication,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 1","Suture line disruption: acute resulting in haemorrhage,","15.03.71","15.67.38","Surgical site related complication,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 1","Suture line disruption: subacute resulting in bleeding or pseudoaneurysm,","15.03.72","15.67.38","Surgical site related complication,","T81.3",,"998.3",
"1851","General surgical site and access related complications","to 1","Incisional hernia,","15.03.73","14.03.29","Thoracic-mediastinal abnormality,","K43.9",,"553.20000000000005",
"1855","Median sternotomy complications & sequelae","to 1","Sternum left open,","15.03.53","15.90.14","Procedure related complication,","nc",,"nc",
"1855","Median sternotomy complications & sequelae","to 1","Sternum left open: elective (planned),","15.03.57",,,"nc",,"nc",
"1855","Median sternotomy complications & sequelae","to 1","Sternum left open: unplanned,","15.03.58","15.90.14","Procedure related complication,","nc",,"nc",
"1855","Median sternotomy complications & sequelae","to 1","Sternum left open with closed skin,","15.03.74","15.90.14","Procedure related complication,","nc",,"nc",
"1855","Median sternotomy complications & sequelae","to 1","Sternum left open with open skin (inclusive of membrane to close surgical site),","15.03.75","15.90.14","Procedure related complication,","nc",,"nc",
"1855","Median sternotomy complications & sequelae","to 1","Median sternotomy complication,","15.03.00","15.03.00","Median sternotomy complication,","T81.9",,"998.9",
"1855","Median sternotomy complications & sequelae","to 1","Major cardiovascular injury during redo-sternotomy,","15.03.17","15.03.00","Median sternotomy complication,","T81.9",,"998.9",
"1855","Median sternotomy complications & sequelae","to 1","Major cardiovascular injury during redo-sternotomy requiring emergency institution of cardiopulmonary bypass,","15.03.18","15.03.00","Median sternotomy complication,","T81.9",,"998.9",
"1855","Median sternotomy complications & sequelae","to 1","Off midline sternotomy (technical error),","15.03.20","15.03.00","Median sternotomy complication,","T81.9",,"998.9",
"1855","Median sternotomy complications & sequelae","to 1","Median sternotomy wound left unclosed,","15.03.01","15.90.01","Postprocedural complication,",,,,
"1855","Median sternotomy complications & sequelae","to 1","Sterile discharge from median sternotomy wound,","15.03.02","15.03.00","Median sternotomy complication,","T81.8",,"998.8",
"1855","Median sternotomy complications & sequelae","to 1","Mediastinitis,","15.03.52","15.03.52","Mediastinitis,","J98.5",,"519.20000000000005",
"1855","Median sternotomy complications & sequelae","to 1","Infection of median sternotomy wound,","15.03.03","15.03.03","Infection of median sternotomy wound,","T81.4",,"998.5",
"1855","Median sternotomy complications & sequelae","to 627","Abscess at site of prior median sternotomy,","15.03.04","15.03.03","Infection of median sternotomy wound,","T81.4",,"998.5",
"1855","Median sternotomy complications & sequelae","to 1","Osteomyelitis of median sternotomy wound,","15.03.05","15.03.03","Infection of median sternotomy wound,","T81.4","M86.8","998.5","730.2"
"1855","Median sternotomy complications & sequelae","to 1","Cellulitis of median sternotomy wound,","15.03.06","15.03.03","Infection of median sternotomy wound,","T81.4","L03.8","998.5","682.8"
"1855","Median sternotomy complications & sequelae","to 1","Bony sequestrum in median sternotomy wound,","15.03.07","15.03.03","Infection of median sternotomy wound,","T81.4","M86.6","998.5","730.1"
"1855","Median sternotomy complications & sequelae","to 2900","Dehiscence of median sternotomy wound,","15.03.08","15.03.08","Dehiscence of median sternotomy wound,","T81.3",,"998.3",
"1855","Median sternotomy complications & sequelae","to 1","Delayed union of median sternotomy wound,","15.03.09","15.03.00","Median sternotomy complication,","M84.2","Y83.8","733.8","E878.8"
"1855","Median sternotomy complications & sequelae","to 1","Nonunion of median sternotomy wound,","15.03.10","15.03.00","Median sternotomy complication,","M84.1","Y83.8","733.8","E878.8"
"1855","Median sternotomy complications & sequelae","to 2813","Sternal instability (sterile),","15.67.40","15.03.00","Median sternotomy complication,",,,"996.4",
"1855","Median sternotomy complications & sequelae","to 1","Minor instability of median sternotomy wound,","15.03.11","15.03.00","Median sternotomy complication,","T81.8",,"998.8",
"1855","Median sternotomy complications & sequelae","to 1","Major instability of median sternotomy wound,","15.03.12","15.03.00","Median sternotomy complication,","T81.8",,"998.8",
"1855","Median sternotomy complications & sequelae","to 1","Haemorrhage from median sternotomy wound,","15.03.13","15.02.00","Postprocedural haemorrhage,","T81.0",,"998.1",
"1855","Median sternotomy complications & sequelae","to 1","Haematoma in median sternotomy wound,","15.03.14","15.03.00","Median sternotomy complication,","T81.0",,"998.1",
"1855","Median sternotomy complications & sequelae","to 1","Keloid-hypertrophic scar of median sternotomy wound,","15.03.15","15.03.15","Keloid-hypertrophic scar of median sternotomy wound,","L91.0",,"701.4",
"1855","Median sternotomy complications & sequelae","to 1","Prominent wire in median sternotomy wound,","15.03.16","15.03.00","Median sternotomy complication,","T81.8",,"998.8",
"1855","Median sternotomy complications & sequelae","to 1","Prominent wire in median sternotomy wound causing irritation,","15.03.21","15.03.21","Prominent wire in median sternotomy wound causing irritation,","T81.8",,"998.8",
"1857","Lateral thoracotomy complications","to 1","Lateral thoracotomy complication,","15.03.30","15.03.30","Lateral thoracotomy complication,","T81.9",,"998.9",
"1857","Lateral thoracotomy complications","to 1","Right lateral thoracotomy complication,","15.03.39","15.03.30","Lateral thoracotomy complication,","T81.9",,"998.9",
"1857","Lateral thoracotomy complications","to 1","Left lateral thoracotomy complication,","15.03.40","15.03.30","Lateral thoracotomy complication,","T81.9",,"998.9",
"1857","Lateral thoracotomy complications","to 1","Sterile discharge from lateral thoracotomy wound,","15.03.31","15.03.30","Lateral thoracotomy complication,","T81.8",,"998.8",
"1857","Lateral thoracotomy complications","to 1","Sterile discharge from right lateral thoracotomy wound,","15.03.41","15.03.30","Lateral thoracotomy complication,","T81.8",,"998.8",
"1857","Lateral thoracotomy complications","to 1","Sterile discharge from left lateral thoracotomy wound,","15.03.42","15.03.30","Lateral thoracotomy complication,","T81.8",,"998.8",
"1857","Lateral thoracotomy complications","to 627","Infection of lateral thoracotomy wound,","15.03.32","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 627","Infection of right lateral thoracotomy wound,","15.03.43","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 627","Infection of left lateral thoracotomy wound,","15.03.44","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 627","Abscess of lateral thoracotomy wound,","15.03.33","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 627","Abscess of right lateral thoracotomy wound,","15.03.67","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 627","Abscess of left lateral thoracotomy wound,","15.03.46","15.03.32","Infection of lateral thoracotomy wound,","T81.4",,"998.5",
"1857","Lateral thoracotomy complications","to 1","Cellulitis of lateral thoracotomy wound,","15.03.34","15.03.32","Infection of lateral thoracotomy wound,","T81.4","L03.8","998.5","682.8"
"1857","Lateral thoracotomy complications","to 1","Cellulitis of right lateral thoracotomy wound,","15.03.47","15.03.32","Infection of lateral thoracotomy wound,","T81.4","L03.8","998.5","682.8"
"1857","Lateral thoracotomy complications","to 1","Cellulitis of left lateral thoracotomy wound,","15.03.48","15.03.32","Infection of lateral thoracotomy wound,","T81.4","L03.8","998.5","682.8"
"1857","Lateral thoracotomy complications","to 2900","Dehiscence of lateral thoracotomy wound,","15.03.35","15.03.32","Infection of lateral thoracotomy wound,","T81.3",,"998.3",
"1857","Lateral thoracotomy complications","to 2900","Dehiscence of right lateral thoracotomy wound,","15.03.49","15.03.32","Infection of lateral thoracotomy wound,","T81.3",,"998.3",
"1857","Lateral thoracotomy complications","to 2900","Dehiscence of left lateral thoracotomy wound,","15.03.60","15.03.32","Infection of lateral thoracotomy wound,","T81.3",,"998.3",
"1857","Lateral thoracotomy complications","to 1","Haemorrhage from lateral thoracotomy wound,","15.03.36","15.02.00","Postprocedural haemorrhage,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Haemorrhage from right lateral thoracotomy wound,","15.03.61","15.02.00","Postprocedural haemorrhage,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Haemorrhage from left lateral thoracotomy wound,","15.03.62","15.02.00","Postprocedural haemorrhage,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Haematoma in lateral thoracotomy wound,","15.03.37","15.03.30","Lateral thoracotomy complication,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Haematoma in right lateral thoracotomy wound,","15.03.63","15.03.30","Lateral thoracotomy complication,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Haematoma in left lateral thoracotomy wound,","15.03.64","15.03.30","Lateral thoracotomy complication,","T81.0",,"998.1",
"1857","Lateral thoracotomy complications","to 1","Neuralgia at site of lateral thoracotomy wound,","15.03.38","15.03.30","Lateral thoracotomy complication,","M79.2","Y83.8","729.2","E878.8"
"1857","Lateral thoracotomy complications","to 1","Neuralgia at site of right lateral thoracotomy wound,","15.03.65","15.03.30","Lateral thoracotomy complication,","M79.2","Y83.8","729.2","E878.8"
"1857","Lateral thoracotomy complications","to 1","Neuralgia at site of left lateral thoracotomy wound,","15.03.66","15.03.30","Lateral thoracotomy complication,","M79.2","Y83.8","729.2","E878.8"
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- chemical burn,","Q1.66.01","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- diathermy burn,","Q1.66.02","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to electricity,","Q1.66.03","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to explosion,","Q1.66.04","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to extreme cold,","Q1.66.05","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to fire,","Q1.66.06","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to infiltrate from intravascular catheter,","Q1.66.07","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to infiltrate from intra-arterial catheter,","Q1.66.08","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to infiltrate from intravenous catheter,","Q1.66.09","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- radiation induced,","Q1.34.85","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","- due to skin preparation solution,","Q1.66.10","not relevant",,,,,
"1860 @","Postprocedural burn aetiological agents - qualifiers","to 3320","no entry","not relevant",,,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","- calcium,","Q1.87.24","not relevant",,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","- potassium,","Q1.87.27","not relevant",,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","- inotropic agent(s),","Q1.87.25","not relevant",,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","- medication,","Q1.66.11","not relevant",,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","- parenteral nutrition,","Q1.87.26","not relevant",,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 985","Qualifiers for types of medications","not relevant",,,,,,
"1861 @","Postprocedural vascular infiltrate aetiological agents - qualifiers","to 3320","no entry","not relevant",,,,,,
"1864 @","Postprocedural pressure sore severity grading qualifiers","to 1865","- grade 1: discoloration of intact skin not affected by light finger pressure (non blanching erythema),","Q1.66.20","not relevant",,,,,
"1864 @","Postprocedural pressure sore severity grading qualifiers","to 1865","- grade 2: partial-thickness skin loss or damage involving epidermis and-or dermis (superficial ulcer presenting as abrasion or blister or shallow crater),","Q1.66.21","not relevant",,,,,
"1864 @","Postprocedural pressure sore severity grading qualifiers","to 1865","- grade 3: full thickness skin loss with subcutaneous tissue damage (not extending to underlying fascia),","Q1.66.22","not relevant",,,,,
"1864 @","Postprocedural pressure sore severity grading qualifiers","to 1865","- grade 4: full thickness skin loss with extensive destruction and necrosis extending to underlying fascia,","Q1.66.23","not relevant",,,,,
"1864 @","Postprocedural pressure sore severity grading qualifiers","to 1865","no entry","not relevant",,,,,,
